PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2023-04-15
Release Date, 2023-04-16
Source file, P566.cwu.nam14.pos
Offset from source file, 57.23 mm North, -67.12 mm East, -73.81 mm Vertical
Reference position, 36.3244546368 North Latitude, -119.2292875535 East Longitude, 78.15511 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2014-02-17,78.33, -91.53, -84.41, 2.08, 1.59, 7.37, repro,
2014-02-18,78.36, -91.06, -85.56, 2.01, 1.57, 7.31, repro,
2014-02-19,78.14, -90.85, -89.53, 1.99, 1.58, 7.26, repro,
2014-02-20,77.15, -90.43, -92.24, 1.99, 1.54, 7.13, repro,
2014-02-21,78.38, -90.63, -89.60, 1.98, 1.53, 7.14, repro,
2014-02-22,78.17, -91.48, -87.05, 1.98, 1.53, 7.19, repro,
2014-02-23,77.20, -91.98, -86.95, 2.23, 1.66, 7.97, repro,
2014-02-24,77.17, -91.64, -94.44, 2.03, 1.55, 7.28, repro,
2014-02-25,77.77, -91.81, -89.61, 2.06, 1.58, 7.39, repro,
2014-02-26,78.51, -91.63, -90.23, 2.08, 1.62, 7.45, repro,
2014-02-27,78.12, -93.45, -82.65, 2.1, 1.62, 7.51, repro,
2014-02-28,76.44, -90.85, -85.57, 2.14, 1.67, 7.64, repro,
2014-03-01,78.11, -91.41, -92.08, 2.07, 1.59, 7.43, repro,
2014-03-02,77.39, -91.14, -93.10, 2.04, 1.56, 7.34, repro,
2014-03-03,76.91, -91.26, -94.43, 2.09, 1.61, 7.43, repro,
2014-03-04,78.98, -92.06, -94.41, 2.09, 1.61, 7.44, repro,
2014-03-05,78.45, -92.57, -91.34, 2.02, 1.59, 7.31, repro,
2014-03-06,79.51, -92.01, -91.37, 1.97, 1.52, 7.15, repro,
2014-03-07,77.51, -91.94, -84.85, 2.19, 1.68, 7.88, repro,
2014-03-08,78.61, -90.64, -91.27, 2.06, 1.61, 7.42, repro,
2014-03-09,79.11, -90.81, -91.22, 1.97, 1.54, 7.18, repro,
2014-03-10,78.72, -92.11, -84.82, 1.98, 1.54, 7.24, repro,
2014-03-11,78.79, -90.87, -91.26, 1.96, 1.52, 7.13, repro,
2014-03-12,76.98, -91.44, -95.58, 1.97, 1.53, 7.16, repro,
2014-03-13,79.28, -90.91, -92.49, 1.98, 1.53, 7.21, repro,
2014-03-14,78.85, -91.96, -91.13, 1.98, 1.53, 7.22, repro,
2014-03-15,78.78, -91.82, -90.91, 1.98, 1.53, 7.18, repro,
2014-03-16,78.77, -91.22, -94.34, 1.96, 1.52, 7.1, repro,
2014-03-17,77.94, -91.67, -89.80, 1.97, 1.52, 7.14, repro,
2014-03-18,78.06, -92.07, -90.10, 1.97, 1.53, 7.15, repro,
2014-03-19,78.57, -91.81, -92.51, 2.04, 1.55, 7.29, repro,
2014-03-20,80.30, -92.03, -92.02, 2.02, 1.58, 7.26, repro,
2014-03-21,78.33, -91.94, -92.31, 1.96, 1.53, 7.13, repro,
2014-03-22,78.29, -91.62, -96.58, 1.96, 1.52, 7.1, repro,
2014-03-23,78.08, -92.27, -94.35, 1.97, 1.52, 7.13, repro,
2014-03-24,78.52, -91.91, -98.13, 1.97, 1.54, 7.18, repro,
2014-03-25,79.39, -91.50, -89.23, 1.98, 1.54, 7.19, repro,
2014-03-26,79.05, -91.01, -91.44, 2, 1.55, 7.29, repro,
2014-03-27,78.66, -91.89, -87.17, 1.97, 1.54, 7.18, repro,
2014-03-28,78.30, -91.72, -93.25, 1.98, 1.54, 7.18, repro,
2014-03-29,78.48, -90.72, -95.09, 2.05, 1.58, 7.32, repro,
2014-03-30,78.85, -91.65, -92.30, 1.99, 1.54, 7.2, repro,
2014-03-31,78.81, -90.58, -94.84, 1.98, 1.54, 7.21, repro,
2014-04-01,78.73, -91.94, -93.37, 2.09, 1.6, 7.62, repro,
2014-04-02,77.88, -91.51, -91.00, 1.96, 1.54, 7.14, repro,
2014-04-03,77.78, -92.24, -92.55, 1.96, 1.54, 7.14, repro,
2014-04-04,78.94, -92.11, -89.71, 2.02, 1.58, 7.4, repro,
2014-04-05,79.80, -91.59, -92.85, 1.99, 1.55, 7.23, repro,
2014-04-06,79.39, -91.67, -91.37, 2.04, 1.57, 7.5, repro,
2014-04-07,78.56, -91.63, -92.86, 1.98, 1.53, 7.18, repro,
2014-04-08,79.08, -91.15, -93.24, 1.97, 1.53, 7.16, repro,
2014-04-09,77.67, -91.26, -92.45, 1.96, 1.54, 7.17, repro,
2014-04-10,81.52, -91.36, -89.77, 2.03, 1.55, 7.36, repro,
2014-04-11,79.50, -92.76, -93.32, 2.07, 1.59, 7.58, repro,
2014-04-12,78.75, -91.36, -94.68, 2, 1.58, 7.37, repro,
2014-04-13,78.52, -91.60, -96.23, 2, 1.57, 7.34, repro,
2014-04-14,78.18, -91.76, -91.36, 1.99, 1.57, 7.34, repro,
2014-04-15,79.56, -90.01, -93.90, 2.06, 1.57, 7.34, repro,
2014-04-16,78.32, -92.08, -92.28, 2.13, 1.6, 7.52, repro,
2014-04-17,79.16, -92.08, -98.55, 2, 1.54, 7.26, repro,
2014-04-18,78.42, -92.10, -91.13, 1.98, 1.53, 7.22, repro,
2014-04-19,78.39, -92.78, -85.16, 1.99, 1.53, 7.22, repro,
2014-04-20,79.58, -92.59, -94.92, 1.99, 1.53, 7.19, repro,
2014-04-21,80.30, -92.30, -92.44, 1.99, 1.56, 7.27, repro,
2014-04-22,79.61, -92.44, -92.03, 1.99, 1.54, 7.21, repro,
2014-04-23,80.43, -92.28, -93.61, 2.03, 1.58, 7.41, repro,
2014-04-24,79.09, -92.61, -91.80, 2, 1.57, 7.33, repro,
2014-04-25,79.17, -93.30, -88.57, 1.98, 1.53, 7.16, repro,
2014-04-26,78.99, -92.75, -88.15, 1.98, 1.52, 7.14, repro,
2014-04-27,79.85, -93.40, -88.93, 1.98, 1.53, 7.18, repro,
2014-04-28,79.10, -92.46, -88.17, 2.02, 1.57, 7.32, repro,
2014-04-29,79.04, -92.06, -96.91, 2.04, 1.57, 7.38, repro,
2014-04-30,79.58, -91.91, -94.51, 2.02, 1.55, 7.27, repro,
2014-05-01,80.11, -91.45, -89.86, 1.98, 1.53, 7.15, repro,
2014-05-02,80.73, -91.81, -87.72, 1.99, 1.53, 7.18, repro,
2014-05-03,79.42, -91.82, -96.13, 1.98, 1.54, 7.2, repro,
2014-05-04,78.76, -92.42, -95.96, 2.07, 1.58, 7.38, repro,
2014-05-05,79.13, -91.75, -93.09, 1.96, 1.53, 7.14, repro,
2014-05-06,77.37, -94.95, -92.58, 2.03, 1.59, 7.35, repro,
2014-05-07,80.61, -92.63, -89.81, 1.97, 1.52, 7.13, repro,
2014-05-08,80.36, -92.61, -89.06, 2.02, 1.56, 7.31, repro,
2014-05-09,82.15, -92.36, -87.94, 2.03, 1.56, 7.35, repro,
2014-05-10,82.65, -93.39, -91.77, 1.96, 1.53, 7.17, repro,
2014-05-11,80.57, -93.54, -92.43, 1.97, 1.53, 7.14, repro,
2014-05-12,80.94, -91.90, -99.25, 1.97, 1.52, 7.11, repro,
2014-05-13,81.81, -92.24, -102.48, 1.99, 1.53, 7.18, repro,
2014-05-14,80.94, -92.75, -96.89, 1.99, 1.53, 7.2, repro,
2014-05-15,81.82, -92.32, -97.95, 1.99, 1.57, 7.23, repro,
2014-05-16,79.70, -92.89, -94.21, 1.96, 1.53, 7.13, repro,
2014-05-17,79.83, -94.06, -98.15, 2.02, 1.58, 7.28, repro,
2014-05-18,80.30, -93.36, -92.74, 1.98, 1.53, 7.16, repro,
2014-05-19,81.63, -93.96, -96.25, 1.99, 1.56, 7.28, repro,
2014-05-20,81.43, -93.05, -98.43, 2.01, 1.56, 7.31, repro,
2014-05-21,80.60, -94.03, -96.72, 2.01, 1.56, 7.34, repro,
2014-05-22,80.68, -92.73, -92.21, 2, 1.56, 7.3, repro,
2014-05-23,82.37, -93.09, -96.27, 1.99, 1.54, 7.23, repro,
2014-05-24,81.77, -92.82, -91.57, 2, 1.55, 7.28, repro,
2014-05-25,81.78, -93.08, -90.38, 2.01, 1.56, 7.32, repro,
2014-05-26,82.26, -93.83, -96.65, 2.01, 1.56, 7.3, repro,
2014-05-27,80.93, -94.04, -98.84, 2, 1.56, 7.3, repro,
2014-05-28,80.91, -93.73, -96.83, 1.97, 1.55, 7.18, repro,
2014-05-29,82.00, -93.99, -96.61, 1.99, 1.55, 7.21, repro,
2014-05-30,81.75, -94.09, -99.45, 2.01, 1.57, 7.33, repro,
2014-05-31,82.94, -93.41, -99.14, 2, 1.54, 7.26, repro,
2014-06-01,81.98, -93.83, -98.63, 2, 1.53, 7.2, repro,
2014-06-02,81.73, -94.46, -98.81, 1.96, 1.52, 7.1, repro,
2014-06-03,82.05, -94.15, -94.66, 1.98, 1.52, 7.12, repro,
2014-06-04,81.48, -94.07, -99.98, 1.99, 1.53, 7.2, repro,
2014-06-05,81.02, -94.98, -95.91, 2.02, 1.59, 7.36, repro,
2014-06-06,82.05, -93.40, -98.51, 2.01, 1.54, 7.25, repro,
2014-06-07,80.18, -94.41, -98.86, 1.98, 1.52, 7.14, repro,
2014-06-08,81.14, -93.99, -93.63, 1.97, 1.52, 7.12, repro,
2014-06-09,81.44, -95.00, -100.96, 2.04, 1.57, 7.36, repro,
2014-06-10,81.44, -94.61, -98.40, 1.98, 1.53, 7.22, repro,
2014-06-11,80.93, -93.19, -92.29, 2.01, 1.54, 7.29, repro,
2014-06-12,82.09, -94.74, -100.01, 2.04, 1.55, 7.32, repro,
2014-06-13,80.22, -93.24, -91.84, 2.04, 1.55, 7.29, repro,
2014-06-14,80.52, -95.42, -96.30, 1.98, 1.52, 7.17, repro,
2014-06-15,81.57, -95.67, -102.50, 2, 1.53, 7.21, repro,
2014-06-16,81.21, -94.77, -95.41, 1.99, 1.53, 7.25, repro,
2014-06-17,81.75, -95.48, -93.73, 1.97, 1.52, 7.18, repro,
2014-06-18,80.57, -94.37, -94.47, 1.98, 1.53, 7.2, repro,
2014-06-19,81.80, -94.59, -96.60, 2, 1.52, 7.18, repro,
2014-06-20,80.42, -95.24, -93.81, 1.98, 1.52, 7.17, repro,
2014-06-21,80.48, -95.25, -98.42, 1.98, 1.52, 7.17, repro,
2014-06-22,81.91, -93.47, -92.74, 1.98, 1.51, 7.13, repro,
2014-06-23,81.69, -95.25, -98.97, 1.99, 1.52, 7.19, repro,
2014-06-24,82.09, -94.55, -101.15, 2, 1.52, 7.19, repro,
2014-06-25,80.46, -95.08, -100.84, 1.99, 1.52, 7.21, repro,
2014-06-26,80.54, -96.70, -86.50, 1.99, 1.52, 7.17, repro,
2014-06-27,81.76, -93.78, -92.60, 1.99, 1.53, 7.21, repro,
2014-06-28,81.26, -93.58, -94.79, 1.98, 1.52, 7.16, repro,
2014-06-29,82.18, -94.19, -94.63, 1.94, 1.51, 7.06, repro,
2014-06-30,81.02, -94.26, -92.16, 1.96, 1.51, 7.13, repro,
2014-07-01,80.51, -95.18, -89.94, 1.94, 1.5, 7.01, repro,
2014-07-02,80.15, -96.00, -99.11, 1.94, 1.5, 7.01, repro,
2014-07-03,80.52, -95.26, -97.15, 1.94, 1.54, 7.12, repro,
2014-07-04,82.09, -95.39, -93.17, 1.96, 1.53, 7.13, repro,
2014-07-05,80.31, -95.74, -95.45, 1.95, 1.5, 7.06, repro,
2014-07-06,82.27, -95.36, -100.42, 1.94, 1.5, 6.98, repro,
2014-07-07,80.18, -95.92, -86.14, 1.98, 1.55, 7.27, repro,
2014-07-08,81.80, -95.47, -91.50, 1.96, 1.52, 7.1, repro,
2014-07-09,81.09, -94.81, -93.66, 1.95, 1.51, 7.06, repro,
2014-07-10,79.74, -96.54, -92.50, 1.98, 1.54, 7.22, repro,
2014-07-11,81.86, -95.99, -91.85, 1.95, 1.51, 7.06, repro,
2014-07-12,81.42, -95.46, -91.06, 1.96, 1.51, 7.08, repro,
2014-07-13,81.25, -94.41, -94.60, 1.94, 1.51, 7.02, repro,
2014-07-14,82.01, -95.77, -93.33, 1.94, 1.52, 7.05, repro,
2014-07-15,82.18, -96.03, -90.27, 1.93, 1.5, 7.01, repro,
2014-07-16,80.12, -96.55, -90.74, 1.96, 1.52, 7.14, repro,
2014-07-17,82.04, -95.92, -88.61, 2.01, 1.52, 7.22, repro,
2014-07-18,82.09, -95.88, -88.43, 1.97, 1.52, 7.12, repro,
2014-07-19,82.79, -95.39, -88.32, 1.95, 1.51, 7.1, repro,
2014-07-20,81.54, -96.64, -89.84, 1.96, 1.52, 7.14, repro,
2014-07-21,81.67, -95.94, -84.03, 1.95, 1.51, 7.14, repro,
2014-07-22,80.69, -95.35, -90.19, 1.96, 1.5, 7.12, repro,
2014-07-23,81.36, -94.40, -92.38, 1.96, 1.5, 7.1, repro,
2014-07-24,80.67, -95.75, -91.77, 1.95, 1.5, 7.05, repro,
2014-07-25,81.53, -95.46, -88.70, 1.95, 1.5, 7.06, repro,
2014-07-26,81.49, -95.70, -99.02, 1.95, 1.5, 7.08, repro,
2014-07-27,81.08, -95.87, -92.83, 1.99, 1.55, 7.18, repro,
2014-07-28,81.20, -95.26, -94.20, 1.98, 1.5, 7.1, repro,
2014-07-29,82.68, -95.41, -91.44, 1.97, 1.51, 7.14, repro,
2014-07-30,82.09, -96.53, -87.74, 1.98, 1.52, 7.16, repro,
2014-07-31,81.55, -95.74, -96.05, 1.95, 1.49, 7.02, repro,
2014-08-01,81.92, -95.80, -88.77, 1.97, 1.52, 7.12, repro,
2014-08-02,81.44, -96.02, -93.99, 1.97, 1.53, 7.16, repro,
2014-08-03,82.89, -95.71, -89.16, 2.06, 1.62, 7.58, repro,
2014-08-04,83.10, -94.65, -95.67, 2.09, 1.57, 7.47, repro,
2014-08-05,82.40, -95.45, -100.19, 2, 1.54, 7.26, repro,
2014-08-06,81.69, -95.65, -99.54, 1.98, 1.53, 7.19, repro,
2014-08-07,82.07, -95.71, -95.41, 2, 1.57, 7.32, repro,
2014-08-08,81.90, -94.66, -96.59, 2, 1.56, 7.27, repro,
2014-08-09,82.26, -95.80, -94.71, 2.01, 1.55, 7.27, repro,
2014-08-10,81.79, -95.00, -99.36, 2, 1.55, 7.27, repro,
2014-08-11,82.51, -96.20, -96.07, 1.98, 1.53, 7.17, repro,
2014-08-12,81.56, -98.05, -89.23, 2, 1.57, 7.32, repro,
2014-08-13,81.95, -94.84, -96.78, 1.99, 1.53, 7.19, repro,
2014-08-14,82.66, -96.62, -90.62, 2.07, 1.57, 7.48, repro,
2014-08-15,83.28, -95.54, -94.08, 2.04, 1.58, 7.38, repro,
2014-08-16,83.26, -96.32, -92.40, 1.99, 1.53, 7.21, repro,
2014-08-17,82.82, -96.48, -94.30, 1.99, 1.56, 7.23, repro,
2014-08-18,81.60, -95.96, -88.55, 2, 1.54, 7.22, repro,
2014-08-19,82.50, -95.45, -92.37, 1.99, 1.53, 7.17, repro,
2014-08-20,80.74, -98.10, -92.60, 2.11, 1.6, 7.61, repro,
2014-08-21,82.34, -96.10, -86.07, 2.08, 1.6, 7.54, repro,
2014-08-22,80.78, -95.89, -90.35, 2.02, 1.56, 7.23, repro,
2014-08-23,81.65, -96.58, -91.11, 2, 1.53, 7.14, repro,
2014-08-24,82.09, -96.44, -96.48, 2.01, 1.57, 7.24, repro,
2014-08-25,82.22, -97.14, -91.58, 2.01, 1.58, 7.31, repro,
2014-08-26,83.08, -96.30, -96.84, 2.04, 1.62, 7.42, repro,
2014-08-27,82.32, -96.26, -87.36, 2, 1.56, 7.22, repro,
2014-08-28,83.40, -96.49, -88.08, 1.99, 1.56, 7.22, repro,
2014-08-29,82.81, -97.62, -84.95, 1.98, 1.54, 7.19, repro,
2014-08-30,82.39, -96.14, -91.43, 1.99, 1.54, 7.23, repro,
2014-08-31,83.16, -97.10, -85.82, 2, 1.53, 7.2, repro,
2014-09-01,83.01, -96.77, -87.39, 1.99, 1.53, 7.17, repro,
2014-09-02,82.70, -97.00, -90.77, 1.99, 1.53, 7.18, repro,
2014-09-03,82.97, -96.62, -92.99, 1.98, 1.54, 7.15, repro,
2014-09-04,82.03, -96.45, -91.84, 1.99, 1.54, 7.19, repro,
2014-09-05,81.26, -96.40, -89.35, 2, 1.54, 7.22, repro,
2014-09-06,81.74, -96.56, -99.87, 2.01, 1.54, 7.21, repro,
2014-09-07,80.83, -97.20, -92.85, 2, 1.54, 7.22, repro,
2014-09-08,82.34, -97.31, -97.87, 2.07, 1.56, 7.41, repro,
2014-09-09,82.57, -97.96, -92.56, 1.99, 1.53, 7.13, repro,
2014-09-10,82.43, -95.13, -96.01, 1.99, 1.54, 7.19, repro,
2014-09-11,81.52, -96.11, -93.39, 1.98, 1.53, 7.15, repro,
2014-09-12,83.75, -96.75, -95.43, 1.98, 1.52, 7.09, repro,
2014-09-13,82.22, -96.82, -90.83, 1.97, 1.52, 7.09, repro,
2014-09-14,82.61, -96.65, -87.14, 1.98, 1.53, 7.12, repro,
2014-09-15,82.29, -96.61, -94.64, 1.99, 1.54, 7.16, repro,
2014-09-16,82.98, -96.53, -93.10, 1.99, 1.53, 7.19, repro,
2014-09-17,82.76, -96.73, -86.78, 1.99, 1.53, 7.17, repro,
2014-09-18,81.21, -96.24, -93.11, 1.92, 1.53, 7.03, repro,
2014-09-19,83.48, -98.26, -99.31, 1.96, 1.54, 7.11, repro,
2014-09-20,83.08, -96.51, -94.75, 1.92, 1.52, 6.97, repro,
2014-09-21,83.35, -97.18, -94.60, 1.94, 1.53, 7.06, repro,
2014-09-22,83.84, -96.69, -95.32, 1.92, 1.52, 7.01, repro,
2014-09-23,83.46, -96.78, -91.60, 1.92, 1.52, 6.98, repro,
2014-09-24,83.71, -98.15, -97.45, 1.93, 1.53, 7.01, repro,
2014-09-25,82.50, -96.86, -94.37, 1.93, 1.54, 7.04, repro,
2014-09-26,83.66, -97.73, -104.29, 1.94, 1.54, 7.07, repro,
2014-09-27,83.77, -98.79, -96.29, 2, 1.59, 7.37, repro,
2014-09-28,83.08, -97.86, -95.36, 1.93, 1.53, 7.03, repro,
2014-09-29,83.37, -97.23, -100.40, 1.93, 1.54, 7.05, repro,
2014-09-30,84.45, -97.68, -96.30, 1.93, 1.54, 7.05, repro,
2014-10-01,84.03, -97.33, -99.59, 1.93, 1.54, 6.98, repro,
2014-10-02,84.23, -97.52, -98.33, 2.02, 1.61, 7.37, repro,
2014-10-03,84.49, -97.26, -101.50, 1.93, 1.54, 7.05, repro,
2014-10-04,83.38, -96.85, -99.68, 1.94, 1.55, 7.1, repro,
2014-10-05,82.87, -98.21, -96.96, 1.93, 1.54, 7.06, repro,
2014-10-06,84.58, -97.25, -97.07, 1.93, 1.54, 7.07, repro,
2014-10-07,83.25, -97.69, -96.05, 1.94, 1.54, 7.06, repro,
2014-10-08,84.42, -97.64, -93.93, 1.94, 1.54, 7.08, repro,
2014-10-09,84.00, -97.87, -99.83, 1.96, 1.57, 7.26, repro,
2014-10-10,83.16, -98.42, -98.75, 1.93, 1.54, 7.05, repro,
2014-10-11,82.72, -98.44, -99.32, 1.95, 1.57, 7.23, repro,
2014-10-12,84.11, -98.94, -100.83, 1.98, 1.61, 7.43, repro,
2014-10-13,83.42, -97.88, -99.47, 1.96, 1.57, 7.24, repro,
2014-10-14,84.27, -98.80, -95.37, 1.94, 1.54, 7.07, repro,
2014-10-15,83.57, -97.96, -97.59, 1.92, 1.54, 7.06, repro,
2014-10-16,82.85, -98.19, -97.83, 1.94, 1.54, 7.04, repro,
2014-10-17,83.19, -98.84, -98.16, 1.92, 1.54, 7, repro,
2014-10-18,83.26, -98.06, -95.75, 1.94, 1.55, 7.09, repro,
2014-10-19,83.45, -98.76, -95.84, 2.01, 1.61, 7.36, repro,
2014-10-20,84.10, -99.02, -96.33, 1.97, 1.57, 7.15, repro,
2014-10-21,82.82, -98.17, -98.85, 1.99, 1.59, 7.3, repro,
2014-10-22,83.41, -98.60, -97.01, 1.99, 1.59, 7.28, repro,
2014-10-23,83.53, -98.75, -97.16, 1.98, 1.59, 7.35, repro,
2014-10-24,82.99, -98.93, -99.17, 1.94, 1.56, 7.19, repro,
2014-10-25,82.93, -99.27, -99.31, 1.91, 1.54, 7.03, repro,
2014-10-26,82.76, -97.90, -102.78, 1.93, 1.57, 7.21, repro,
2014-10-27,83.01, -98.91, -96.22, 1.97, 1.6, 7.33, repro,
2014-10-28,84.05, -98.11, -94.34, 1.99, 1.58, 7.3, repro,
2014-10-29,84.65, -98.43, -97.18, 1.91, 1.55, 7.06, repro,
2014-10-30,83.58, -98.68, -98.72, 1.91, 1.54, 7.03, repro,
2014-10-31,82.47, -98.28, -98.59, 1.92, 1.56, 7.09, repro,
2014-11-01,84.07, -98.86, -95.07, 1.94, 1.57, 7.15, repro,
2014-11-02,84.19, -99.15, -99.24, 1.93, 1.56, 7.11, repro,
2014-11-03,83.96, -98.88, -96.46, 1.93, 1.57, 7.16, repro,
2014-11-04,83.76, -98.69, -100.74, 1.94, 1.58, 7.22, repro,
2014-11-05,83.85, -98.15, -102.82, 1.93, 1.56, 7.11, repro,
2014-11-06,84.14, -98.68, -102.60, 1.93, 1.56, 7.1, repro,
2014-11-07,84.43, -98.54, -98.24, 1.95, 1.58, 7.23, repro,
2014-11-08,83.34, -98.61, -94.28, 1.95, 1.58, 7.22, repro,
2014-11-09,84.22, -98.72, -92.80, 1.96, 1.59, 7.29, repro,
2014-11-10,83.34, -97.77, -95.68, 1.94, 1.57, 7.21, repro,
2014-11-11,83.77, -97.95, -96.79, 1.93, 1.57, 7.17, repro,
2014-11-12,83.08, -98.07, -94.57, 1.93, 1.58, 7.16, repro,
2014-11-13,84.70, -97.66, -97.59, 1.93, 1.58, 7.14, repro,
2014-11-14,84.25, -98.07, -102.46, 1.96, 1.58, 7.24, repro,
2014-11-15,84.20, -98.59, -98.76, 1.95, 1.57, 7.21, repro,
2014-11-16,84.18, -98.45, -96.99, 1.96, 1.58, 7.27, repro,
2014-11-17,84.24, -98.89, -104.44, 1.97, 1.61, 7.28, repro,
2014-11-18,84.77, -98.49, -100.54, 1.94, 1.58, 7.18, repro,
2014-11-19,84.66, -100.15, -92.80, 1.96, 1.58, 7.25, repro,
2014-11-20,85.89, -98.66, -90.95, 2.03, 1.6, 7.54, repro,
2014-11-21,84.55, -99.33, -95.70, 2.11, 1.65, 7.78, repro,
2014-11-22,84.40, -99.50, -94.75, 2.08, 1.65, 7.7, repro,
2014-11-23,84.97, -99.57, -101.18, 2, 1.6, 7.44, repro,
2014-11-24,84.73, -98.66, -99.07, 2.01, 1.59, 7.42, repro,
2014-11-25,85.27, -98.32, -104.89, 2.06, 1.64, 7.64, repro,
2014-11-26,85.42, -98.46, -106.08, 2.02, 1.59, 7.53, repro,
2014-11-27,85.35, -98.14, -105.85, 1.93, 1.57, 7.18, repro,
2014-11-28,85.54, -99.96, -97.61, 1.96, 1.6, 7.29, repro,
2014-11-29,85.51, -99.95, -91.84, 1.93, 1.56, 7.14, repro,
2014-11-30,84.85, -99.22, -92.51, 1.98, 1.6, 7.33, repro,
2014-12-01,85.93, -99.90, -101.85, 2.01, 1.62, 7.48, repro,
2014-12-02,86.32, -99.36, -95.56, 1.98, 1.61, 7.4, repro,
2014-12-03,85.56, -100.11, -97.69, 1.98, 1.6, 7.33, repro,
2014-12-04,86.04, -100.11, -101.32, 1.97, 1.59, 7.26, repro,
2014-12-05,85.15, -98.61, -96.42, 1.99, 1.59, 7.32, repro,
2014-12-06,85.94, -99.51, -108.02, 1.96, 1.56, 7.24, repro,
2014-12-07,86.04, -98.62, -105.41, 1.96, 1.56, 7.25, repro,
2014-12-08,85.43, -99.21, -106.56, 1.98, 1.6, 7.35, repro,
2014-12-09,85.93, -100.14, -107.96, 1.97, 1.59, 7.28, repro,
2014-12-10,85.71, -98.94, -105.51, 1.98, 1.59, 7.29, repro,
2014-12-11,86.46, -99.25, -97.25, 1.99, 1.61, 7.43, repro,
2014-12-12,87.64, -100.07, -98.34, 1.97, 1.57, 7.26, repro,
2014-12-13,87.72, -100.99, -106.64, 1.95, 1.59, 7.24, repro,
2014-12-14,86.23, -100.36, -105.80, 1.9, 1.55, 7.05, repro,
2014-12-15,86.16, -100.81, -104.96, 1.94, 1.59, 7.2, repro,
2014-12-16,87.35, -100.32, -100.47, 1.98, 1.59, 7.24, repro,
2014-12-17,87.67, -100.61, -102.76, 1.96, 1.56, 7.19, repro,
2014-12-18,87.38, -100.34, -105.71, 1.91, 1.55, 7.09, repro,
2014-12-19,86.62, -100.13, -106.20, 1.93, 1.59, 7.17, repro,
2014-12-20,87.04, -100.20, -108.32, 1.92, 1.54, 7.04, repro,
2014-12-21,87.02, -99.16, -108.88, 1.9, 1.54, 7.02, repro,
2014-12-22,88.15, -100.07, -106.00, 1.93, 1.54, 7.1, repro,
2014-12-23,88.00, -100.38, -113.68, 1.93, 1.55, 7.16, repro,
2014-12-24,86.35, -100.37, -106.10, 1.92, 1.54, 7.11, repro,
2014-12-25,87.27, -100.74, -100.88, 1.94, 1.59, 7.24, repro,
2014-12-26,87.23, -100.78, -104.11, 1.91, 1.54, 7.07, repro,
2014-12-27,86.82, -100.58, -106.93, 1.91, 1.53, 7.04, repro,
2014-12-28,87.73, -100.44, -108.20, 1.91, 1.54, 7.09, repro,
2014-12-29,87.68, -100.36, -109.33, 1.92, 1.53, 7.08, repro,
2014-12-30,87.57, -101.66, -109.29, 1.91, 1.54, 7.09, repro,
2014-12-31,87.70, -101.40, -106.34, 1.92, 1.54, 7.09, repro,
2015-01-01,88.79, -101.11, -105.15, 1.92, 1.54, 7.11, repro,
2015-01-02,88.40, -100.41, -107.01, 1.93, 1.54, 7.11, repro,
2015-01-03,87.71, -100.76, -110.02, 1.92, 1.53, 7.09, repro,
2015-01-04,87.91, -100.91, -110.30, 1.95, 1.54, 7.17, repro,
2015-01-05,87.89, -100.49, -117.70, 1.96, 1.56, 7.18, supp6,
2015-01-06,87.57, -99.56, -113.63, 1.96, 1.57, 7.25, repro,
2015-01-07,86.94, -100.20, -111.75, 1.94, 1.56, 7.15, repro,
2015-01-08,88.38, -100.66, -111.78, 1.94, 1.56, 7.13, repro,
2015-01-09,88.03, -99.31, -114.60, 2.01, 1.66, 7.42, repro,
2015-01-10,86.95, -101.28, -106.68, 1.93, 1.56, 7.17, repro,
2015-01-11,87.09, -101.49, -106.15, 1.96, 1.57, 7.28, repro,
2015-01-12,87.73, -100.69, -107.18, 1.94, 1.56, 7.19, repro,
2015-01-13,88.21, -100.22, -109.66, 1.95, 1.56, 7.22, repro,
2015-01-14,88.56, -100.53, -109.67, 1.94, 1.56, 7.22, repro,
2015-01-15,87.28, -101.30, -106.72, 1.92, 1.55, 7.14, repro,
2015-01-16,87.06, -101.65, -104.57, 1.96, 1.56, 7.24, repro,
2015-01-17,87.72, -99.27, -106.98, 2.05, 1.64, 7.58, repro,
2015-01-18,87.03, -101.58, -108.06, 1.94, 1.56, 7.19, repro,
2015-01-19,88.04, -100.49, -110.41, 1.94, 1.56, 7.2, repro,
2015-01-20,85.88, -101.03, -105.24, 1.93, 1.55, 7.15, repro,
2015-01-21,86.02, -101.28, -107.59, 1.94, 1.56, 7.19, repro,
2015-01-22,86.87, -101.60, -102.60, 1.95, 1.56, 7.24, repro,
2015-01-23,86.42, -101.11, -108.62, 2.05, 1.7, 7.58, repro,
2015-01-24,87.43, -102.08, -104.91, 1.97, 1.6, 7.3, repro,
2015-01-25,85.61, -101.48, -103.23, 1.93, 1.55, 7.1, repro,
2015-01-26,86.24, -101.62, -104.88, 1.93, 1.55, 7.13, repro,
