PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2023-04-15
Release Date, 2023-04-16
Source file, P566.cwu.nam14.pos
Offset from source file, 57.23 mm North, -67.12 mm East, -73.81 mm Vertical
Reference position, 36.3244546368 North Latitude, -119.2292875535 East Longitude, 78.15511 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2015-01-27,86.91, -100.64, -107.73, 1.94, 1.55, 7.12, repro,
2015-01-28,86.50, -101.64, -106.39, 1.94, 1.55, 7.15, repro,
2015-01-29,85.79, -102.12, -107.33, 1.93, 1.55, 7.07, repro,
2015-01-30,86.92, -101.12, -108.91, 1.96, 1.54, 7.07, repro,
2015-01-31,86.60, -102.48, -107.20, 1.97, 1.55, 7.12, repro,
2015-02-01,86.47, -102.49, -106.66, 1.99, 1.56, 7.2, repro,
2015-02-02,86.87, -100.65, -104.71, 1.98, 1.56, 7.2, repro,
2015-02-03,86.16, -101.96, -105.92, 1.94, 1.55, 7.08, repro,
2015-02-04,87.29, -101.65, -100.61, 1.94, 1.54, 7.07, repro,
2015-02-05,86.55, -101.90, -102.70, 1.94, 1.55, 7.07, repro,
2015-02-06,88.34, -101.87, -99.08, 2.02, 1.6, 7.33, repro,
2015-02-07,85.95, -102.63, -103.82, 1.98, 1.58, 7.29, repro,
2015-02-08,86.02, -101.76, -104.84, 1.97, 1.57, 7.19, repro,
2015-02-09,86.36, -104.32, -106.42, 1.96, 1.57, 7.16, repro,
2015-02-10,86.73, -101.25, -105.95, 1.99, 1.57, 7.2, repro,
2015-02-11,87.21, -102.48, -108.97, 2.03, 1.62, 7.38, repro,
2015-02-12,87.18, -101.79, -113.30, 1.96, 1.56, 7.16, repro,
2015-02-13,87.79, -101.55, -114.75, 1.96, 1.57, 7.24, repro,
2015-02-14,87.03, -101.30, -110.50, 1.94, 1.56, 7.09, repro,
2015-02-15,87.67, -100.67, -105.03, 1.95, 1.55, 7.13, repro,
2015-02-16,87.85, -101.41, -108.87, 1.96, 1.56, 7.17, repro,
2015-02-17,87.69, -101.56, -112.85, 1.98, 1.56, 7.19, repro,
2015-02-18,86.80, -102.06, -115.06, 1.98, 1.56, 7.24, repro,
2015-02-19,86.97, -102.13, -110.88, 1.99, 1.58, 7.27, repro,
2015-02-20,88.07, -101.45, -105.74, 1.97, 1.59, 7.26, repro,
2015-02-21,88.18, -101.47, -103.77, 1.96, 1.55, 7.13, repro,
2015-02-22,87.87, -103.16, -107.09, 1.97, 1.56, 7.22, repro,
2015-02-23,86.62, -102.46, -110.60, 1.99, 1.56, 7.26, repro,
2015-02-24,87.31, -101.78, -110.34, 1.95, 1.54, 7.1, repro,
2015-02-25,88.96, -102.58, -108.47, 1.96, 1.54, 7.13, repro,
2015-02-26,88.46, -100.67, -109.11, 1.96, 1.54, 7.13, repro,
2015-02-27,88.77, -102.15, -107.12, 1.97, 1.55, 7.19, repro,
2015-02-28,87.68, -102.53, -107.60, 1.99, 1.56, 7.26, repro,
2015-03-01,87.96, -102.64, -104.95, 1.97, 1.55, 7.2, repro,
2015-03-02,88.15, -102.24, -106.29, 1.96, 1.54, 7.11, repro,
2015-03-03,88.76, -102.03, -107.69, 1.97, 1.54, 7.12, repro,
2015-03-04,89.47, -103.11, -108.70, 2, 1.55, 7.23, repro,
2015-03-05,88.90, -101.84, -111.93, 2.04, 1.57, 7.45, repro,
2015-03-06,87.25, -102.98, -116.65, 2.03, 1.57, 7.43, repro,
2015-03-07,88.09, -102.23, -111.37, 1.96, 1.54, 7.09, repro,
2015-03-08,88.30, -103.84, -107.19, 1.96, 1.54, 7.12, repro,
2015-03-09,89.19, -102.89, -105.74, 1.98, 1.55, 7.19, repro,
2015-03-10,88.22, -102.68, -108.15, 1.98, 1.55, 7.17, repro,
2015-03-11,87.34, -102.15, -110.85, 1.99, 1.56, 7.27, repro,
2015-03-12,87.68, -102.89, -112.98, 2.01, 1.58, 7.35, repro,
2015-03-13,88.45, -103.22, -109.36, 1.97, 1.55, 7.16, repro,
2015-03-14,89.78, -102.83, -109.49, 2, 1.57, 7.29, repro,
2015-03-15,88.80, -102.65, -105.38, 2, 1.57, 7.28, repro,
2015-03-16,87.44, -103.14, -109.39, 1.97, 1.55, 7.14, repro,
2015-03-17,88.48, -103.39, -108.25, 1.99, 1.57, 7.2, repro,
2015-03-18,88.57, -103.44, -108.68, 1.96, 1.55, 7.12, repro,
2015-03-19,88.04, -103.50, -113.82, 1.98, 1.56, 7.17, repro,
2015-03-20,88.15, -102.19, -107.79, 2.02, 1.59, 7.37, repro,
2015-03-21,87.60, -102.89, -104.30, 2, 1.58, 7.26, repro,
2015-03-22,86.63, -103.31, -107.53, 2, 1.59, 7.29, repro,
2015-03-23,89.27, -103.73, -112.20, 1.97, 1.55, 7.13, repro,
2015-03-24,87.51, -103.67, -109.61, 1.97, 1.56, 7.16, repro,
2015-03-25,88.11, -103.16, -107.57, 1.99, 1.55, 7.15, repro,
2015-03-26,88.91, -102.71, -107.76, 1.97, 1.55, 7.16, repro,
2015-03-27,89.49, -102.54, -110.16, 2.06, 1.59, 7.5, repro,
2015-03-28,88.29, -102.08, -111.85, 2.05, 1.59, 7.49, repro,
2015-03-29,88.78, -102.42, -116.70, 2.08, 1.61, 7.67, repro,
2015-03-30,88.81, -101.92, -113.82, 2.09, 1.59, 7.6, repro,
2015-03-31,90.06, -103.37, -111.36, 2.1, 1.61, 7.73, repro,
2015-04-01,89.06, -101.62, -101.91, 2.03, 1.61, 7.51, repro,
2015-04-02,88.61, -103.39, -110.13, 1.97, 1.55, 7.16, repro,
2015-04-03,88.38, -102.65, -110.67, 1.97, 1.57, 7.23, repro,
2015-04-04,88.14, -103.35, -111.32, 2, 1.59, 7.38, repro,
2015-04-05,87.69, -103.54, -105.78, 1.99, 1.59, 7.34, repro,
2015-04-06,88.18, -103.42, -98.47, 1.97, 1.55, 7.21, repro,
2015-04-07,87.84, -103.84, -105.56, 1.96, 1.54, 7.12, repro,
2015-04-08,88.07, -103.73, -109.78, 2.08, 1.66, 7.74, repro,
2015-04-09,88.36, -104.17, -110.33, 1.97, 1.55, 7.19, repro,
2015-04-10,87.78, -103.30, -105.45, 2.02, 1.58, 7.3, repro,
2015-04-11,88.00, -103.06, -108.68, 2.04, 1.61, 7.43, repro,
2015-04-12,88.84, -102.79, -103.16, 1.95, 1.54, 7.14, repro,
2015-04-13,89.14, -103.38, -109.25, 1.95, 1.55, 7.16, repro,
2015-04-14,88.33, -104.00, -110.95, 1.96, 1.55, 7.21, repro,
2015-04-15,89.34, -103.38, -109.60, 1.99, 1.6, 7.39, repro,
2015-04-16,89.14, -103.69, -107.92, 1.98, 1.6, 7.32, repro,
2015-04-17,88.17, -102.77, -105.28, 1.93, 1.53, 7.09, repro,
2015-04-18,89.72, -102.69, -105.63, 1.94, 1.55, 7.18, repro,
2015-04-19,88.93, -103.03, -104.57, 1.96, 1.55, 7.23, repro,
2015-04-20,88.77, -104.25, -101.55, 1.97, 1.55, 7.25, repro,
2015-04-21,86.96, -103.49, -103.83, 1.97, 1.54, 7.21, repro,
2015-04-22,90.34, -103.02, -106.05, 1.95, 1.54, 7.14, repro,
2015-04-23,88.58, -102.78, -110.29, 1.91, 1.5, 7, repro,
2015-04-24,90.30, -102.30, -106.32, 1.93, 1.52, 7.14, repro,
2015-04-25,90.51, -103.51, -108.74, 1.94, 1.51, 7.09, repro,
2015-04-26,88.97, -103.78, -109.60, 1.93, 1.51, 7.07, repro,
2015-04-27,90.21, -102.80, -111.51, 1.92, 1.5, 7.03, repro,
2015-04-28,90.44, -102.44, -110.37, 1.9, 1.49, 6.91, repro,
2015-04-29,89.99, -103.16, -105.43, 1.91, 1.51, 7.05, repro,
2015-04-30,90.86, -103.76, -109.76, 1.97, 1.56, 7.26, repro,
2015-05-01,91.02, -104.53, -109.62, 1.97, 1.55, 7.24, repro,
2015-05-02,90.66, -103.82, -108.01, 1.93, 1.51, 7.03, repro,
2015-05-03,90.70, -104.12, -110.82, 1.92, 1.5, 6.98, repro,
2015-05-04,90.50, -104.19, -109.94, 1.91, 1.5, 6.99, repro,
2015-05-05,90.16, -104.91, -117.05, 1.93, 1.51, 7.1, repro,
2015-05-06,91.60, -104.13, -118.41, 1.94, 1.51, 7.08, repro,
2015-05-07,91.62, -103.29, -111.64, 1.93, 1.53, 7.15, repro,
2015-05-08,91.02, -103.84, -114.56, 1.93, 1.51, 7.06, repro,
2015-05-09,90.59, -104.37, -112.21, 1.91, 1.5, 7.02, repro,
2015-05-10,91.50, -104.20, -113.23, 1.93, 1.52, 7.13, repro,
2015-05-11,92.11, -103.35, -115.54, 1.94, 1.52, 7.14, repro,
2015-05-12,90.24, -104.13, -113.12, 1.99, 1.53, 7.31, repro,
2015-05-13,91.46, -104.52, -114.88, 1.99, 1.53, 7.24, repro,
2015-05-14,91.36, -104.59, -111.59, 1.91, 1.52, 7.06, repro,
2015-05-15,91.99, -104.28, -109.09, 1.93, 1.51, 7.03, repro,
2015-05-16,91.28, -104.17, -108.65, 1.93, 1.52, 7.1, repro,
2015-05-17,91.86, -103.71, -118.08, 1.94, 1.52, 7.15, repro,
2015-05-18,91.85, -103.36, -115.89, 1.93, 1.52, 7.09, repro,
2015-05-19,92.03, -104.55, -122.27, 1.99, 1.53, 7.29, repro,
2015-05-20,90.67, -104.83, -112.72, 1.91, 1.5, 6.96, repro,
2015-05-21,91.28, -104.29, -120.79, 1.93, 1.51, 7.05, repro,
2015-05-22,90.41, -106.36, -116.85, 1.93, 1.52, 7.09, repro,
2015-05-23,91.45, -104.98, -118.24, 1.91, 1.51, 7.02, repro,
2015-05-24,91.69, -104.58, -115.49, 1.91, 1.52, 7.02, repro,
2015-05-25,91.56, -105.19, -110.02, 1.92, 1.51, 6.99, repro,
2015-05-26,90.70, -105.29, -112.88, 1.92, 1.51, 6.99, repro,
2015-05-27,91.47, -105.42, -110.05, 1.93, 1.53, 7.05, repro,
2015-05-28,92.09, -105.28, -117.84, 1.98, 1.55, 7.33, repro,
2015-05-29,91.43, -104.11, -115.16, 1.91, 1.52, 7.01, repro,
2015-05-30,89.35, -104.93, -111.68, 1.9, 1.51, 6.96, repro,
2015-05-31,90.51, -104.05, -111.39, 1.91, 1.5, 6.95, repro,
2015-06-01,90.56, -104.79, -114.93, 1.92, 1.52, 7.04, repro,
2015-06-02,91.59, -106.21, -119.96, 1.93, 1.52, 7.03, repro,
2015-06-03,91.60, -104.59, -110.26, 1.91, 1.52, 6.99, repro,
2015-06-04,91.39, -105.77, -108.63, 1.94, 1.53, 7.08, repro,
2015-06-05,91.94, -106.02, -116.79, 1.93, 1.57, 7.1, repro,
2015-06-06,91.20, -105.59, -110.33, 1.92, 1.52, 7.01, repro,
2015-06-07,91.08, -104.85, -106.62, 1.92, 1.52, 7.01, repro,
2015-06-08,91.39, -106.14, -118.11, 1.91, 1.52, 6.95, repro,
2015-06-09,91.08, -104.84, -112.35, 1.91, 1.51, 6.97, repro,
2015-06-10,90.84, -106.68, -111.69, 1.9, 1.51, 6.94, repro,
2015-06-11,90.94, -104.80, -113.90, 2.03, 1.57, 7.17, repro,
2015-06-12,90.86, -104.59, -114.87, 1.93, 1.53, 7.03, repro,
2015-06-13,92.53, -105.26, -109.54, 1.91, 1.52, 7.02, repro,
2015-06-14,90.93, -106.60, -109.38, 1.91, 1.52, 6.99, repro,
2015-08-07,90.69, -102.93, -110.04, 3.45, 3.31, 14.18, repro,
2015-08-08,87.81, -103.92, -97.01, 2.02, 1.64, 7.36, repro,
2015-08-09,87.52, -103.83, -106.82, 2.07, 1.64, 7.39, repro,
2015-08-10,88.54, -102.78, -108.27, 1.95, 1.56, 7.1, repro,
2015-08-11,89.61, -103.73, -106.76, 1.95, 1.57, 7.11, repro,
2015-08-12,89.65, -103.80, -109.96, 1.98, 1.66, 7.34, repro,
2015-08-13,87.62, -103.85, -113.44, 1.94, 1.58, 7.15, repro,
2015-08-14,89.47, -103.93, -105.46, 1.92, 1.54, 7.03, repro,
2015-08-15,88.29, -103.40, -104.48, 1.92, 1.53, 6.98, repro,
2015-08-16,88.76, -103.24, -101.90, 1.92, 1.53, 6.98, repro,
2015-08-17,89.95, -103.79, -96.85, 1.91, 1.54, 7.01, repro,
2015-08-18,89.04, -103.92, -102.45, 1.91, 1.55, 7.02, repro,
2015-08-19,88.02, -104.11, -104.07, 1.91, 1.54, 7, repro,
2015-08-20,87.50, -104.49, -106.72, 1.93, 1.54, 7.05, repro,
2015-08-21,87.36, -103.24, -111.19, 1.92, 1.53, 7, repro,
2015-08-22,89.33, -103.99, -113.99, 1.94, 1.54, 7.04, repro,
2015-08-23,88.54, -106.13, -106.27, 1.93, 1.55, 7.07, repro,
2015-08-24,88.72, -103.34, -112.89, 1.93, 1.55, 7.06, repro,
2015-08-25,88.80, -104.37, -109.88, 1.94, 1.58, 7.17, repro,
2015-08-26,86.60, -103.86, -108.22, 1.91, 1.53, 6.98, repro,
2015-08-27,88.96, -104.13, -108.98, 1.92, 1.54, 7.04, repro,
2015-08-28,88.64, -103.73, -105.88, 1.91, 1.54, 7, repro,
2015-08-29,89.13, -103.51, -103.01, 1.94, 1.55, 7.08, repro,
2015-08-30,88.65, -106.17, -100.40, 1.92, 1.55, 7.05, repro,
2015-08-31,88.55, -104.65, -100.30, 1.9, 1.53, 6.96, repro,
2015-09-01,87.77, -103.82, -104.91, 1.98, 1.56, 7.16, repro,
2015-09-02,88.19, -104.68, -103.38, 1.98, 1.56, 7.16, repro,
2015-09-03,88.65, -104.33, -104.08, 1.93, 1.55, 7.07, repro,
2015-09-04,89.68, -105.23, -110.67, 1.92, 1.54, 7.06, repro,
2015-09-05,87.68, -104.27, -110.31, 1.92, 1.54, 7.02, repro,
2015-09-06,88.39, -104.08, -106.92, 1.92, 1.54, 7.03, repro,
2015-09-07,88.73, -105.31, -107.53, 1.91, 1.53, 6.97, repro,
2015-09-08,87.55, -104.16, -112.50, 1.92, 1.54, 7.04, repro,
2015-09-09,89.36, -103.96, -107.00, 1.92, 1.54, 7, repro,
2015-09-10,88.99, -104.58, -103.77, 1.93, 1.55, 7.06, repro,
2015-09-11,89.13, -104.39, -107.33, 1.96, 1.59, 7.16, repro,
2015-09-12,88.53, -104.25, -110.11, 1.92, 1.55, 7.04, repro,
2015-09-13,87.33, -106.26, -97.33, 2.11, 1.79, 7.82, repro,
2015-09-14,87.29, -105.07, -101.09, 1.92, 1.55, 7.04, repro,
2015-09-15,88.92, -105.62, -103.66, 1.92, 1.55, 7.05, repro,
2015-09-16,89.65, -104.83, -106.95, 1.91, 1.56, 7.05, repro,
2015-09-17,90.38, -104.55, -106.96, 1.91, 1.54, 7, repro,
2015-09-18,88.86, -105.12, -109.11, 1.9, 1.55, 6.99, repro,
2015-09-19,87.53, -104.65, -105.69, 1.94, 1.55, 7.12, repro,
2015-09-20,89.58, -104.67, -110.41, 1.92, 1.54, 7.01, repro,
2015-09-21,88.76, -104.90, -98.60, 1.94, 1.57, 7.16, repro,
2015-09-22,89.50, -104.29, -106.44, 1.96, 1.6, 7.15, repro,
2015-09-23,88.67, -104.42, -110.62, 1.92, 1.55, 7.05, repro,
2015-09-24,89.01, -104.14, -108.96, 1.92, 1.55, 7.04, repro,
2015-09-25,89.53, -105.55, -108.27, 1.92, 1.54, 7.04, repro,
2015-09-26,88.26, -105.16, -108.16, 1.92, 1.55, 7.06, repro,
2015-09-27,89.49, -105.72, -102.88, 1.91, 1.55, 7.05, repro,
2015-09-28,89.57, -105.19, -105.61, 1.97, 1.55, 7.17, repro,
2015-09-29,87.66, -105.48, -98.68, 1.96, 1.59, 7.21, repro,
2015-09-30,90.46, -106.15, -104.01, 2.02, 1.63, 7.47, repro,
2015-10-01,90.18, -105.61, -104.15, 2.02, 1.64, 7.52, repro,
2015-10-02,89.56, -104.75, -113.30, 1.94, 1.59, 7.22, repro,
2015-10-03,88.14, -105.80, -106.69, 1.91, 1.55, 7.08, repro,
2015-10-04,89.43, -105.68, -102.25, 1.92, 1.57, 7.08, repro,
2015-10-05,88.91, -104.64, -102.14, 1.91, 1.55, 7.04, repro,
2015-10-06,88.67, -105.26, -107.96, 1.9, 1.54, 7.02, repro,
2015-10-07,88.55, -105.66, -109.13, 1.91, 1.55, 7.09, repro,
2015-10-08,88.99, -105.31, -106.21, 1.94, 1.57, 7.17, repro,
2015-10-09,89.64, -106.15, -103.18, 1.91, 1.55, 7.05, repro,
2015-10-10,88.33, -104.66, -106.74, 1.92, 1.55, 7.04, repro,
2015-10-11,89.47, -105.71, -105.86, 1.9, 1.54, 7.02, repro,
2015-10-12,88.73, -105.37, -104.88, 1.93, 1.56, 7.19, repro,
2015-10-13,89.56, -105.26, -104.42, 1.91, 1.55, 7.08, repro,
2015-10-14,87.90, -104.65, -100.47, 1.94, 1.58, 7.31, repro,
2015-10-15,88.56, -106.16, -105.60, 1.94, 1.57, 7.14, repro,
2015-10-16,87.97, -105.82, -106.71, 1.91, 1.55, 7.06, repro,
2015-10-17,89.68, -106.11, -109.71, 1.9, 1.55, 7.06, repro,
2015-10-18,87.63, -107.42, -98.15, 2.04, 1.74, 7.6, repro,
2015-10-19,90.26, -105.88, -104.48, 1.89, 1.55, 7.04, repro,
2015-10-20,88.98, -106.71, -105.29, 1.93, 1.58, 7.13, repro,
2015-10-21,89.34, -106.25, -111.67, 1.9, 1.55, 7.03, repro,
2015-10-22,90.07, -105.76, -109.18, 1.9, 1.55, 7.02, repro,
2015-10-23,89.88, -106.12, -116.42, 1.89, 1.53, 6.95, repro,
2015-10-24,89.99, -105.99, -116.55, 1.88, 1.55, 7.02, repro,
2015-10-25,90.27, -105.24, -113.29, 1.89, 1.55, 7.03, repro,
2015-10-26,90.17, -106.18, -110.82, 1.88, 1.55, 6.99, repro,
2015-10-27,88.81, -105.58, -105.07, 1.9, 1.56, 7.07, repro,
2015-10-28,90.21, -104.95, -102.72, 1.89, 1.55, 7.03, repro,
2015-10-29,91.09, -106.25, -104.64, 1.89, 1.54, 6.97, repro,
2015-10-30,90.28, -106.71, -105.38, 1.88, 1.55, 7.02, repro,
2015-10-31,89.17, -106.50, -107.36, 1.89, 1.55, 6.99, repro,
2015-11-01,90.72, -105.25, -108.18, 1.88, 1.55, 7.01, repro,
2015-11-02,89.14, -106.78, -111.72, 1.9, 1.57, 7.13, repro,
2015-11-03,90.45, -107.37, -111.73, 1.92, 1.56, 7.08, repro,
2015-11-04,90.08, -106.34, -105.78, 1.93, 1.61, 7.24, repro,
2015-11-05,90.48, -106.88, -115.09, 1.92, 1.58, 7.15, repro,
2015-11-06,91.22, -106.37, -120.73, 1.93, 1.58, 7.2, repro,
2015-11-07,90.79, -105.87, -113.48, 1.92, 1.58, 7.18, repro,
2015-11-08,91.60, -107.05, -109.75, 1.93, 1.58, 7.17, repro,
2015-11-09,90.28, -106.77, -111.54, 1.91, 1.57, 7.09, repro,
2015-11-10,89.78, -107.92, -110.28, 1.91, 1.58, 7.15, repro,
2015-11-11,91.01, -106.93, -115.02, 1.92, 1.57, 7.11, repro,
2015-11-12,91.28, -106.00, -113.03, 1.91, 1.58, 7.13, repro,
2015-11-13,92.04, -106.59, -109.82, 1.92, 1.58, 7.17, repro,
2015-11-14,91.75, -106.51, -116.70, 1.91, 1.57, 7.09, repro,
2015-11-15,90.67, -107.91, -113.96, 1.91, 1.57, 7.14, repro,
2015-11-16,90.33, -107.61, -109.11, 1.9, 1.57, 7.14, repro,
2015-11-17,91.31, -106.67, -116.38, 1.92, 1.58, 7.17, repro,
2015-11-18,92.29, -107.06, -108.89, 1.91, 1.57, 7.14, repro,
2015-11-19,92.16, -107.41, -109.21, 1.91, 1.57, 7.16, repro,
2015-11-20,92.34, -107.44, -114.93, 1.9, 1.57, 7.08, repro,
2015-11-21,90.84, -106.88, -119.36, 1.9, 1.57, 7.13, repro,
2015-11-22,91.43, -107.81, -113.06, 1.91, 1.56, 7.12, repro,
2015-11-23,91.69, -107.29, -112.11, 1.92, 1.57, 7.16, repro,
2015-11-24,93.93, -107.06, -108.82, 1.9, 1.57, 7.16, repro,
2015-11-25,92.28, -107.63, -107.95, 1.91, 1.58, 7.15, repro,
2015-11-26,91.82, -107.70, -116.13, 1.93, 1.61, 7.17, repro,
2015-11-27,91.73, -107.47, -118.29, 1.91, 1.57, 7.11, repro,
2015-11-28,91.93, -108.21, -116.54, 1.93, 1.57, 7.14, repro,
2015-11-29,93.54, -107.49, -116.12, 1.91, 1.58, 7.16, repro,
2015-11-30,92.65, -108.16, -116.21, 1.91, 1.57, 7.13, repro,
2015-12-01,92.10, -107.82, -120.22, 1.91, 1.57, 7.11, repro,
2015-12-02,91.06, -107.83, -118.24, 1.91, 1.57, 7.14, repro,
2015-12-03,91.27, -107.81, -117.26, 1.92, 1.58, 7.17, repro,
2015-12-04,92.47, -108.87, -118.15, 1.92, 1.58, 7.19, repro,
2015-12-05,92.76, -107.19, -118.84, 1.92, 1.59, 7.19, repro,
2015-12-06,91.86, -106.78, -118.27, 1.92, 1.59, 7.19, repro,
2015-12-07,91.30, -107.74, -119.30, 1.94, 1.64, 7.33, repro,
2015-12-08,91.77, -107.45, -113.94, 1.95, 1.64, 7.35, repro,
2015-12-09,93.05, -108.73, -115.10, 1.92, 1.59, 7.24, repro,
2015-12-10,91.65, -108.94, -112.23, 1.96, 1.65, 7.49, repro,
2015-12-11,90.52, -108.81, -105.10, 2, 1.7, 7.62, repro,
2015-12-12,91.60, -108.90, -114.16, 1.91, 1.6, 7.24, repro,
2015-12-13,91.53, -108.77, -117.59, 1.92, 1.6, 7.25, repro,
2015-12-14,91.83, -109.02, -110.47, 1.9, 1.55, 7.05, repro,
2015-12-15,93.83, -107.91, -117.56, 1.9, 1.54, 7.07, repro,
2015-12-16,92.71, -108.09, -109.85, 1.91, 1.59, 7.2, repro,
2015-12-17,93.12, -108.91, -118.54, 1.98, 1.64, 7.56, repro,
2015-12-18,92.39, -108.37, -118.96, 1.94, 1.55, 7.19, repro,
2015-12-19,91.57, -108.28, -112.38, 1.89, 1.54, 7.02, repro,
2015-12-20,93.93, -108.23, -114.77, 1.9, 1.54, 7.04, repro,
2015-12-21,92.57, -108.15, -114.83, 1.89, 1.54, 7.03, repro,
2015-12-22,93.46, -108.28, -105.33, 1.91, 1.55, 7.09, repro,
2015-12-23,91.70, -109.06, -113.08, 1.92, 1.59, 7.17, repro,
2015-12-24,92.93, -108.58, -113.72, 1.89, 1.54, 6.97, repro,
2015-12-25,92.19, -108.90, -109.99, 1.89, 1.54, 7.01, repro,
2015-12-26,92.63, -108.51, -120.56, 1.88, 1.53, 6.98, repro,
2015-12-27,93.20, -107.63, -119.47, 1.9, 1.55, 7.1, repro,
2015-12-28,92.17, -108.66, -115.66, 1.92, 1.58, 7.11, repro,
2015-12-29,93.06, -109.53, -119.14, 1.89, 1.54, 7.01, repro,
2015-12-30,92.42, -109.04, -118.21, 1.9, 1.54, 7.01, repro,
2015-12-31,93.50, -107.94, -120.42, 1.89, 1.53, 6.99, repro,
2016-01-01,93.72, -107.35, -118.37, 1.9, 1.54, 7.05, repro,
2016-01-02,95.21, -107.72, -119.37, 2.07, 1.65, 7.58, repro,
2016-01-03,93.20, -108.70, -119.31, 1.9, 1.54, 7.02, repro,
2016-01-04,92.99, -108.45, -119.84, 1.89, 1.54, 7, repro,
2016-01-05,93.46, -109.27, -112.81, 1.9, 1.53, 6.99, repro,
2016-01-06,92.39, -108.85, -120.43, 1.89, 1.54, 6.99, repro,
2016-01-07,92.82, -107.85, -118.66, 1.94, 1.58, 7.17, repro,
2016-01-08,92.86, -108.90, -121.69, 1.96, 1.62, 7.29, repro,
2016-01-09,93.56, -107.74, -125.75, 1.93, 1.58, 7.12, repro,
2016-01-10,93.28, -108.68, -126.49, 1.9, 1.54, 7, repro,
2016-01-11,93.15, -107.92, -128.61, 1.9, 1.54, 7, repro,
2016-01-12,93.19, -107.90, -127.10, 1.9, 1.53, 6.97, repro,
2016-01-13,92.61, -109.44, -120.70, 1.91, 1.55, 7.05, repro,
2016-01-14,93.66, -108.96, -123.30, 1.89, 1.53, 6.94, repro,
2016-01-15,92.93, -109.98, -122.65, 1.95, 1.58, 7.09, repro,
2016-01-16,92.35, -110.05, -122.88, 1.9, 1.55, 7.02, repro,
2016-01-17,93.16, -108.43, -120.87, 1.9, 1.54, 7.01, repro,
2016-01-18,94.23, -110.24, -121.80, 1.96, 1.65, 7.44, repro,
2016-01-19,93.76, -109.11, -121.84, 1.92, 1.54, 7.01, repro,
2016-01-20,95.62, -109.21, -124.69, 1.93, 1.53, 6.98, repro,
2016-01-21,93.66, -108.67, -126.16, 1.92, 1.54, 6.97, repro,
2016-01-22,93.53, -108.46, -123.70, 1.92, 1.54, 7.01, repro,
2016-01-23,92.04, -110.10, -122.89, 1.91, 1.54, 6.98, repro,
2016-01-24,93.71, -109.69, -124.82, 1.88, 1.53, 6.9, repro,
2016-01-25,94.17, -109.44, -127.44, 1.93, 1.56, 7.16, repro,
2016-01-26,94.05, -109.88, -127.88, 1.94, 1.55, 7.11, repro,
2016-01-27,93.11, -109.29, -128.87, 1.94, 1.56, 7.12, repro,
2016-01-28,94.32, -110.43, -125.27, 1.93, 1.56, 7.11, repro,
2016-01-29,94.80, -110.24, -125.73, 1.97, 1.57, 7.24, repro,
2016-01-30,95.30, -109.54, -112.55, 2.01, 1.74, 7.73, repro,
2016-01-31,94.29, -111.44, -115.94, 2.01, 1.6, 7.34, repro,
2016-02-01,94.02, -110.20, -120.41, 1.93, 1.55, 7.04, repro,
2016-02-02,93.32, -110.10, -128.30, 1.92, 1.57, 7.12, repro,
2016-02-03,94.32, -109.80, -127.15, 1.91, 1.56, 7.11, repro,
2016-02-04,94.42, -108.78, -130.93, 1.91, 1.56, 7.11, repro,
2016-02-05,94.33, -108.47, -133.16, 1.92, 1.55, 7.1, repro,
2016-02-06,94.55, -108.79, -133.56, 1.92, 1.56, 7.08, repro,
2016-02-07,94.41, -109.32, -134.76, 1.91, 1.55, 7.06, repro,
2016-02-08,95.53, -108.46, -134.56, 1.92, 1.57, 7.14, repro,
2016-02-09,95.26, -108.69, -130.37, 1.91, 1.55, 7.09, repro,
2016-02-10,94.18, -108.52, -133.81, 1.91, 1.55, 7.07, repro,
2016-02-11,95.42, -109.51, -130.88, 1.92, 1.54, 7.06, repro,
2016-02-12,95.22, -110.09, -128.32, 1.92, 1.56, 7.1, repro,
2016-02-13,94.69, -109.50, -128.19, 1.92, 1.56, 7.09, repro,
2016-02-14,94.07, -109.47, -128.52, 1.91, 1.55, 7.07, repro,
2016-02-15,95.19, -109.38, -125.06, 1.93, 1.55, 7.11, repro,
2016-02-16,94.06, -108.50, -126.77, 1.92, 1.54, 7.05, repro,
2016-02-17,93.48, -110.10, -118.47, 1.93, 1.55, 7.11, repro,
2016-02-18,94.13, -109.94, -114.42, 1.94, 1.56, 7.16, repro,
2016-02-19,94.16, -110.53, -125.87, 1.91, 1.54, 7.02, repro,
2016-02-20,96.11, -109.31, -124.74, 1.92, 1.55, 7.08, repro,
2016-02-21,94.14, -109.07, -130.11, 1.91, 1.54, 7.02, repro,
2016-02-22,94.56, -109.11, -133.38, 1.92, 1.54, 7.04, repro,
2016-02-23,93.74, -109.75, -128.36, 1.92, 1.55, 7.05, repro,
2016-02-24,94.63, -109.23, -126.90, 1.91, 1.55, 7.01, repro,
2016-02-25,94.93, -109.03, -126.72, 1.92, 1.55, 7.05, repro,
2016-02-26,94.95, -109.60, -128.14, 1.99, 1.63, 7.46, repro,
2016-02-27,94.52, -109.68, -126.19, 1.92, 1.56, 7.07, repro,
