affinity,SiO2_wt_percent,TiO2_wt_percent,Al2O3_wt_percent,Fe2O3_wt_percent,FeO_wt_percent,CaO_wt_percent,MgO_wt_percent,MnO_wt_percent,K2O_wt_percent,Na2O_wt_percent,P2O5(wt%),La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,V_ppm,Cr_ppm,Co_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Sn_ppm,Cs_ppm,Ba_ppm,Hf_ppm,Ta_ppm,Pb_ppm,Th_ppm,U_ppm,143Nd/144Nd,87Sr/86Sr,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb
MORB,50.4,0.88,15.2,1.5,7.83,12,10.1,0.15,0.16,1.9,NA,4.5,NA,NA,NA,NA,0.79,NA,0.42,NA,NA,NA,NA,NA,0.263,25,185,600,40,260,73,60,NA,NA,NA,NA,75,NA,NA,NA,NA,1.338,0.52,NA,0.486,0.157,NA,NA,NA,NA,NA
MORB,50.46,1.46,14.68,1.27,8.49,11.81,7.44,0.19,0.47,3.16,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,246,157,46,51,66,78,NA,8,199,27,104,13,NA,NA,93,NA,NA,NA,NA,NA,0.512847,0.703545,18.5,15.564,38.593
MORB,50.47,1.76,20.46,8.93,NA,11.42,3.17,0.12,0.52,3.1,0.2,9.9,NA,NA,NA,NA,1.45,NA,0.6,NA,NA,NA,NA,NA,NA,NA,198,3,NA,12,NA,NA,NA,NA,NA,22.2,120,13.2,NA,NA,NA,2.9,1.01,NA,1.27,NA,NA,NA,NA,NA,NA
MORB,50.53,1.6,14.95,1.34,8.92,11.6,7.2,0.19,0.39,2.94,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,277,202,46,67,64,81,NA,4.7,183,31,108,7.3,NA,NA,68,NA,NA,NA,NA,NA,0.51281,0.703516,18.618,15.598,38.583
MORB,50.58,1.79,14.14,1.46,9.7,10.88,6.67,0.2,0.38,2.81,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,310,52,48,38,57,95,NA,6.6,176,34,122,9.9,NA,NA,80,NA,NA,NA,NA,NA,0.512871,0.703553,18.625,15.573,38.516
MORB,50.81,2.13,14.62,NA,NA,10.45,5.79,0.19,0.61,3.42,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,222,64,43,41,75,104,NA,10.9,254,37,180,20,NA,NA,123,NA,NA,NA,NA,NA,NA,0.70326,NA,NA,NA
MORB,50.91,1.81,14.07,12.62,NA,10.66,5.96,0.2,0.53,3.1,0.2,8.4,NA,NA,NA,NA,1.42,NA,0.86,NA,NA,NA,NA,NA,NA,NA,340,124,NA,58,NA,NA,NA,NA,NA,37.6,122,11.6,NA,NA,NA,3.1,0.68,NA,0.71,NA,NA,NA,NA,NA,NA
MORB,51.3,2.65,14.44,NA,NA,9.28,5.01,0.2,0.95,3.56,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,242,40,40,30,53,121,NA,17.7,304,44,260,32,NA,NA,180,NA,NA,NA,NA,NA,NA,0.70332,NA,NA,NA
MORB,51.46,1.26,16.79,7.49,NA,11.39,7.37,0.13,0.383,3.28,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,227,301,NA,143,66.8,NA,NA,NA,191,26.7,103,NA,NA,NA,60.5,NA,NA,NA,NA,NA,NA,0.70612,NA,NA,NA
MORB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,NA,NA,7.97,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,89.5,NA,58,7.57,NA,NA,NA,NA,NA,NA,NA,NA,0.513077,0.70309,18.606,15.517,38.233
MORB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,NA,NA,6.39,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,104.6,NA,50,6.96,NA,NA,NA,NA,NA,NA,NA,NA,0.513112,0.702953,18.921,15.569,38.569
MORB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,NA,NA,7.12,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,105.6,NA,61,4.92,NA,NA,NA,NA,NA,NA,NA,NA,0.513143,0.702937,18.455,15.512,38.092
MORB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,15,NA,9.4,2.5,0.97,NA,0.72,NA,NA,NA,NA,2.5,0.43,NA,NA,NA,NA,NA,NA,NA,NA,5.35,121,NA,NA,NA,NA,0.083,56,NA,NA,NA,NA,NA,0.513095,0.70299,NA,NA,NA
MORB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,12.5,NA,8.4,2.3,0.95,NA,0.72,NA,NA,NA,NA,1.9,0.29,NA,NA,NA,NA,NA,NA,NA,NA,3.74,108,NA,NA,NA,NA,0.039,46,NA,NA,NA,NA,NA,0.513131,0.702866,NA,NA,NA
OIB,44.99,3.7,15.43,NA,NA,10.93,6.47,0.19,1.83,4.04,1.01,74,144,17.2,66,12,3.6,9.4,1.4,7,1.2,3.3,0.39,2.3,0.31,30,255,195,36,72,58,104,NA,43,1170,37,338,104,NA,0.36,570,7.2,5.9,6,7.5,1.8,0.512855,0.703041,19.793,15.593,39.506
OIB,45.03,3.61,16.01,NA,NA,9.24,4.99,0.22,1.63,4.23,0.97,66.3,133.6,NA,74.3,12.2,3.06,NA,1.34,NA,1.45,NA,NA,4.78,NA,25.3,186,56,32,16,30,124,NA,30,932,35,379,108,NA,0.37,596,8.6,6.31,7,7,2.6,0.51285,0.702913,19.737,15.595,39.557
OIB,45.13,3.96,11.67,NA,NA,9.87,11.94,0.16,1.51,2.88,0.56,36.96,79.28,9.96,39.79,8.54,2.61,7.84,1.09,5.89,1.02,2.38,0.3,1.66,0.23,21.2,257,430,NA,327,81,134,20,56.8,613,24.32,203,45.98,NA,0.47,466,5.24,2.85,2.99,3.73,0.87,0.512711,0.705813,18.711,15.607,38.871
OIB,45.15,3.64,16.01,NA,NA,9.46,5.09,0.22,1.7,3.9,0.95,69.6,143,NA,58,11.7,3.46,NA,1.32,NA,1.3,NA,NA,4.83,NA,26.9,191,40,33,12,35,119,NA,41,1090,36,381,106,NA,0.4,615,8.3,6.24,5,9,2.4,0.512865,0.70309,19.747,15.589,39.547
OIB,45.24,2.87,14.77,NA,NA,9.37,8.46,0.15,0.79,2.87,0.33,18.1,34.9,4.9,21,5,1.9,5.3,0.8,4.5,0.8,2,0.3,1.5,0.2,20.7,284.5,259,54.9,232.4,100.5,106.6,18.6,5.8,455,18.1,170.7,22.8,NA,0,194.4,4.4,1.8,1.6,2,1.2,0.512962,0.7035,NA,NA,NA
OIB,45.46,3.91,13.21,NA,NA,11.27,8.97,0.19,1.52,2.05,0.34,23.29,48.32,5.93,26.24,6.77,2.25,6.6,1.03,5.59,1,2.38,0.3,1.7,0.24,28,346,433,NA,142,51,106,21,42.8,475,25.19,155,30.02,NA,0.35,341,4.41,2.22,3.11,2.16,0.56,0.512774,0.705365,19.044,15.582,39.067
OIB,45.56,2.49,12.42,NA,NA,10.48,11.65,0.17,0.98,3.22,0.76,56.9,113,NA,51.4,9.61,3.03,NA,1.14,NA,NA,NA,NA,1.9,0.26,26,217,455,55,276,79,103,21,22,878,29,225,63,NA,NA,470,4.92,3.55,7,5.94,1.55,0.51247,0.70318,19.15,15.545,38.906
OIB,45.57,3.16,12,NA,NA,10.07,13.09,0.17,0.49,3.21,0.46,34.48,68.38,8.08,34.15,8.02,2.6,7.42,1.08,5.73,0.98,2.26,0.29,1.6,0.22,24.7,258,568,NA,383,50,101,17,116.3,564,24.9,189,42.42,NA,0.52,435,4.91,2.97,3.92,3.46,0.72,0.512706,0.705848,18.797,15.6,38.982
OIB,45.84,2.05,11.01,NA,NA,8.33,16.03,0.18,0.64,1.98,0.26,17.3,39.2,5.13,22.3,5.04,1.74,5.23,2.69,4.46,0.8,1.98,NA,1.61,0.24,22.5,203.3,807,NA,540.7,73,103.8,NA,15.2,292,21.3,157.9,18.3,NA,0.098,141,4.19,NA,1.5,2.17,0.574,0.512876,0.704106,NA,NA,NA
OIB,45.93,3.41,16.39,NA,NA,9.01,4.74,0.21,1.85,4.11,1.02,57.3,114,11.9,54.7,10.8,3.71,12.2,1.6,6.5,1.1,3,0.35,2.1,0.36,26.3,174,29,32,10,23,122,NA,43,1050,38,406,114,NA,0.3,557,6.3,4.25,4,4.79,0.61,0.512845,0.703054,NA,NA,NA
OIB,45.94,3.27,12.59,NA,NA,9.79,11.95,0.17,1.32,2.32,0.27,19.08,44.93,6.04,25.09,5.62,1.85,5.38,0.77,4.29,0.77,1.9,0.25,1.43,0.2,22.5,266,552,NA,302,83,123,21,38.6,409,18.63,211,47.12,NA,0.51,314,5.53,3.45,1.72,1.88,0.46,0.512711,0.706907,18.901,15.611,39.15
OIB,45.99,3.41,12.72,NA,NA,10.54,12.12,0.17,1.92,3.34,0.71,60.9,112,13.21,49.72,9.82,3.02,8.15,1.15,6.25,1.09,2.5,0.31,1.84,0.25,23,287,481,NA,252,47,115,22,52.6,711,31.7,261,84.5,NA,0.64,504,6.42,4.31,4.9,6.24,1.54,0.512685,0.706342,18.889,15.616,39.144
OIB,46.05,2.83,11.76,NA,NA,9.28,13.75,0.16,1.19,2.66,0.35,26.43,56.59,7.15,28.34,6.13,1.92,5.84,0.85,4.73,0.85,2.09,0.27,1.54,0.22,20.8,231,594,NA,412,66,124,19,31,437,20.49,175,36.65,NA,0.36,288,4.47,2.4,2.38,2.91,0.7,NA,0.705793,18.792,15.607,39.044
OIB,46.33,3.37,12.7,NA,NA,9.26,11.01,0.15,2.1,3.28,0.56,41.9,87.77,10.91,41.94,8.42,2.62,7.48,1.03,5.47,0.95,2.24,0.28,1.59,0.22,18.7,224,440,NA,281,63,132,21,55.2,679,23.34,267,67.26,NA,0.62,543,6.35,4.15,4.22,4.93,1.19,0.512682,0.706528,18.803,15.615,39.019
OIB,46.35,3.15,16.58,NA,NA,9.2,4.71,0.2,1.9,4.44,0.94,76.7,142,12.8,55.1,10,3.06,11.4,1.4,6,1,3.1,0.34,2.5,0.37,NA,222,42,32,21,38,116,NA,52,1040,33,384,108,NA,0.6,513,5.6,4.95,7,8.59,1.9,0.512857,0.703235,19.667,15.572,39.409
OIB,46.36,3.85,12.25,1.75,10.48,9.5,9.99,0.16,1.78,2.57,0.53,43.5,92,NA,50.4,9.4,3.35,NA,1.27,NA,NA,NA,NA,2.05,0.25,24,275,391,NA,257,71,122,23,30,670,34,289,63,NA,NA,249,7.5,NA,7,5,NA,0.51286,0.703628,19.542,15.615,39.202
OIB,46.5,3.75,12.3,NA,NA,9.42,9.9,0.16,1.07,2.7,0.51,33.3,72.5,NA,41.2,9.98,3.09,8.51,1.2,NA,NA,NA,NA,1.93,NA,NA,NA,543,NA,310,NA,NA,NA,21,516,29,254,37,NA,NA,286,6.68,2.95,2.79,4.25,NA,0.51282,0.70504,19.149,15.598,39.263
OIB,46.6,3.54,12.41,NA,NA,10.98,10.13,0.19,0.92,2.43,0.45,29.2,62.19,8.14,34.7,8.35,2.55,7.92,1.14,6.14,1.11,2.78,0.37,2.14,0.32,21.5,336,579,NA,214,72,111,19,19.9,437,29.41,223,35.18,NA,0.12,178,5.97,2.52,2.02,2.77,0.73,0.512789,0.704657,19.291,15.623,39.497
OIB,47.01,3.41,16.99,NA,NA,8.91,4.32,0.19,1.98,4.75,1.29,82.6,180,NA,73.4,12.9,4.65,NA,1.48,NA,1.41,NA,NA,4.8,3.8,23.8,186,93,25,5,13,126,NA,43,1190,41,353,103,NA,0.53,722,8.1,5.6,6,7,2.4,0.512882,0.703085,NA,NA,NA
OIB,47.1,3.96,12.8,NA,NA,8.53,8.5,0.17,0.93,2.8,0.51,30.1,74.6,NA,43,10.8,3.5,10.5,1.5,NA,NA,NA,NA,2.42,NA,NA,NA,310,NA,213,NA,NA,NA,22,486,35,271,38,NA,NA,244,7.03,3.13,3.61,4.26,NA,0.512825,0.70474,19.161,15.599,39.24
OIB,47.48,3.19,11.3,1.49,9.91,10.4,11.3,0.16,1.19,2.32,0.4,33.6,67.7,NA,43.3,7.2,2.46,NA,0.98,NA,NA,NA,NA,1.55,0.18,31,267,711,NA,296,82,108,20,29,504,27,221,43,NA,NA,262,6,NA,6,6,NA,0.512818,0.70418,19.26,15.571,39.257
OIB,47.59,4.09,15.3,1.71,11.39,9.26,4.58,0.19,1.37,3.58,0.77,43.2,98.1,NA,77.4,14.2,4.8,NA,1.64,NA,NA,NA,NA,2.95,0.38,22,280,4,NA,0,14,154,26,21,873,45,394,60,NA,NA,263,11.3,NA,8,5,NA,0.512895,0.703276,19.323,15.562,38.977
OIB,48.06,4.24,15.2,NA,NA,9.73,5.38,0.16,1.37,3.22,0.63,45.1,96.38,13.21,53.08,11.24,3.6,10.52,1.46,8.11,1.49,3.69,0.47,2.69,0.38,22.2,312,105,NA,72,71,144,25,32.3,683,39.25,324,52.18,NA,0.2,311,7.79,3.26,2.82,3.79,1.07,0.512874,0.705361,18.944,15.58,38.835
OIB,48.44,2.68,14.52,NA,NA,11.1,6.4,0.17,0.69,2.77,0.31,20.5,47.7,6.07,26.9,6.21,2.15,6.39,1.01,5.67,1.03,2.65,NA,2.12,0.32,31.8,300.7,122,NA,63.2,82.3,103.7,NA,13,358,28.9,202.9,24.2,NA,0.182,144,5,NA,1.8,2.6,0.667,0.512843,0.704118,NA,NA,NA
OIB,48.68,2.9,12.31,NA,NA,9.65,11.93,0.16,2.2,2.2,0.45,44.2,86.5,10.83,43.95,8.85,2.58,7.33,1.01,5.69,1.05,2.51,0.32,1.81,0.27,26,237,567,NA,317,39,108,21,45.9,592,27.8,281,54.6,NA,0.43,500,7.78,2.95,4.53,6.51,1.71,0.512639,0.705958,19.158,15.63,38.922
OIB,48.78,2.42,13.06,NA,NA,9.45,10.19,0.15,0.77,2.97,0.35,25.3,53.5,NA,28.9,6.39,2.13,NA,0.9,NA,NA,NA,NA,1.75,0.24,24,204,431,55,256,89,110,19,17,494,22,200,40,NA,NA,246,4.69,2.91,3,2.52,0.648,NA,0.7032,19.09,15.539,38.843
OIB,48.95,2.69,14.45,NA,NA,11.63,6.7,0.17,0.76,2.67,0.31,21.1,50.1,6.38,27.2,6.04,2.02,5.84,0.9,4.88,0.86,2.36,NA,1.97,0.28,29.9,315.4,211,NA,83.7,110.6,104.1,NA,20.9,375,29,199.7,22.6,NA,NA,154.7,4.03,NA,2.21,2.25,0.66,0.512863,0.704138,NA,NA,NA
OIB,49.08,2.5,13.29,NA,NA,9.3,9.74,0.15,0.76,2.95,0.35,20.1,42.4,NA,23.8,5.8,1.99,NA,0.85,NA,NA,NA,NA,1.56,0.21,23,199,385,50,231,85,107,21,16,448,23,191,36,NA,NA,225,4.53,2.39,2,1.89,0.492,0.51274,0.70321,19.045,15.534,38.808
OIB,49.26,2.42,13.18,NA,NA,9.43,9.74,0.15,0.7,3,0.43,29.2,60.8,NA,30.6,6.62,2.29,NA,0.93,NA,NA,NA,NA,1.65,0.22,22,191,395,49,226,89,100,23,15,550,26,201,38,NA,NA,243,4.64,2.61,1,2.73,0.76,0.51284,0.70317,19.199,15.533,38.964
OIB,49.61,2.4,13.19,NA,NA,9.22,9.74,0.15,0.73,2.89,0.32,17.9,39.4,NA,22.7,5.56,1.95,NA,0.84,NA,NA,NA,NA,1.55,0.22,21,201,407,53,243,89,108,20,16,420,22,187,34,NA,NA,217,4.45,2.33,2,1.75,0.47,0.51285,0.70318,18.995,15.508,38.703
OIB,50.11,2.71,17.93,NA,NA,7.46,3.33,0.19,2.54,5.9,0.98,77.4,149,NA,72,12.1,3.1,NA,1.35,NA,1.52,NA,NA,5.1,NA,19.8,129,82,17,5,9,121,NA,60,1050,39,425,125,NA,0.66,778,8.5,6.8,10,9.7,3.4,0.512884,0.703198,19.726,15.59,39.478
OIB,50.37,2.15,12.56,NA,NA,8.52,11.4,0.15,0.63,2.73,0.32,18.7,39.1,NA,22,5.37,1.87,NA,0.79,NA,NA,NA,NA,1.5,0.21,25,173,560,60,394,89,107,19,15,407,21,178,30,NA,NA,190,4.17,2.02,0,1.87,0.539,0.51283,0.7032,19.133,15.537,38.887
OIB,NA,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.08,57.44,7.71,32.55,6.82,2.01,6.11,0.97,4.92,0.91,2.2,0.32,1.75,0.26,24.72,259.8,602.8,60.6,413.94,63.3,106.2,18.45,32.85,482.1,26.47,243.9,27.52,NA,NA,268,5.54,1.84,2.89,3.27,0.77,0.512829,0.70495,19.092,15.611,38.8
OIB,NA,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.76,88.4,10.84,42.2,8.15,2.35,6.85,1.09,5.3,0.93,2.19,0.3,1.72,0.25,24.29,222.1,518.5,47.79,326.54,46.69,121.1,20.58,33.3,588,27.68,296.3,45.36,NA,NA,476.1,6.72,2.63,4.92,9.08,1.62,0.512704,0.70567,19.03,15.6,38.839
OIB,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.16,78.86,9.34,37.6,7.78,2.29,6.48,1.04,4.95,0.89,1.97,0.26,1.46,0.24,22.37,239.4,700.8,61.8,355.55,61.84,117.5,19.05,39.55,526.5,24.56,227.5,37.97,NA,NA,410.4,6.42,2.13,3.91,6.88,1.63,0.512726,0.70523,19.068,15.586,38.822
OIB,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.14,83.29,10.61,43.09,9.43,2.85,8.21,1.26,5.98,1,2.21,0.28,1.54,0.21,24.91,297.8,682,62.01,380.75,74.88,127.7,20.54,21.3,671,28,261.2,40.87,NA,NA,344.9,6.2,2.27,3.07,5.21,1.44,0.512883,0.70388,19.043,15.525,38.544
OIB,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.95,187.61,22.19,81.07,16.06,3.72,12.79,2.05,9.96,1.78,4.26,0.64,3.61,0.54,NA,103.8,237.6,26.67,137.09,22.94,189.3,29.27,116.73,349.2,47.36,988.3,98.37,NA,NA,285.7,20.78,6.22,11.85,16.77,4.06,0.512643,0.70492,19.311,15.637,39.118
OIB,NA,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.81,174.84,22.31,82.38,13.72,3.48,9.93,1.52,7.05,1.19,2.85,0.38,2.25,0.32,21.05,212.4,297.3,40.96,180.97,40.35,136.13,25.83,101.93,930.2,33.54,683.7,73.21,NA,NA,556.6,16.11,4.53,11.22,14.09,3.35,0.512571,0.70694,19.288,15.656,39.032
OIB,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.91,73.72,9.21,37.81,8.06,2.35,7.1,1.09,5.27,0.9,2.06,0.27,1.53,0.21,26.99,279.2,730.4,60.11,385.35,58.51,128.26,21.81,39.79,757,26.68,233.9,42.14,NA,NA,429.6,5.37,2.3,3.34,4.61,1.13,0.512829,0.70458,18.941,15.531,38.512
OIB,45,2.57,12.6,3.09,9.25,11.4,9.5,0.11,0.97,2.52,0.14,31.7,64.8,7.8,32.3,6.68,2.25,6.2,NA,4.75,NA,2.09,NA,1.55,0.211,NA,NA,NA,NA,NA,NA,NA,NA,16.1,581,NA,170,38.5,2.05,NA,275,4.33,NA,2.08,NA,0.86,0.512857,0.70292,20.896,15.791,40.131
OIB,45.01,3.63,16.67,NA,NA,9.95,4.8,0.2,1.71,4.25,1.13,77,152,18.2,73,14,4.41,11,1.6,7.7,1.4,3.5,0.44,2.4,0.34,NA,219,43,27,15,31,116,NA,44,1400,39,310,108,NA,NA,637,7,6.21,6,5.9,1.4,NA,NA,NA,NA,NA
OIB,45.14,3.64,16.03,NA,NA,9.48,5.09,0.22,1.67,4.06,0.96,7.41,163,NA,62.6,12,3.79,NA,1.39,NA,1.16,NA,NA,5.06,NA,29.3,191,42,32,11,30,115,NA,40,1040,36,371,104,NA,0.49,573,9,6.37,3,7,2.5,NA,NA,NA,NA,NA
OIB,45.16,3.63,16.71,NA,NA,9.92,4.8,0.2,1.65,4.4,1.17,82,159,19,77,15,4.67,11,1.6,8.1,1.4,3.6,0.46,2.6,0.35,NA,219,63,28,16,27,118,NA,35,1370,41,305,108,NA,NA,648,7,6.27,5,5.7,1.3,NA,NA,NA,NA,NA
OIB,45.2,4.81,13.75,NA,NA,10.01,5.24,0.17,0.94,3.11,0.5,24.3,61,NA,39.1,9.58,3.14,NA,1.58,NA,NA,NA,NA,2.6,0.36,25.2,382,23,46,63,NA,NA,NA,18,575,NA,NA,NA,NA,NA,176,6.8,2,1.5,2.71,NA,0.512959,0.703763,19.175,15.569,38.957
OIB,45.43,1.82,8.61,NA,9.31,8.52,20.49,0.18,0.09,1.17,0.19,7.59,18.6,2.91,13.7,3.7,1.24,3.85,0.621,3.43,0.64,1.6,0.222,1.3,0.175,22.5,178,1532,NA,802,NA,102,14,0.531,211,18.1,102,8.71,NA,NA,62.9,2.57,0.664,0.91,0.526,0.152,NA,NA,18.3848,15.4744,37.9334
OIB,45.59,2.38,14.08,NA,NA,9.71,9.47,0.18,0.97,2.97,0.31,20.73,41.91,5.41,22.78,5.12,1.69,5.21,0.79,4.39,0.82,2.15,0.3,1.78,0.27,26.6,305,361,NA,194,NA,91.4,NA,24.46,506,24.54,NA,26.64,NA,NA,313,3.68,1.66,1.85,1.654,0.48,0.51293,0.70357,NA,NA,NA
OIB,45.64,1.84,12.49,NA,NA,9.93,11.36,0.17,0.67,2.25,0.32,20.3,35.3,NA,25.5,6.3,2,8.5,0.8,NA,0.6,NA,0.2,1.3,0.11,27,275,701,56.9,821,93,123,NA,13,478,24,110,31,NA,NA,384,2.5,1.8,NA,1.4,0.6,0.513038,0.703282,NA,NA,NA
OIB,45.65,2.71,14.99,NA,NA,12.51,6.64,0.17,0.78,2.71,0.38,28.2,57.8,NA,31.1,6.65,2.19,NA,1.03,NA,NA,NA,NA,1.9,0.29,39,268,194,460,97,47,88,NA,14,498,23,173,44,NA,NA,217,4.51,2.5,NA,2.99,0.97,0.512965,0.702854,20.442,15.759,39.841
OIB,45.68,2.87,13.09,NA,NA,10.12,10.84,0.18,1.13,3.38,0.65,36.3,79,9.96,40.6,8.36,2.6,7.65,1.03,5.22,0.89,2.27,0.28,1.64,0.22,20,238,363,53,260,67,123,17,19,690,27,247,56,NA,0.36,337,5.53,3.51,2.14,3.7,0.92,NA,NA,NA,NA,NA
OIB,45.8,1.59,13.7,3.68,9.11,10.9,10.4,0.19,0.27,2.29,0.2,14,30,NA,16,3.7,1.25,3.3,0.6,NA,0.4,NA,NA,1.7,0.22,26,NA,572,71,NA,120,115,NA,40,319,18,69,16,NA,NA,160,1.9,4.2,NA,1.3,0.28,NA,0.703203,NA,NA,NA
OIB,46.09,3.03,12.87,NA,NA,11.79,9.67,NA,1.11,2.05,0.43,38.17,86.79,11.67,40.6,8.6,2.62,7.86,1.25,6.28,1.16,2.74,0.38,2.21,0.31,NA,NA,NA,NA,NA,NA,NA,NA,25.7,659,33.91,283.8,45.66,NA,NA,394.4,6.33,2.63,3.32,5.02,1.29,0.512793,0.70448,19.034,15.542,38.568
OIB,46.16,3.57,13.42,13.06,NA,10.75,7.75,0.18,1.27,2.85,0.7,24.94,63.49,NA,39.4,9.02,3.02,NA,1.11,NA,NA,NA,NA,2.2,0.31,NA,355,238,60,126,48,120,NA,26,794,33,247,29,NA,NA,250,5.61,2.15,NA,2.1,0.6,0.512901,0.70427,NA,NA,NA
OIB,46.69,3.24,15.92,NA,NA,8.33,4.32,0.22,1.79,4.47,1.29,81,170,21.5,89,18,5.62,14,2.1,10,1.8,4.7,0.53,3.1,0.43,22.8,190,56,11,5,5,124,NA,39,1590,46,314,97,NA,0.32,808,7.1,5.85,10,5.8,1.3,NA,NA,NA,NA,NA
OIB,46.83,3.11,14.7,NA,NA,9.18,10.16,0.16,1.08,2.62,0.31,20.37,44.97,5.94,24.21,5.5,1.83,5.38,0.81,4.64,0.86,2.19,0.3,1.72,0.25,21.5,265,526,NA,202,54,122,22,16.8,394,21.05,189,36.51,NA,0.13,323,4.74,2.58,2.06,2.23,0.73,0.512725,NA,18.821,15.604,39.022
OIB,47.02,2.74,12.19,NA,NA,11.24,10.76,0.19,0.18,1.39,0.29,14.3,35.9,NA,22.6,5.91,2.15,NA,0.86,NA,0.9,NA,NA,1.9,0.25,36.4,297,866,61,239,NA,116,21,0.5,355,27,182,16.1,NA,NA,161,4.2,1.02,NA,0.7,NA,0.513045,0.70355,18.419,15.463,37.978
OIB,47.05,2.53,13.74,NA,NA,9.31,10.28,0.18,0.78,2.77,0.33,20.7,47.5,6.01,26.7,5.85,2.06,6.32,0.96,5.41,1,2.45,NA,1.96,0.3,22.9,250.5,415,NA,257.8,69.5,107.9,NA,16.7,368,22.4,199.2,26.4,NA,0.341,150,5.39,NA,1.77,2.62,0.621,NA,NA,NA,NA,NA
OIB,47.11,2.77,14.17,NA,NA,8.6,9.96,0.18,0.92,2.99,0.39,23.6,54.1,6.78,29.7,6.48,2.21,6.69,1,5.56,1.01,2.58,NA,2.03,0.31,22.2,244.6,371,NA,248.4,56,110.9,NA,16,384,22.5,234.9,31.2,NA,0.104,174,6.38,NA,1.89,2.86,0.671,NA,NA,NA,NA,NA
OIB,47.16,3.26,17.07,NA,NA,8.75,4.27,0.19,2.06,5.13,1.26,80,153,18,70,13,4.01,11,1.6,7.9,1.4,3.7,0.43,2.6,0.35,22.4,179,39,28,4,14,119,NA,45,1120,40,364,106,NA,0.48,691,7.4,5.91,8,8.4,2.1,NA,NA,NA,NA,NA
OIB,47.4,3.13,14.4,NA,NA,10.03,6.9,0.18,0.99,2.97,0.43,25.1,59.4,7.68,32.9,7.33,2.39,7.25,1.12,6.25,1.16,3.04,NA,2.48,0.36,30,274.9,195,NA,131.5,90.9,118.8,NA,18.5,427,33.5,252.5,32.7,NA,0.073,211,5.97,NA,NA,3.32,0.449,0.512823,0.704083,NA,NA,NA
OIB,47.5,3.31,14.55,NA,NA,11,5.91,19,0.67,2.56,0.4,21.8,53,NA,32,7.7,2.7,NA,1.07,NA,1,NA,NA,2.37,0.32,29.4,327,47,NA,65,NA,137,23.1,6.4,552,29.9,246,26.7,NA,NA,260,5.6,3,NA,1.9,NA,0.513055,0.70356,18.44,15.485,37.939
OIB,47.52,3.29,15.95,7.16,5.3,8.96,5.18,0.19,1.29,3.56,0.64,38,85,NA,NA,11.8,3.5,NA,1.49,NA,NA,NA,NA,3.08,0.42,23.2,NA,204,NA,NA,NA,NA,24,26,650,39,351,36,NA,NA,340,8.5,NA,5,2.9,NA,NA,NA,NA,NA,NA
OIB,47.8,2.89,12.59,12.9,NA,9.15,10.35,0.16,0.79,2.41,0.34,95.6,54,26.2,128,29,11.1,43.6,6.28,32,NA,16,0.35,10.4,1.59,25,272,540,58,328,NA,NA,NA,14.8,395,254,221,22,NA,NA,167,5.6,NA,NA,2.23,0.62,0.512881,0.70388,19.073,15.57,38.865
