pl_name,pl_rade,pl_radeerr1,pl_bmasse,pl_bmassprov,pl_orbsmax,st_rad,sy_dist,disc_year,discoverymethod,disc_facility
Kepler-385 c,3.04,1.56,13.2,Mass,0.127,1.126,1432.61,2014,Transit,Kepler
Kepler-267 d,2.27,0.12,5.77,M-R relationship,0.154,0.555,264.993,2014,Transit,Kepler
Kepler-384 c,1.13,0.33,1.51,M-R relationship,0.236,0.882,895.678,2014,Transit,Kepler
Kepler-299 e,1.87,0.39,4.16,M-R relationship,0.22,1.032,1052.24,2014,Transit,Kepler
8 UMi b,13.5,,524.41687155,Msini,0.462,10.73,162.552,2015,Radial Velocity,Bohyunsan Optical Astronomical Observatory
Kepler-1104 b,1.23,0.14,2.04,M-R relationship,0.06321,1.41,530.658,2016,Transit,Kepler
Kepler-1987 e,1.92,0.18,4.35,M-R relationship,0.0765,0.714,595.683,2023,Transit,Kepler
Kepler-1830 b,3.32992941,,11.1,M-R relationship,0.31769,2.046,1056.88,2021,Transit,Kepler
Kepler-182 b,2.58,1.18,7.18,M-R relationship,0.096,1.146,1549.09,2014,Transit,Kepler
Kepler-1688 b,1.26174569,,2.13,M-R relationship,0.0577,0.746,567.44687087,2020,Transit,Kepler
Kepler-385 b,2.73,1.38,12.8,Mass,0.097,1.126,1432.61,2014,Transit,Kepler
Kepler-55 f,1.59,0.1,3.15,M-R relationship,0.081,0.619,578.796,2014,Transit,Kepler
Kepler-339 d,1.17,0.53,14.7,Mass,0.091,0.802,616.637,2014,Transit,Kepler
Kepler-1669 d,1.22,0.05,1.98,M-R relationship,0.0468,0.603,543.444,2023,Transit,Kepler
Kepler-69 c,1.71,0.34,3.57,M-R relationship,0.64,0.93,730.625,2013,Transit,Kepler
HAT-P-57 b,19.50366,4.03524,448.1403,Mass,0.0406,1.85,279.86,2015,Transit,HATNet
Kepler-1067 c,1.74682428,,3.7,M-R relationship,0.06069,0.934,667.693,2021,Transit,Kepler
Kepler-299 d,1.86,0.38,4.12,M-R relationship,0.118,1.032,1052.24,2014,Transit,Kepler
Kepler-208 c,1.39,0.26,2.51,M-R relationship,0.079,1.314,775.328,2014,Transit,Kepler
Kepler-530 b,3.01,0.17,9.32,M-R relationship,0.21491,0.89,457.709,2016,Transit,Kepler
Kepler-354 d,1.24,0.4,2.07,M-R relationship,0.146,0.674,554.064,2014,Transit,Kepler
Kepler-339 c,1.15,0.52,7.3,Mass,0.069,0.802,616.637,2014,Transit,Kepler
Kepler-1114 b,1.35,0.08,2.39,M-R relationship,0.11056,0.83,418.417,2016,Transit,Kepler
Kepler-114 d,2.53,0.28,3.9,Mass,0.08358,0.54,259.533,2013,Transit,Kepler
Kepler-303 c,1.14,0.09,1.55,M-R relationship,0.057,0.485,209.738,2014,Transit,Kepler
Kepler-1212 b,2.14,0.58,5.22,M-R relationship,0.1082,1.15,1316.57,2016,Transit,Kepler
Kepler-394 c,1.66,0.86,3.39,M-R relationship,0.11,1.132,1058.72,2014,Transit,Kepler
Kepler-393 c,1.33,0.31,2.33,M-R relationship,0.124,1.382,881.404,2014,Transit,Kepler
Kepler-318 c,3.68,0.65,13.1,M-R relationship,0.105,1.189,489.141,2014,Transit,Kepler
Kepler-1241 b,2.63,0.21,7.41,M-R relationship,0.1336,0.8,968.722,2016,Transit,Kepler
Kepler-185 b,1.17,0.67,1.71,M-R relationship,0.026,0.806,466.735,2014,Transit,Kepler
Kepler-1283 b,1.91,0.79,4.31,M-R relationship,0.1062,1.25,2921.99,2016,Transit,Kepler
Kepler-1714 b,3.26437302,,10.7,M-R relationship,0.10549,2.086,409.46,2021,Transit,Kepler
Kepler-1331 b,1.05,0.09,1.16,M-R relationship,0.0142,0.69,319.197,2016,Transit,Kepler
Kepler-319 b,1.63,0.23,3.29,M-R relationship,0.051,0.903,503.436,2014,Transit,Kepler
Kepler-396 b,3.5,1.28,75.5,Mass,0.24067,1.06,223.757,2013,Transit,Kepler
Kepler-1085 c,3.26817741,,10.7,M-R relationship,0.29798,1.0783,1364.53,2020,Transit,Kepler
Kepler-1084 b,1.11,0.23,1.41,M-R relationship,0.0324,1.28,405.533,2016,Transit,Kepler
Kepler-1108 b,1.46,0.14,2.73,M-R relationship,0.0511,0.84,767.701,2016,Transit,Kepler
Kepler-1214 b,2.36,0.19,6.17,M-R relationship,0.128,0.8,729.227,2016,Transit,Kepler
Kepler-155 c,2.24,0.15,5.65,M-R relationship,0.242,0.62,293.499,2014,Transit,Kepler
Kepler-396 c,5.3,1.95,17.9,Mass,0.38946,1.06,223.757,2013,Transit,Kepler
Kepler-1369 b,2.69,0.42,7.7,M-R relationship,0.1741,0.99,1236.56,2016,Transit,Kepler
Kepler-1370 b,1.84,0.66,4.04,M-R relationship,0.15763,1.29,1004.1,2016,Transit,Kepler
Kepler-252 b,1.23,0.12,2.04,M-R relationship,0.058,0.549,379.424,2014,Transit,Kepler
Kepler-360 c,2.1,1.0,5.06,M-R relationship,0.075,1.058,876.044,2014,Transit,Kepler
Kepler-245 e,1.75,0.08,1806.36,Mass,0.04053,0.8,861.527,2016,Transit,Kepler
Kepler-298 d,2.5,0.2,6.8,M-R relationship,0.305,0.582,518.204,2014,Transit,Kepler
Kepler-324 b,1.14,0.11,2414.4,Mass,0.05,0.84,501.574,2014,Transit,Kepler
Kepler-1796 b,2.75047868,,8.0,M-R relationship,0.1879,0.949,825.883,2021,Transit,Kepler
Kepler-520 c,1.07,0.07,1.24,M-R relationship,0.06035,1.09,623.901,2016,Transit,Kepler
Kepler-1244 b,1.35,0.63,2.39,M-R relationship,0.0502,1.77,1075.81,2016,Transit,Kepler
Kepler-169 c,1.21,0.08,1.92,M-R relationship,0.062,0.763,406.529,2014,Transit,Kepler
Kepler-97 b,1.48,0.13,3.51,Mass,0.03563,0.98,400.907,2014,Transit,Kepler
Kepler-1336 b,1.98,0.3,4.58,M-R relationship,0.15845,1.3,1126.64,2016,Transit,Kepler
Kepler-417 b,2.31,0.86,11.0,Mass,0.1006,0.806,973.989,2014,Transit Timing Variations,Kepler
Kepler-301 d,1.75,0.94,3.71,M-R relationship,0.112,0.9,719.166,2014,Transit,Kepler
Kepler-104 d,3.58,0.61,5.54022107,Msini,0.257,1.349,400.785,2014,Transit,Kepler
Kepler-1192 b,2.36,0.24,6.17,M-R relationship,0.1693,0.83,1304.19,2016,Transit,Kepler
Kepler-516 b,5.74,1.43,27.9,M-R relationship,0.1992,2.02,687.094,2016,Transit,Kepler
Kepler-1851 b,3.90012032,,14.5,M-R relationship,0.1016,0.879,1589.81,2021,Transit,Kepler
Kepler-212 b,1.09,0.21,1.32,M-R relationship,0.133,1.455,687.194,2014,Transit,Kepler
Kepler-1372 b,1.27,0.44,2.15,M-R relationship,0.024,0.97,1303.22,2016,Transit,Kepler
Kepler-364 b,1.55,0.37,3.02,M-R relationship,0.178,1.284,891.462,2014,Transit,Kepler
KELT-23 A b,14.829507,0.280225,298.12454,Mass,0.03302,0.996,126.261,2019,Transit,KELT-North
HD 191939 d,2.995,0.07,2.8,Mass,0.2132,0.94,53.6089,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
HATS-77 b,13.05846252,0.23538859,436.69623122,Mass,0.03607,0.6428,436.176,2021,Transit,HATSouth
TOI-4479 b,2.82,0.65,8.35,M-R relationship,0.0164,0.451,80.6532,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1752 c,2.29,0.13,5.86,M-R relationship,0.1614,0.53,103.021,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1705 c,2.05,0.14,5.42,Mass,,1.259,1633.49,2021,Transit,Kepler
TOI-1753 b,2.47852533,0.09834485,16.6,Mass,0.059,0.9715,226.671,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2274 b,2.45,0.23,6.57,M-R relationship,0.05,0.631,48.876,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-43 b,13.663771,0.728585,1026.5909,Mass,0.046,1.42,1005.84,2011,Transit,Kepler
Kepler-858 b,4.87,0.23,21.1,M-R relationship,0.33939,0.91,298.532,2016,Transit,Kepler
TOI-3023 b,16.43236571,0.48198617,197.05361234,Mass,0.0505,1.668,389.916,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1752 b,4.54060463,,18.7,M-R relationship,0.2698,0.821,962.888,2021,Transit,Kepler
Kepler-1408 b,0.89,68.91,0.64,M-R relationship,0.04218,1.35,535.048,2016,Transit,Kepler
HIP 54373 b,2.87,,8.62,Msini,0.063,0.564998,18.7168,2019,Radial Velocity,Las Campanas Observatory
Teegarden's Star b,1.05,,1.16,Msini,0.0259,0.12,3.83078,2019,Radial Velocity,Calar Alto Observatory
BD+60 1417 b,14.68376472,0.67253884,4767.426105,Mass,1662.0,0.797,44.9543,2021,Imaging,Wide-field Infrared Survey Explorer (WISE) Satellite Mission
TOI-1227 b,9.57246952,0.75100171,66.5,M-R relationship,0.0886,0.56,100.641,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
CoRoT-7 d,4.31,,17.142,Mass,,0.8389,159.906,2022,Radial Velocity,La Silla Observatory
TOI-1758 b,3.62,0.337,6.9,Mass,0.141409,0.81,96.6215,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2040 b,10.32347122,0.25780656,248.22398587,Mass,0.0473,0.87,144.717,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2567 b,10.92875618,0.3474784,63.88350981,Mass,0.0672,1.686,504.775,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1410 b,1.78,0.12,3.82,M-R relationship,0.2543,0.6,367.0,2016,Transit,Kepler
HD 24085 b,3.46,,11.8,Msini,0.034,1.412551,54.9004,2019,Radial Velocity,Las Campanas Observatory
WASP-87 b,15.524465,0.67254,692.8694,Mass,0.02946,1.627,298.392,2016,Transit,Anglo-Australian Telescope
TOI-163 b,16.690201,0.381106,387.7526,Mass,0.058,1.648,411.719,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-315 b,0.95,0.058,0.809,M-R relationship,,0.196,56.9686,2020,Transit,K2
HD 216520 b,3.18,,10.26,Msini,0.198,0.76,19.552,2020,Radial Velocity,Multiple Observatories
TOI-1775 b,8.04728896,0.14337937,96.0,Mass,0.08,0.8288,149.234,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
DS Tuc A b,5.7,0.17,413.179,Mass,,0.964,44.0622,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-296 c,2.0,0.33,4.66,M-R relationship,0.0521,0.48,167.0,2014,Transit,Kepler
WASP-187 b,18.38276,0.56045,254.264,Mass,0.0653,2.83,371.414,2020,Transit,SuperWASP
HD 161178 b,14.1,,181.16219199,Msini,0.85,10.95,107.188,2021,Radial Velocity,Okayama Astrophysical Observatory
GJ 514 b,2.13,,5.2,Msini,0.422,0.5,7.61778,2022,Radial Velocity,Multiple Observatories
HD 77946 b,2.89646124,0.1867559,10.9,Mass,0.073,1.3174,99.451,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2345 c,2.451,0.045,7.27,Mass,0.1257,0.729,81.6541,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-876 b,1.43,0.1,2.63,M-R relationship,0.0549,0.77,820.913,2016,Transit,Kepler
Kepler-1894 c,1.21,0.37,1.92,M-R relationship,0.0576,0.901,935.191,2023,Transit,Kepler
HD 233832 b,13.5,,565.7374,Msini,2.827,0.68,58.742,2018,Radial Velocity,Roque de los Muchachos Observatory
GJ 687 c,4.14,,16.0,Msini,1.165,0.4183,4.54939,2020,Radial Velocity,Multiple Observatories
HIP 5763 b,14.2,,162.09248757,Msini,0.17,0.750378,31.9043,2021,Radial Velocity,Cerro Tololo Inter-American Observatory
TOI-712 b,2.049,0.012,4.85,M-R relationship,0.07928,0.674,58.6212,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1782.01,2.368,0.307,6.2,M-R relationship,0.05024,0.669,95.2649,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2092 b,2.94892961,0.31576526,9.0,M-R relationship,,1.0519,176.759,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-303 b,0.89,0.05,0.64,M-R relationship,0.024,0.485,209.738,2014,Transit,Kepler
Kepler-271 c,0.95,0.06,0.809,M-R relationship,0.06993,0.87,404.542,2014,Transit,Kepler
Kepler-82 f,4.84,,20.9,Mass,0.3395,0.898,904.326,2019,Transit Timing Variations,KOINet
Qatar-6 b,11.903958,0.795839,212.31044,Mass,0.0423,0.722,100.848,2017,Transit,Qatar
GJ 9066 c,9.6,,66.74396547,Msini,0.88,0.164,4.471,2020,Radial Velocity,Multiple Observatories
K2-400 b,1.163,0.051,1.67,M-R relationship,,0.382,62.3804,2022,Transit,K2
TOI-2094 b,1.9,0.1,4.27,M-R relationship,0.136,0.384,50.0248,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2714 b,13.72,0.7,228.0,Mass,0.036,1.25,597.873,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 164922 d,1.83,,4.0,Msini,0.103,0.946,22.0016,2020,Radial Velocity,Roque de los Muchachos Observatory
2MASS J01033563-5515561 AB b,12.3,,4131.79,Mass,84.0,,47.2,2013,Imaging,Paranal Observatory
TOI-2382 b,12.25141591,0.85188253,235.19302118,Mass,0.059,1.417,434.92,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-402 b,1.22,0.24,1.98,M-R relationship,0.051,1.264,625.339,2014,Transit,Kepler
EPIC 201841433 b,1.04,0.037,1.12,M-R relationship,0.035,0.628461,436.488,2019,Transit,K2
USco1621 b,12.2,,5085.28,Mass,2880.0,0.710071,137.901,2019,Imaging,Multiple Observatories
K2-318 b,1.66,0.13,3.39,M-R relationship,0.0911,0.552,147.866,2020,Transit,K2
K2-405 b,4.569,0.085,18.9,M-R relationship,,0.765,197.234,2022,Transit,K2
TOI-784 b,1.93,0.11,9.67,Mass,0.038,0.907,64.5997,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1814 b,5.18536642,0.39910545,23.5,M-R relationship,,2.3895,362.522,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1419 b,2.86,0.66,8.55,M-R relationship,0.2391,1.01,1498.58,2016,Transit,Kepler
EPIC 206215704 b,1.0,0.1,0.972,M-R relationship,,0.25,109.888,2019,Transit,K2
Kepler-848 b,1.7,0.31,3.53,M-R relationship,0.07586,1.2,1378.47,2016,Transit,Kepler
Kepler-819 b,2.76,0.25,8.05,M-R relationship,0.1894,0.81,664.306,2016,Transit,Kepler
TOI-799 b,2.06631784,0.30545179,4.92,M-R relationship,,0.915519,158.526,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-146 c,2.19,0.07,7.49,Mass,0.0327,0.33,79.3002,2019,Transit,K2
K2-324 b,2.43,0.15,6.48,M-R relationship,0.0331,0.505,136.667,2020,Transit,K2
Kepler-822 b,1.77,0.41,3.78,M-R relationship,0.04078,1.08,860.391,2016,Transit,Kepler
TOI-1181 b,17.02644168,0.66132986,374.71969185,Mass,0.0364,1.961,302.819,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-808 b,2.20344362,0.22429531,5.49,M-R relationship,,0.833198,98.1848,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-815 b,2.94,0.05,7.6,Mass,0.0903,0.77,59.7117,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 b,8.00321222,0.3474784,38.45723725,Mass,0.1597,1.577,191.649,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 c,2.59987579,0.22132646,8.0,Mass,0.03089,1.6454,191.649,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2141 b,3.147,0.043,20.1,Mass,0.1322,0.95,77.682,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2447 b,9.60609646,0.13450777,124.90656395,Mass,0.347,1.006,148.987,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2818 b,15.27784069,0.51561311,225.65816897,Mass,0.0493,1.229,312.674,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1371 c,0.64,0.07,0.196,M-R relationship,0.02937,0.83,515.334,2016,Transit,Kepler
EPIC 212587672 b,1.26,0.11,2.13,M-R relationship,,0.98,320.07,2019,Transit,K2
Kepler-843 b,2.59,0.61,7.22,M-R relationship,0.0313,1.03,1165.66,2016,Transit,Kepler
K2-408 b,1.677,0.118,3.45,M-R relationship,,0.784,162.306,2022,Transit,K2
TOI-1516 b,15.24421375,0.33626942,1004.33776612,Mass,,1.14,247.054,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2458 b,2.83,0.2,13.31,Mass,0.0482,1.31,112.958,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1423 b,1.06,0.09,1.2,M-R relationship,0.1586,0.75,449.0,2016,Transit,Kepler
HATS-57 b,12.767051,0.313852,1000.21101,Mass,0.03493,0.96,279.485,2019,Transit,HATSouth
HATS-56 b,18.920792,0.437151,191.33366,Mass,0.06043,2.201,564.409,2019,Transit,HATSouth
TOI-763 b,2.28,0.11,9.79,Mass,0.06,0.897,95.1274,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-409 b,2.482,0.174,6.72,M-R relationship,,1.228,431.031,2022,Transit,K2
TOI-1722 b,4.38298108,0.5929853,17.6,M-R relationship,,1.09414,136.419,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1873 b,2.86356397,0.30160474,8.57,M-R relationship,,0.971675,182.014,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2158 b,10.76062147,0.13450777,260.61929374,Mass,0.075,1.41,198.473,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1888 b,1.32578716,,2.32,M-R relationship,0.0956,1.249,402.947,2021,Transit,Kepler
Kepler-1901 b,1.47418907,,2.77,M-R relationship,0.0453,0.921,1028.37,2021,Transit,Kepler
GJ 433 c,6.27,,32.422,Msini,4.819,0.5,9.06456,2014,Radial Velocity,Multiple Observatories
K2-374 c,2.213,0.091,5.53,M-R relationship,,0.907,359.439,2022,Transit,K2
TOI-1860 b,1.31,0.04,2.27,M-R relationship,0.0204,0.94,45.864,2022,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1723 b,3.435,0.244,10.4,Mass,0.113496,1.09,100.727,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1937 A b,13.97759893,0.66132986,638.83509807,Mass,0.01932,1.08,415.135,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-292 f,2.35,0.22,6.12,M-R relationship,0.141,0.826,1056.48,2014,Transit,Kepler
Kepler-1395 b,0.8,0.09,0.437,M-R relationship,0.04974,1.23,492.894,2016,Transit,Kepler
Kepler-1905 b,1.4460734,,2.69,M-R relationship,0.0451,1.015,1051.53,2021,Transit,Kepler
Kepler-65 e,13.9,,260.0,Mass,0.8539307544,1.437,303.728,2019,Radial Velocity,W. M. Keck Observatory
GJ 682 b,1.93,,4.4,Msini,0.08,0.298255,5.00671,2014,Radial Velocity,Multiple Observatories
TOI-132 b,3.42,0.13,22.4,Mass,0.026,0.9,163.678,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 c,8.14,0.31,81.7,Mass,0.0878,1.134,175.713,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 b,2.7,0.15,11.0,Mass,0.04271,1.134,175.713,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2194 b,1.9892,0.1313,4.61,M-R relationship,,0.6909,19.5711,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-2498 b,6.06,0.29,34.62,Mass,0.0491,1.26,275.265,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-102 e,2.17,0.11,4.7,Mass,0.1162,0.724,107.796,2013,Transit,Kepler
HD 2685 b,16.14096,0.56045,371.8611,Mass,0.0568,1.56,196.852,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-95 b,3.42,0.09,13.0,Mass,0.10232,1.41,445.656,2014,Transit,Kepler
Wendelstein-2 b,12.9934728,0.2286636,232.33373,Mass,0.0234,0.66,565.541,2020,Transit,Haleakala Observatory
K2-384 b,1.076,0.232,1.26,M-R relationship,,0.348,82.6603,2022,Transit,K2
HD 174205 b,13.0,,1334.8793094,Msini,1.7,26.6,234.027,2022,Radial Velocity,Bohyunsan Optical Astronomical Observatory
TOI-2977 b,13.15934334,0.3474784,533.95172376,Mass,0.03386,1.073,,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-430 c,1.75,,3.71,M-R relationship,0.4757,1.485,917.477,2015,Transit,Kepler
Kepler-1656 b,4.574,0.106,47.8,Mass,0.1974,1.1,185.875,2018,Transit,Kepler
Kepler-647 c,4.00135002,,15.1,M-R relationship,0.18291,1.54571,1087.87,2020,Transit,Kepler
Kepler-210 b,2.94,0.21,8.96,M-R relationship,0.032,0.65,232.75,2014,Transit,Kepler
OGLE-2006-BLG-109L c,11.1,,86.0,Mass,4.5,,1510.0,2008,Microlensing,OGLE
KMT-2016-BLG-1397L b,12.7,,2200.0,Mass,5.1,,6600.0,2018,Microlensing,KMTNet
KMT-2019-BLG-0253L b,2.99,,9.2,Mass,3.1,,4900.0,2022,Microlensing,KMTNet
KMT-2023-BLG-0548L b,13.1,,1086.97315194,Mass,6.85,,6830.0,2025,Microlensing,KMTNet
Kepler-1963 b,0.74437023,,0.337,M-R relationship,0.02915,0.979,492.847,2021,Transit,Kepler
Kepler-1517 b,9.76,2.79,68.7,M-R relationship,0.078,1.95,847.299,2016,Transit,Kepler
Kepler-1711 b,1.923,,4.36,M-R relationship,0.1463,1.034,590.268,2021,Transit,Kepler
MOA-2010-BLG-328L b,2.99,,9.2,Mass,0.92,,810.0,2013,Microlensing,MOA
MOA-2011-BLG-291L b,4.43,,18.0,Mass,0.69,,4400.0,2018,Microlensing,MOA
KMT-2018-BLG-1743L b,10.5,,77.86795971,Mass,1.449,,6483.0,2021,Microlensing,KMTNet
OGLE-2018-BLG-0516L b,4.73,,20.1,Mass,2.2,,7000.0,2022,Microlensing,OGLE
KMT-2023-BLG-0949L b,12.8,,1900.61387386,Mass,2.03,,6060.0,2025,Microlensing,KMTNet
KMT-2024-BLG-2059L b,2.54,,6.99222495,Mass,2.55,,6070.0,2025,Microlensing,KMTNet
Kepler-146 b,3.71,0.7,13.3,M-R relationship,0.2,1.208,716.797,2014,Transit,Kepler
Kepler-1468 d,3.33187146,,11.1,M-R relationship,0.1456,1.496,1899.24,2021,Transit,Kepler
Kepler-348 c,1.33,0.25,2.33,M-R relationship,0.138,1.359,570.783,2014,Transit,Kepler
Kepler-1641 c,2.95,0.98,9.01,M-R relationship,0.2065,1.19,860.37,2016,Transit,Kepler
Kepler-1641 b,3.11,1.13,9.85,M-R relationship,0.1473,1.19,860.37,2016,Transit,Kepler
Kepler-39 b,13.9,1.01,6388.1,Mass,0.164,1.4,1057.41,2011,Transit,Kepler
Kepler-174 c,1.49,0.09,2.83,M-R relationship,0.214,0.622,384.757,2014,Transit,Kepler
KMT-2023-BLG-1642L b,13.8,,343.25467956,Mass,1.41,,6980.0,2024,Microlensing,KMTNet
Kepler-1468 b,1.73,0.41,3.64,M-R relationship,0.0817,1.05,1899.24,2016,Transit,Kepler
Kepler-203 b,2.57,0.52,7.13,M-R relationship,0.043,1.114,703.302,2014,Transit,Kepler
Kepler-152 b,2.79,0.17,8.2,M-R relationship,0.124,0.724,441.09,2014,Transit,Kepler
OGLE-2015-BLG-0966L b,4.86,,21.0,Mass,2.7,,3300.0,2016,Microlensing,OGLE
MOA-2011-BLG-028L b,5.99,,30.0,Mass,4.14,,7380.0,2016,Microlensing,MOA
OGLE-2018-BLG-0383L b,2.41,,6.4,Mass,1.8,,7700.0,2022,Microlensing,OGLE
KMT-2021-BLG-1391L b,1.97,,4.55,Mass,2.29,,5720.0,2022,Microlensing,KMTNet
Kepler-195 c,1.55,0.57,3.02,M-R relationship,0.197,0.775,652.051,2014,Transit,Kepler
Kepler-880 c,2.87,0.58,8.6,M-R relationship,0.1216,2.599,601.324,2023,Transit,Kepler
Kepler-608 b,3.64,0.72,12.9,M-R relationship,0.0685,1.01,946.683,2016,Transit,Kepler
Kepler-1704 b,11.94877343,0.49319515,1322.16617312,Mass,2.027,1.697,835.455,2021,Transit,Kepler
Kepler-561 c,2.68,0.43,7.65,M-R relationship,0.05947,0.94,621.378,2016,Transit,Kepler
OGLE-2015-BLG-0051L b,14.0,,230.0,Mass,0.73,,8200.0,2016,Microlensing,OGLE
OGLE-2018-BLG-0740L b,12.9,,1500.0,Mass,5.0,,3200.0,2019,Microlensing,OGLE
OGLE-2017-BLG-1099L b,13.1,,959.84178914,Mass,2.73,,7250.0,2021,Microlensing,OGLE
KMT-2021-BLG-0748L b,14.3,,143.02278315,Mass,2.43,,6090.0,2022,Microlensing,KMTNet
TOI-2267 d,1.77,0.43,3.78,M-R relationship,0.0145,0.13,22.55,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1719 b,3.95000623,,14.8,M-R relationship,0.06868,1.775,905.406,2021,Transit,Kepler
Kepler-1254 c,1.3,0.07,2.24,M-R relationship,0.0422,0.75,622.818,2016,Transit,Kepler
Kepler-639 b,2.38,0.55,6.26,M-R relationship,0.09358,1.29,850.242,2016,Transit,Kepler
KMT-2016-BLG-0212L b,12.2,,5700.0,Mass,2.2,,6300.0,2018,Microlensing,KMTNet
KMT-2019-BLG-1552L b,13.0,,1287.20504835,Mass,2.6,,4600.0,2022,Microlensing,KMTNet
KMT-2024-BLG-0349L b,12.4,,3769.44490702,Mass,6.46,,5750.0,2026,Microlensing,KMTNet
Kepler-208 d,1.2,0.23,1.87,M-R relationship,0.103,1.314,775.328,2014,Transit,Kepler
Kepler-171 b,2.34,1.05,6.08,M-R relationship,0.05,0.839,863.855,2014,Transit,Kepler
Kepler-1525 b,0.91,0.06,0.693,M-R relationship,0.03557,1.04,382.989,2016,Transit,Kepler
Kepler-1645 b,1.78,0.43,3.82,M-R relationship,0.1285,1.02,1202.47,2016,Transit,Kepler
KMT-2018-BLG-1990L b,12.9,,111.0,Mass,0.763,,967.0,2019,Microlensing,KMTNet
KMT-2018-BLG-0247L b,13.4,,670.61793877,Mass,2.46,,6760.0,2022,Microlensing,KMTNet
Kepler-30 d,8.8,0.5,23.1,Mass,0.5,0.95,914.221,2012,Transit,Kepler
PSR B1257+12 d,1.8,,3.9,Mass,0.46,,600.0,1992,Pulsar Timing,Arecibo Observatory
OGLE-2016-BLG-0263L b,13.0,,1300.0,Mass,5.4,,6500.0,2017,Microlensing,OGLE
OGLE-2012-BLG-0026L c,13.9,,270.0,Mass,4.8,,4019.0,2012,Microlensing,OGLE
KMT-2018-BLG-2602L b,13.7,,365.50266805,Mass,3.81,,4310.0,2022,Microlensing,KMTNet
KMT-2016-BLG-1337L b,11.4,,88.99195396,Mass,3.97,,6920.0,2026,Microlensing,KMTNet
Kepler-220 d,0.98,0.06,0.904,M-R relationship,0.163,0.666,171.109,2014,Transit,Kepler
Kepler-1949 b,2.21964541,,5.56,M-R relationship,0.0352,1.454,2617.35,2021,Transit,Kepler
Kepler-695 b,9.21,0.71,62.3,M-R relationship,0.0374,0.8,842.947,2016,Transit,Kepler
Kepler-529 d,2.79502603,,8.22,M-R relationship,0.2134,1.189,799.008,2021,Transit,Kepler
OGLE-2005-BLG-390L b,2.21,,5.5,Mass,2.6,,6600.0,2005,Microlensing,OGLE
