pl_name,pl_rade,pl_radeerr1,pl_bmasse,pl_bmassprov,pl_orbsmax,st_rad,sy_dist,disc_year,discoverymethod,disc_facility
Kepler-220 b,0.81,0.05,0.457,M-R relationship,0.046,0.666,171.109,2014,Transit,Kepler
Kepler-1993 b,4.15,1.28,16.1,M-R relationship,0.1943,3.062,1031.91,2023,Transit,Kepler
Kepler-154 e,1.5,0.14,2.86,M-R relationship,0.04766,0.98,915.212,2016,Transit,Kepler
MOA-2009-BLG-387L b,13.2,,830.0,Mass,1.8,,5690.0,2010,Microlensing,MOA
OGLE-2018-BLG-1647L b,13.8,,308.29355479,Mass,1.36,,7880.0,2022,Microlensing,KMTNet
Kepler-154 c,2.95,0.62,9.01,M-R relationship,0.303,1.001,915.212,2014,Transit,Kepler
Kepler-390 c,0.79,0.08,0.418,M-R relationship,0.101,0.776,435.277,2014,Transit,Kepler
Kepler-967 c,3.65,0.15,12.9,M-R relationship,0.6253,0.8,568.546,2016,Transit,Kepler
Kepler-248 c,4.07,0.49,15.6,M-R relationship,0.123,0.831,738.792,2014,Transit,Kepler
Kepler-648 b,3.22,0.12,10.5,M-R relationship,0.13324,0.98,636.03,2016,Transit,Kepler
OGLE-2017-BLG-0406L b,14.2,,130.0,Mass,3.5,,5200.0,2020,Microlensing,OGLE
OGLE-2018-BLG-1367L b,13.8,,301.93698665,Mass,1.21,,5370.0,2022,Microlensing,KMTNet
OGLE-2018-BLG-0932L b,13.9,,282.86728223,Mass,1.75,,6620.0,2022,Microlensing,KMTNet
OGLE-2017-BLG-0364L b,10.3,,75.8,Mass,3.79,,7860.0,2024,Microlensing,OGLE
Gaia23braL b,13.5,,518.06030341,Mass,4.847,1.36181,4330.0,2026,Microlensing,European Space Agency (ESA) Gaia Satellite
Kepler-1814 c,1.76,0.13,3.75,M-R relationship,0.0133,0.823,726.346,2023,Transit,Kepler
Kepler-1588 b,0.76,0.11,0.363,M-R relationship,0.07419,0.99,924.141,2016,Transit,Kepler
Kepler-436 b,2.73,0.23,7.9,M-R relationship,0.339,0.697,588.867,2015,Transit,Kepler
KOI-3503 c,1.21,0.28,10.36,Mass,0.18688,1.255,887.064,2021,Transit,Kepler
Kepler-1491 c,2.44,0.39,6.53,M-R relationship,0.3045,1.389,2065.59,2023,Transit,Kepler
Kepler-158 c,1.9,0.3,4.27,M-R relationship,0.158,0.624,315.177,2014,Transit,Kepler
MOA-2011-BLG-293L b,12.9,,1500.0,Mass,1.1,,7720.0,2012,Microlensing,MOA
OGLE-2017-BLG-0173L b,1.62,,3.269,Mass,3.913,,4705.0,2018,Microlensing,OGLE
OGLE-2018-BLG-1269L b,14.1,,210.0,Mass,4.51,,2510.0,2020,Microlensing,OGLE
KMT-2021-BLG-0119L b,12.8,,1754.41280664,Mass,2.92,,3130.0,2022,Microlensing,KMTNet
Kepler-968 c,1.69,0.08,3.5,M-R relationship,0.052,0.7,290.324,2016,Transit,Kepler
Kepler-28 b,1.959,0.043,1.63,Mass,0.05687,0.664,438.359,2011,Transit,Kepler
Kepler-122 c,5.87,1.16,29.0,M-R relationship,0.108,1.216,1027.45,2014,Transit,Kepler
MOA-2008-BLG-379L b,13.0,,1300.0,Mass,2.7,,3300.0,2013,Microlensing,MOA
MOA-2022-BLG-091L b,13.0,,1141.00398113,Mass,3.44,,4250.0,2025,Microlensing,MOA
KMT-2023-BLG-2209L b,13.9,,254.2627256,Mass,3.51,,5570.0,2025,Microlensing,KMTNet
Kepler-1533 b,3.46,1.49,11.8,M-R relationship,0.93416,1.51,966.801,2016,Transit,Kepler
Kepler-558 b,2.37,0.17,6.21,M-R relationship,0.1759,0.81,661.876,2016,Transit,Kepler
Kepler-177 c,8.73,0.36,14.7,Mass,0.25655,1.324,1435.44,2013,Transit,Kepler
OGLE-2014-BLG-1722L b,8.59,,55.3,Mass,1.5,,6400.0,2018,Microlensing,OGLE
OGLE-2015-BLG-1609L b,10.4,,76.27881768,Mass,,,3300.0,2025,Microlensing,OGLE
Kepler-690 b,5.95,1.83,29.6,M-R relationship,0.081,1.16,1665.31,2016,Transit,Kepler
Kepler-46 b,9.057,0.471,1907.0,Mass,0.1968,0.938,777.06,2012,Transit,Kepler
Kepler-188 c,3.19,1.45,10.3,M-R relationship,0.066,1.141,968.544,2014,Transit,Kepler
Kepler-586 b,2.79,0.36,8.2,M-R relationship,0.0331,0.92,693.766,2016,Transit,Kepler
Kepler-245 d,3.03,0.21,21.6,Mass,0.202,0.795,861.527,2014,Transit,Kepler
OGLE-2013-BLG-0341L B b,1.16,,1.66,Mass,0.702,,911.0,2014,Microlensing,OGLE
KMT-2018-BLG-1976L b,13.3,,705.57906354,Mass,3.54,,5840.0,2021,Microlensing,KMTNet
KMT-2017-BLG-0428L b,2.23,,5.59,Mass,1.81,,5400.0,2023,Microlensing,KMTNet
KMT-2019-BLG-1806L b,2.0,,4.67,Mass,3.02,,6640.0,2023,Microlensing,KMTNet
OGLE-2014-BLG-0124L b,14.1,,206.58846455,Mass,3.48,,3500.0,2015,Microlensing,OGLE
Kepler-1616 b,1.02,0.47,1.04,M-R relationship,0.07318,1.34,1137.81,2016,Transit,Kepler
Kepler-362 b,0.88,0.38,0.615,M-R relationship,0.087,0.722,1090.51,2014,Transit,Kepler
Kepler-612 b,2.84,0.66,8.45,M-R relationship,0.0452,0.96,1445.53,2016,Transit,Kepler
Kepler-81 c,2.37,0.37,4.3,Mass,0.08347,0.59,348.291,2012,Transit,Kepler
OGLE-2013-BLG-1761L b,13.2,,860.0,Mass,1.8,,6900.0,2017,Microlensing,OGLE
KMT-2016-BLG-1105L b,1.33,,2.32,Mass,2.44,,5080.0,2023,Microlensing,KMTNet
TOI-5573 b,9.75,0.47,112.0,Mass,0.0712,0.594,186.562,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1144 b,1.99,0.3,4.62,M-R relationship,0.1291,0.96,1140.57,2016,Transit,Kepler
Kepler-172 e,2.76,0.56,8.05,M-R relationship,0.211,1.085,828.592,2014,Transit,Kepler
Kepler-694 b,2.8,0.52,8.25,M-R relationship,0.0659,0.95,1023.06,2016,Transit,Kepler
K2-108 b,5.33,0.21,59.4,Mass,0.0581,1.76,477.295,2017,Transit,K2
TOI-201 d,1.39,0.07,5.8,Mass,0.0698,1.31,113.825,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-373 b,1.36,0.67,2.42,M-R relationship,0.06,0.845,1090.45,2014,Transit,Kepler
Kepler-377 c,2.06,0.39,4.9,M-R relationship,0.182,1.224,823.804,2014,Transit,Kepler
Kepler-444 d,0.53,0.022,0.2,Mass,0.06,0.752,36.4396,2015,Transit,Kepler
Kepler-1649 b,1.017,0.051,1.03,M-R relationship,0.0514,0.2317,92.1913,2017,Transit,Kepler
Kepler-179 c,2.0,0.81,4.66,M-R relationship,0.064,0.759,605.68,2014,Transit,Kepler
K2-179 b,2.51267885,0.16431084,6.86,M-R relationship,,0.768067,190.81,2018,Transit,K2
Kepler-219 d,2.81,0.48,19.1,Mass,0.272,1.491,787.07,2014,Transit,Kepler
Kepler-50 b,1.71,0.05,8.9,Mass,0.077,1.58,250.11,2012,Transit,Kepler
Kepler-1787 b,2.31898181,,5.99,M-R relationship,0.227,0.925,778.602,2021,Transit,Kepler
Kepler-1542 b,0.76,0.11,0.363,M-R relationship,0.04765,0.99,399.114,2016,Transit,Kepler
Kepler-1444 b,2.18,0.41,5.39,M-R relationship,0.20906,1.05,319.675,2016,Transit,Kepler
Kepler-1997 b,2.28,0.72,5.82,M-R relationship,0.1815,1.052,1502.34,2023,Transit,Kepler
Kepler-241 b,2.33,1.03,6.04,M-R relationship,0.094,0.668,512.0,2014,Transit,Kepler
Kepler-1624 b,6.59,0.17,35.3,M-R relationship,0.0327,0.552,258.979,2016,Transit,Kepler
K2-168 b,1.86,0.24,4.12,M-R relationship,,0.83,243.935,2018,Transit,K2
K2-119 b,2.53,0.2,6.94,M-R relationship,0.0698,0.71,365.581,2017,Transit,K2
Kepler-730 c,1.56926,0.134508,3.09,M-R relationship,0.03997,1.411,1935.04,2018,Transit,Kepler
TOI-5319 b,2.83,0.57,8.4,M-R relationship,0.0506,0.485,61.171,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 80883 b,12.8,,1748.0562385,Mass,6.462,0.814842,34.6011,2022,Radial Velocity,Multiple Observatories
Kepler-1585 b,1.79,0.25,3.86,M-R relationship,0.0445,0.91,944.465,2016,Transit,Kepler
Kepler-1961 b,1.6187808,,3.25,M-R relationship,0.0588,0.777,1042.45,2021,Transit,Kepler
Kepler-1446 b,0.82,0.04,0.477,M-R relationship,0.01405,0.75,152.075,2016,Transit,Kepler
Kepler-342 c,1.96,0.35,4.5,M-R relationship,0.185,1.472,781.611,2014,Transit,Kepler
K2-121 b,7.16,0.12,51.0,Mass,0.0525,0.675,169.398,2017,Transit,K2
Kepler-279 e,4.13,0.69,56.0,Mass,0.439,1.43,1037.4,2025,Transit,Kepler
KOI-3680 b,11.09691,0.67254,613.4119,Mass,0.534,0.96,921.986,2018,Transit,Kepler
Kepler-1638 b,1.87,0.33,4.16,M-R relationship,0.745,0.95,1525.52,2016,Transit,Kepler
K2-146 b,2.05,0.06,5.77,Mass,0.0248,0.33,79.3002,2018,Transit,K2
Kepler-677 b,5.38,1.17,25.0,M-R relationship,0.067,0.99,1954.08,2016,Transit,Kepler
TOI-5344 b,10.60369574,0.23538859,130.94530368,Mass,0.04041,0.588,138.367,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1811 b,3.84829873,,14.1,M-R relationship,0.3462,1.19,1390.56,2021,Transit,Kepler
Kepler-481 b,2.5,0.37,6.8,M-R relationship,0.08926,1.09,813.724,2016,Transit,Kepler
Kepler-375 c,2.65,0.96,7.51,M-R relationship,0.141,0.837,1238.81,2014,Transit,Kepler
Kepler-113 c,2.18,0.06,8.7,Mass,0.07796,0.69,262.351,2014,Transit,Kepler
Kepler-9 b,8.29,0.54,43.4,Mass,0.143,0.958,628.257,2010,Transit,Kepler
Kepler-1590 b,1.14,0.34,1.55,M-R relationship,0.07116,1.16,771.152,2016,Transit,Kepler
Kepler-1514 b,12.419572,0.257807,1678.1424,Mass,0.753,1.289,397.292,2016,Transit,Kepler
Kepler-175 b,2.56,1.28,7.08,M-R relationship,0.105,1.01,1312.34,2014,Transit,Kepler
K2-83 b,1.244,0.098,2.08,M-R relationship,0.03014,0.424,125.529,2016,Transit,K2
Kepler-231 c,1.93,0.19,24.1,Mass,0.114,0.49,316.618,2014,Transit,Kepler
Kepler-1683 b,1.87477762,,4.17,M-R relationship,0.1182,0.900327,733.143,2020,Transit,Kepler
Kepler-1653 b,2.17,0.16,5.35,M-R relationship,0.4706,0.693,755.0,2017,Transit,Kepler
Kepler-150 c,3.69,0.59,13.2,M-R relationship,0.073,0.939,891.092,2014,Transit,Kepler
Kepler-239 b,2.33,0.15,6.04,M-R relationship,0.095,0.763,648.109,2014,Transit,Kepler
Kepler-343 c,2.02,0.38,4.74,M-R relationship,0.167,1.433,927.193,2014,Transit,Kepler
TOI-5380 b,3.48093238,0.4044094,11.9,M-R relationship,,1.5621,286.781,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1022 b,2.36,0.08,6.17,M-R relationship,0.0805,0.68,420.042,2016,Transit,Kepler
Kepler-354 b,1.84,0.58,4.04,M-R relationship,0.054,0.674,554.064,2014,Transit,Kepler
Kepler-1434 b,1.11,0.21,1.41,M-R relationship,0.0917,2.04,775.529,2016,Transit,Kepler
Kepler-1593 b,3.17,0.3,10.2,M-R relationship,0.55494,0.77,638.249,2016,Transit,Kepler
Kepler-1453 b,2.67,0.44,7.61,M-R relationship,0.262,0.94,1196.04,2016,Transit,Kepler
Kepler-1989 b,4.62,1.37,19.3,M-R relationship,0.0918,1.06,1252.13,2023,Transit,Kepler
K2-122 b,1.16,0.1,1.65,M-R relationship,0.0373,0.59,72.0444,2017,Transit,K2
Kepler-1046 b,1.71,0.12,3.57,M-R relationship,0.11858,1.04,721.534,2016,Transit,Kepler
Kepler-122 b,2.34,0.46,6.08,M-R relationship,0.064,1.216,1027.45,2014,Transit,Kepler
Kepler-1907 c,1.15547044,,1.63,M-R relationship,0.10371,0.8,292.111,2021,Transit,Kepler
Kepler-1594 b,1.06,0.26,1.2,M-R relationship,0.0396,1.08,976.868,2016,Transit,Kepler
Kepler-80 b,2.67,0.1,6.93,Mass,0.0648,0.678,369.451,2012,Transit,Kepler
Kepler-438 b,1.12,0.16,1.46,M-R relationship,0.166,0.52,195.94287175,2015,Transit,Kepler
Kepler-1455 b,2.16,0.15,5.31,M-R relationship,0.2149,0.6,357.621,2016,Transit,Kepler
Kepler-1490 b,3.04,0.37,9.48,M-R relationship,0.3729,0.87,862.92,2016,Transit,Kepler
Kepler-700 b,5.99,0.91,30.0,M-R relationship,0.3577,0.96,1491.76,2016,Transit,Kepler
K2-345 b,2.11,0.2,5.1,M-R relationship,,0.52,162.408,2021,Transit,K2
Kepler-1133 b,1.97,0.24,4.54,M-R relationship,0.0983,0.9,753.135,2016,Transit,Kepler
Kepler-1953 b,1.28574667,,2.2,M-R relationship,0.0607,0.707,605.631,2021,Transit,Kepler
Kepler-53 b,2.89,,111.0,Mass,0.1361,0.89,1366.07,2012,Transit,Kepler
Kepler-1518 b,3.05,0.92,9.53,M-R relationship,0.0593,1.88,903.51,2016,Transit,Kepler
Kepler-251 b,1.33,0.24,2.33,M-R relationship,0.053,0.89,924.625,2014,Transit,Kepler
Kepler-370 c,1.91,0.89,4.31,M-R relationship,0.14,0.9,1167.94,2014,Transit,Kepler
Kepler-1161 b,2.13,0.5,5.18,M-R relationship,0.0784,0.57,547.726,2016,Transit,Kepler
Kepler-1184 b,2.68,0.6,7.65,M-R relationship,0.2863,1.07,1157.84,2016,Transit,Kepler
Kepler-1181 c,1.83,0.64,4.01,M-R relationship,0.0928,1.347,938.417,2023,Transit,Kepler
Kepler-1599 b,1.62,0.33,3.26,M-R relationship,0.4823,0.99,1328.2,2016,Transit,Kepler
Kepler-442 b,1.34,0.11,2.36,M-R relationship,0.409,0.598,365.965,2015,Transit,Kepler
Kepler-1185 b,1.33,0.08,2.33,M-R relationship,0.4297,0.87,459.273,2016,Transit,Kepler
K2-181 b,2.69,0.21,7.7,M-R relationship,0.0706,1.06,360.911,2018,Transit,K2
Kepler-31 d,3.9,0.8,2161.244,Mass,0.4,1.22,1664.64,2014,Transit,Kepler
Kepler-1070 b,1.73,0.81,3.64,M-R relationship,0.06753,1.32,939.001,2016,Transit,Kepler
Kepler-1162 b,2.21,0.5,5.52,M-R relationship,0.19,0.84,940.211,2016,Transit,Kepler
Kepler-1560 b,0.89,0.18,0.64,M-R relationship,0.04175,1.02,502.497,2016,Transit,Kepler
Kepler-1702 b,1.60190793,,3.2,M-R relationship,0.1275,0.725742,857.14,2020,Transit,Kepler
Kepler-1621 b,2.16,0.8,5.31,M-R relationship,0.4204,1.24,1631.66,2016,Transit,Kepler
Kepler-240 c,2.2,0.89,102.3,Mass,0.074,0.739,746.927,2014,Transit,Kepler
Kepler-1972 c,0.868,0.051,2.11,Mass,0.10493,1.384,287.339,2022,Transit,Kepler
K2-278 b,2.98,0.23,9.17,M-R relationship,0.0488,1.61,786.439,2018,Transit,K2
Kepler-42 d,0.57,0.18,0.357785,Mass,0.0154,0.17,40.0595,2011,Transit,Kepler
Kepler-1050 b,1.6,0.48,3.19,M-R relationship,0.12353,1.13,490.488,2016,Transit,Kepler
Kepler-1001 b,3.15,0.34,10.1,M-R relationship,0.11147,0.88,928.978,2016,Transit,Kepler
Kepler-478 b,2.71,0.09,7.8,M-R relationship,0.1032,0.8,420.0,2016,Transit,Kepler
Kepler-1164 b,1.12,0.04,1.46,M-R relationship,0.04635,0.79,431.622,2016,Transit,Kepler
Kepler-692 b,3.11,0.37,9.85,M-R relationship,0.1495,0.86,991.336,2016,Transit,Kepler
Kepler-1464 c,1.0,0.22,0.972,M-R relationship,0.06101,1.01,1151.73,2016,Transit,Kepler
K2-268 c,2.69,0.77,7.7,M-R relationship,0.0819,0.78,327.783,2018,Transit,K2
Kepler-594 b,2.18,0.22,5.39,M-R relationship,0.1089,0.87,769.2,2016,Transit,Kepler
Kepler-23 c,3.005,0.074,7.81,Mass,0.09501,1.548,835.756,2011,Transit,Kepler
Kepler-150 b,1.25,0.19,2.1,M-R relationship,0.044,0.939,891.092,2014,Transit,Kepler
Kepler-199 b,3.11,0.56,9.85,M-R relationship,0.158,0.967,521.054,2014,Transit,Kepler
Kepler-1499 b,1.19,0.25,1.81,M-R relationship,0.23225,0.78,309.869,2016,Transit,Kepler
Kepler-1498 b,1.33,0.11,2.33,M-R relationship,0.2528,0.81,740.0,2016,Transit,Kepler
Kepler-611 b,1.65,0.51,3.36,M-R relationship,0.0351,1.01,1395.56,2016,Transit,Kepler
TOI-5502 b,4.1287378,0.39975161,15.9,M-R relationship,,1.32375,248.654,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1141 b,0.82,0.12,0.477,M-R relationship,0.03496,1.07,393.642,2016,Transit,Kepler
Kepler-1073 b,2.3,0.49,5.9,M-R relationship,0.0805,1.0,809.897,2016,Transit,Kepler
Kepler-1170 b,2.41,0.19,6.39,M-R relationship,0.088,0.76,1050.45,2016,Transit,Kepler
Kepler-157 d,1.46,0.16,2.73,M-R relationship,0.0706,1.03,773.713,2016,Transit,Kepler
Kepler-549 c,2.93,0.25,8.91,M-R relationship,0.45332,0.84,635.145,2016,Transit,Kepler
Kepler-688 b,9.76,1.76,68.7,M-R relationship,0.046,0.96,1357.75,2016,Transit,Kepler
Kepler-632 b,2.21,0.33,5.52,M-R relationship,0.1885,0.84,349.0,2016,Transit,Kepler
Kepler-1502 b,3.18,1.12,10.2,M-R relationship,0.2482,1.72,1514.02,2016,Transit,Kepler
Kepler-253 b,1.63,0.67,3.29,M-R relationship,0.046,0.786,838.595,2014,Transit,Kepler
Kepler-1119 b,1.92,0.63,4.35,M-R relationship,0.0812,1.17,1757.23,2016,Transit,Kepler
Kepler-543 b,2.5,0.12,6.8,M-R relationship,0.1023,0.67,221.802,2016,Transit,Kepler
Kepler-693 b,10.18,0.5,73.8,M-R relationship,0.1121,0.72,1151.51,2016,Transit,Kepler
Kepler-1710 b,3.19744103,,3.49494179,Msini,0.11583,0.899,305.193,2021,Transit,Kepler
Kepler-1928 b,1.992,0.133,4.63,M-R relationship,0.194,0.92,326.362,2021,Transit,Kepler
Kepler-1999 b,3.29,0.26,10.8,M-R relationship,0.0713,0.628,701.255,2023,Transit,Kepler
KOI-7368 b,2.22,0.12,5.56,M-R relationship,0.0678,0.874,264.995,2022,Transit,Kepler
K2-198 b,4.189,0.228,16.3,M-R relationship,,0.757,110.567,2018,Transit,K2
Kepler-227 c,3.04,1.53,9.48,M-R relationship,0.29,1.091,1083.06,2014,Transit,Kepler
Kepler-26 d,1.07,0.06,1.24,M-R relationship,0.039,0.571,335.307,2014,Transit,Kepler
KELT-17 b,17.093725,0.728585,416.3573,Mass,0.04881,1.645,226.5,2016,Transit,KELT
IC 4651 9122 b,12.7,,2002.329,Msini,2.038,10.267424,859.324,2018,Radial Velocity,La Silla Observatory
GJ 229 b,3.97,,14.93793513,Msini,1.086,0.46,5.75624,2014,Radial Velocity,Multiple Observatories
GJ 180 c,2.41,,6.4,Msini,0.129,0.413049,11.9407,2014,Radial Velocity,Multiple Observatories
HD 68988 c,12.2,,4776.96095721,Mass,13.2,1.255733,60.8447,2021,Radial Velocity,Multiple Observatories
KIC 5479689 b,14.2,,158.9142035,Msini,,0.894,454.95,2021,Orbital Brightness Modulation,Kepler
HD 93385 b,1.88,,4.2,Msini,0.0756,1.18484,43.3475,2021,Radial Velocity,La Silla Observatory
Kepler-294 c,2.71,1.27,7.8,M-R relationship,0.071,0.976,1357.01,2014,Transit,Kepler
TOI-4311 c,2.47,0.12,13.58,Mass,0.1116,0.8441,134.988,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-118 b,16.14096,0.403524,163.36462,Mass,0.05453,1.696,376.658,2016,Transit,SuperWASP
TAP 26 b,13.5,,527.5978,Msini,0.0968,1.17,121.402,2017,Radial Velocity,Multiple Facilities
HD 92788 c,13.0,,1166.4361,Msini,10.5,1.14,34.6538,2019,Radial Velocity,La Silla Observatory
GJ 422 b,3.33,,11.07,Msini,0.111,0.370328,12.6631,2014,Radial Velocity,Multiple Observatories
GJ 414 A c,8.4,3.6,53.83,Msini,1.4,0.68,11.8893,2021,Radial Velocity,W. M. Keck Observatory
TOI-3593 b,11.02963701,0.31385146,565.73456446,Mass,0.0481,0.918,226.63,2025,Transit,Transiting Exoplanet Survey Satellite (TESS)
WASP-195 b,10.31226224,0.56044903,33.05415433,Mass,0.063,1.578,484.852,2025,Transit,SuperWASP
TOI-4529 b,1.77,0.09,4.9,Mass,,0.48,28.384,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 27631 b,13.5,,495.81231492,Mass,3.242,0.923,50.2862,2012,Radial Velocity,La Silla Observatory
Wolf 503 b,2.043,0.069,6.26,Mass,0.05706,0.689,44.526,2018,Transit,K2
WASP-183 b,16.47723,10.53646,159.55066,Mass,0.04632,0.871,325.377,2019,Transit,SuperWASP
Kepler-1747 b,4.26508,,16.8,M-R relationship,0.066,0.865,1321.38,2021,Transit,Kepler
Kepler-906 b,2.11,0.1,5.1,M-R relationship,0.22363,1.02,757.791,2016,Transit,Kepler
TOI-4551 b,11.85910158,1.23298788,473.56432643,Mass,0.0994,3.55,215.986,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 98649 b,12.5,,3082.9355479,Mass,5.97,1.01,42.1727,2012,Radial Velocity,La Silla Observatory
Kepler-780 b,0.89,0.09,0.64,M-R relationship,0.015,1.02,557.652,2016,Transit,Kepler
NGTS-16 b,14.57167491,1.45716749,211.99154747,Mass,0.0523,1.213,898.168,2021,Transit,Next-Generation Transit Survey (NGTS)
TOI-1634 b,1.759,0.058,4.9,Mass,0.01544,0.45,35.2736,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-275 b,2.34,0.45,6.08,M-R relationship,0.098,1.383,2034.25,2014,Transit,Kepler
Kepler-121 c,2.27,1.25,5.77,M-R relationship,0.216,0.701,510.523,2014,Transit,Kepler
TOI-4342 c,2.349,0.094,4.8,Mass,0.0804,0.598,61.5204,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-168 b,1.46,0.66,2.73,M-R relationship,0.056,1.107,1343.6,2014,Transit,Kepler
Kepler-471 b,14.96,5.42,,Msini,0.0626,1.8,1249.41,2016,Transit,Kepler
HD 42012 b,13.5,,508.528,Msini,1.67,0.82,36.7984,2017,Radial Velocity,Haute-Provence Observatory
Qatar-10 b,17.295487,0.44836,233.92288,Mass,0.0286,1.254,559.068,2019,Transit,Qatar
GJ 720 A b,3.77,,13.64,Msini,0.119,0.56,15.5575,2021,Radial Velocity,Roque de los Muchachos Observatory
HD 137496 b,1.31,0.06,4.04,Mass,0.02732,1.59,155.317,2021,Transit,K2
K2-389 b,2.33,0.12,6.04,M-R relationship,,1.094,259.208,2022,Transit,K2
Kepler-17 b,14.68,0.22,778.65,Mass,0.02591,1.01034,720.753,2011,Transit,Kepler
Kepler-176 b,1.43,0.73,290.537,Mass,0.058,0.891,527.321,2014,Transit,Kepler
NN Ser d,13.3,,724.622,Mass,3.39,,515.818,2010,Eclipse Timing Variations,Multiple Observatories
HD 214823 b,12.1,,5914.78665427,Mass,3.08,2.04,101.368,2016,Radial Velocity,Haute-Provence Observatory
Kepler-761 b,2.03,0.25,4.78,M-R relationship,0.0874,0.93,830.707,2016,Transit,Kepler
TOI-216.01,10.1,0.2,177.98390792,Mass,0.2069,0.748,177.945,2019,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-1259 A b,11.6,0.2,141.0,Mass,0.0408,0.715,118.106,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-107 e,2.903,0.035,14.1,Mass,0.12638,1.447,525.997,2014,Transit,Kepler
Kepler-450 c,2.62,0.14,12.5,Mass,0.13351,1.64162,455.982,2015,Transit,Kepler
TOI-4578 b,2.26974262,0.28541935,5.77,M-R relationship,,0.878735,182.249,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
HD 1605 b,13.8,,296.85322,Msini,1.492,3.49,88.8047,2015,Radial Velocity,Multiple Observatories
HD 210193 b,14.3,,153.1,Msini,1.487,1.05971,42.2029,2019,Radial Velocity,Las Campanas Observatory
HD 108236 c,2.071,0.052,4.94,M-R relationship,0.062,0.877,64.5978,2020,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-392 b,1.85,0.161,4.08,M-R relationship,,1.058,406.985,2022,Transit,K2
TOI-4145 A b,13.30506009,0.35868738,136.66621501,Mass,0.04823,0.859,205.387,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
TOI-4379 b,16.69017226,0.88550948,353.74301699,Mass,,1.976,645.158,2024,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-1663 b,3.30395896,,10.9,M-R relationship,0.1072,0.62859,337.926,2020,Transit,Kepler
Kepler-273 c,1.98,1.15,4.58,M-R relationship,0.073,0.815,713.964,2014,Transit,Kepler
GJ 3138 c,1.88,,4.18,Msini,0.057,0.5,28.4712,2017,Radial Velocity,La Silla Observatory
K2-291 b,1.589,0.095,6.49,Mass,0.03261,0.899,90.0562,2019,Transit,K2
HD 39855 b,2.85,,8.5,Msini,0.041,0.744665,23.2599,2019,Radial Velocity,Las Campanas Observatory
HIP 90988 b,13.4,,668.07531151,Msini,1.36,3.94,94.0349,2021,Radial Velocity,Multiple Observatories
TOI-558 b,12.17295304,0.45956821,1147.36054927,Mass,0.1291,1.496,402.63,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
GPX-1 b,16.47720163,1.12089807,6261.2196179,Mass,0.0338,1.56,655.013,2021,Transit,Acton Sky Portal Observatory
TOI-3819 b,13.13692538,0.40352331,352.78953177,Mass,0.04611,1.538,558.141,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-181 b,1.27,0.62,2.15,M-R relationship,0.04,0.749,609.283,2014,Transit,Kepler
K2-38 c,2.29,0.26,8.3,Mass,0.09514,1.06,192.69,2016,Transit,K2
HD 224538 b,12.7,,2075.73732612,Mass,2.375,1.54,79.0608,2016,Radial Velocity,Multiple Observatories
GJ 273 b,1.51,,2.89,Msini,0.091101,0.293,5.921535,2017,Radial Velocity,La Silla Observatory
K2-292 b,2.63,0.11,24.5,Mass,0.13,1.09,114.293,2019,Transit,K2
GJ 4276 b,4.22,,16.57,Msini,0.082,0.407,21.3362,2019,Radial Velocity,Calar Alto Observatory
HD 102843 b,13.1,,113.9,Msini,4.074,0.961488,62.758,2019,Radial Velocity,Las Campanas Observatory
Kepler-271 b,1.23,0.08,2.04,M-R relationship,0.08784,0.87,404.542,2014,Transit,Kepler
CFHTWIR-Oph 98 b,20.8487041,0.56044903,2479.0615746,Mass,200.0,0.245,,2020,Imaging,Hubble Space Telescope
TOI-1431 b,16.70138124,0.56044903,991.62462984,Mass,0.046,1.92,148.925,2021,Transit,Transiting Exoplanet Survey Satellite (TESS)
K2-395 c,3.395,0.28,11.4,M-R relationship,,0.783,286.727,2022,Transit,K2
TOI-4406 b,11.2089807,0.22417961,95.3485221,Mass,0.201,1.29,261.834,2023,Transit,Transiting Exoplanet Survey Satellite (TESS)
Kepler-149 d,3.96,0.68,14.9,M-R relationship,0.571,0.953,571.034,2014,Transit,Kepler
TOI-4405 b,2.55505441,0.27294816,7.06,M-R relationship,,0.687025,155.501,2026,Transit,Transiting Exoplanet Survey Satellite (TESS)
