pl_name,st_teff,st_rad,pl_orbsmax,pl_rade,pl_eqt,discoverymethod
G 268-110 b,,,0.01283,,534.0,Radial Velocity
Kepler-1406 b,5892.0,1.12,,1.1,,Transit
Kepler-282 c,5602.0,0.904,0.106,1.2,,Transit
Kepler-449 c,5649.18,,,2.764,,Transit
iot Dra b,4504.0,11.79,1.453,,,Radial Velocity
Kepler-336 b,5867.0,1.304,0.033,1.02,,Transit
K2-183 c,5482.0,0.87,,2.3,,Transit
Kepler-786 b,4838.0,0.74,,2.43,,Transit
Kepler-553 b,5191.0,0.902,0.04766,4.74139884,1089.0,Transit
Kepler-1799 b,5831.0,0.921,,4.12801189,,Transit
Kepler-1498 b,5256.0,0.81,,1.33,,Transit
Kepler-1315 c,4818.0,0.856,,1.84398883,,Transit
Kepler-1392 b,5479.0,0.85,,1.96,,Transit
K2-73 b,5867.0,1.058,,2.58,968.0,Transit
Kepler-604 b,5890.0,1.03,,2.59,,Transit
KOI-134 b,6160.0,1.667,0.363,12.03844527,659.0,Transit
K2-389 b,5773.0,1.094,,2.33,932.0,Transit
HD 111591 b,4884.0,8.03,2.5,,,Radial Velocity
HD 217107 b,,1.2245,0.07359,,,Radial Velocity
HAT-P-19 b,4962.0,0.773,0.04599,11.29865255,981.2,Transit
HD 63433 b,5553.0,0.934,,2.14,967.11,Transit
TOI-1853 b,4985.0,0.808,0.0213,3.46,1479.0,Transit
Gl 686 b,3656.0,0.427,0.091,,,Radial Velocity
K2-248 b,5528.0,0.92,0.0699,2.57,886.0,Transit
K2-354 b,3669.0,0.41,,1.56,543.0,Transit
K2-84 c,5652.0,0.93,0.1768,2.03,,Transit
TOI-4551 b,4896.0,3.55,0.0994,11.85910158,,Transit
Kepler-326 d,5105.0,0.801,0.066,1.21,,Transit
Kepler-735 b,5107.0,0.8,,2.95,,Transit
Kepler-923 b,5988.0,1.26,,1.38,,Transit
HAT-P-43 b,5693.0,1.08,0.0444,13.63,1353.0,Transit
WASP-101 b,6380.0,1.31,,16.02887,,Transit
Kepler-255 c,5573.0,0.933,0.092,2.99,,Transit
Kepler-872 b,5902.0,1.08,,1.99,,Transit
TOI-1758 b,5169.0,0.81,0.141409,3.62,,Transit
TOI-5704 b,4590.0,0.7575,,3.2274,949.07,Transit
Kepler-981 b,5718.0,0.96,,2.31,,Transit
Kepler-1332 b,5581.0,0.9,,1.37,,Transit
KELT-2 A b,6327.0,1.93,,15.13215,,Transit
Kepler-250 b,5160.0,0.805,0.048,1.13,,Transit
Kepler-886 b,6098.0,1.16,,1.52,,Transit
Kepler-1195 b,4965.0,0.71,,2.08,,Transit
Kepler-668 b,5352.0,0.82,,2.7,,Transit
Kepler-1610 b,5383.0,0.87,,1.61,,Transit
TOI-5592 b,6237.0,1.393,0.03935,17.14974047,1789.0,Transit
KIC 9663113 b,6065.0,1.03,,4.6,,Transit
HIP 107773 b,4945.0,11.6,0.72,,,Radial Velocity
Kepler-734 b,5326.0,0.78,,3.56,,Transit
K2-199 b,4491.0,0.682,0.0382,1.73,913.0,Transit
Kepler-1125 b,5683.0,0.94,,1.84,,Transit
Kepler-112 b,5544.0,0.841,0.076,2.36,,Transit
TOI-2338 b,5581.0,1.05,0.158,11.2089807,799.0,Transit
Kepler-249 b,3568.0,0.482,0.035,1.09,,Transit
Kepler-241 c,4699.0,0.668,0.189,2.57,,Transit
TIC 38828280 b,5046.63,0.741147,,2.62701629,,Transit
K2-374 c,5789.0,0.907,,2.213,,Transit
Kepler-221 b,5243.0,0.821,0.037,1.71,,Transit
Kepler-1000 b,6453.0,1.51,,4.76,,Transit
NGC 2682 YBP 1514 b,5725.0,,,,,Radial Velocity
HD 116029 b,4819.0,4.89,1.65,,,Radial Velocity
Kepler-1767 b,5243.0,0.831,,3.01299077,,Transit
Kepler-1639 b,6150.0,1.18,,2.58,,Transit
PSR B1620-26 b,,,23.0,,,Pulsar Timing
Proxima Cen b,2900.0,0.141,0.04848,,218.0,Radial Velocity
TOI-1422 c,,,0.205,2.61,628.0,Radial Velocity
Kepler-246 c,5206.0,0.831,0.095,1.5,,Transit
Kepler-40 b,6510.0,2.13,0.08,13.11,1620.0,Transit
TIC 434398831 b,5638.0,0.909,0.04641,3.51,1250.0,Transit
HD 89744 b,6291.0,,0.917,,,Radial Velocity
KMT-2018-BLG-1292L b,,,6.03,,,Microlensing
GSC 06214-00210 b,4200.0,,320.0,,2300.0,Imaging
GJ 887 b,3688.0,0.468,0.0683,,426.0,Radial Velocity
HD 219828 c,,,5.657,,,Radial Velocity
HD 222155 b,5701.0,1.85,5.14,,,Radial Velocity
HD 224538 b,,,2.375,,,Radial Velocity
TOI-5624 d,5327.0,0.82,0.1067,3.584,712.6,Transit
Kepler-54 d,4252.0,0.554,0.126,1.53,,Transit
TOI-2449 b,6021.0,1.065,0.45,11.24,400.0,Transit
TIC 142589416 b,4396.27,0.713832,,2.67899519,,Transit
Kepler-101 b,5667.0,1.56,0.0474,5.77,1513.0,Transit
Kepler-195 b,5329.0,0.775,0.077,2.03,,Transit
Kepler-727 b,5441.0,0.86,,2.53,,Transit
Kepler-763 b,5166.0,0.8,,1.22,,Transit
TOI-954 b,5710.0,1.892,0.04963,9.550068,1526.0,Transit
HD 95338 b,5097.0,0.868,,4.27174254,,Radial Velocity
HD 13724 c,,,0.534,,,Radial Velocity
Kepler-928 b,4700.0,0.7,,1.59,,Transit
TOI-7155 b,4673.03,0.670748,,2.40821473,,Transit
Kepler-1879 b,5865.0,1.388,,2.06512018,,Transit
TOI-1694 c,5005.0,0.812,0.974,,222.0,Radial Velocity
TOI-6223 b,3895.0,0.576,0.04018,5.07,714.0,Transit
Kepler-1295 b,5486.0,0.89,,1.55,,Transit
Kepler-1319 b,3655.0,0.54,,1.34,,Transit
WASP-154 b,4774.0,0.823,0.044,10.76062147,994.0,Transit
K2-126 b,4339.0,0.65,0.0656,1.97,601.0,Transit
Kepler-49 c,4095.6,0.618,,2.444,,Transit
Kepler-1536 b,4434.0,0.67,,3.14,,Transit
TOI-1669 c,5497.0,1.0561,0.0376,2.2963977,1285.16,Transit
HD 48948 b,4593.0,0.679,0.0652,,957.0,Radial Velocity
Kepler-729 b,5633.0,0.91,,3.58,,Transit
Kepler-1669 d,4224.0,0.603,0.0468,1.22,669.0,Transit
TOI-3023 b,5760.0,1.668,0.0505,16.43236571,1596.0,Transit
K2-110 b,5010.0,0.713,0.10207,2.592,638.0,Transit
K2-46 b,6256.0,1.29,0.13821,2.05,,Transit
HAT-P-63 b,5400.0,0.9661,0.04294,12.5428494,1237.0,Transit
Kepler-967 b,5178.0,0.8,,2.35,,Transit
Kepler-292 b,5299.0,0.826,0.035,1.32,,Transit
HIP 39017 b,,,22.1,,,Imaging
Kepler-245 d,5100.0,0.795,0.202,3.03,,Transit
HD 215497 b,5110.0,0.85,0.05,,,Radial Velocity
Kepler-180 b,5731.0,1.063,0.109,1.5,,Transit
Kepler-1632 b,6137.0,1.19,,2.47,,Transit
Kepler-37 e,,0.772,,,,Transit Timing Variations
KOINTREAU-4 b,,,182.0,,,Imaging
GJ 163 b,,,0.0607,,,Radial Velocity
Kepler-101 c,5667.0,1.56,0.0684,1.25,1413.0,Transit
K2-231 b,5695.0,0.95,,2.5,,Transit
WASP-144 b,5200.0,0.81,0.0316,9.52765,1260.0,Transit
TIC 88692598 b,3483.17,0.532473,,1.81295951,,Transit
HD 171028 b,5671.0,2.47,1.32,,,Radial Velocity
Kepler-848 b,5695.0,1.2,,1.7,,Transit
HD 111998 b,,,1.91,,,Radial Velocity
ITG 15 b,,,435.0,,2601.0,Imaging
HD 164595 b,5790.0,,0.23,,,Radial Velocity
Kepler-1942 b,5834.0,0.797,,2.1170287,,Transit
Kepler-228 c,6043.0,1.014,0.052,2.7,,Transit
Kepler-975 c,4883.0,1.667,0.0567,10.69,1168.0,Transit
Kepler-358 b,5908.0,0.954,0.21,2.72,,Transit
Kepler-625 b,5789.0,0.96,,1.99,,Transit
Kepler-1914 b,5982.0,0.96,,2.9429803,,Transit
K2-369 b,5682.0,0.881,,1.313,,Transit
Kepler-1665 b,5049.84,0.777785,,2.83910787,,Transit
K2-233 c,4796.0,0.71,0.0664,1.272,794.0,Transit
Kepler-1364 b,6805.0,1.79,,2.15,,Transit
Kepler-1008 b,5066.0,0.78,,1.28,,Transit
HD 38801 b,5338.0,2.029,1.623,,,Radial Velocity
Kepler-1108 b,5406.0,0.84,,1.46,,Transit
Kepler-1818 b,6047.0,1.129,,1.71360684,,Transit
Kepler-229 b,5120.0,0.728,0.062,2.2,,Transit
Kepler-1187 b,5975.0,1.09,,2.61,,Transit
Kepler-606 b,6161.0,1.22,,3.31,,Transit
Kepler-126 c,6239.0,1.358,0.162,1.58,,Transit
Kepler-1763 b,5897.0,1.259,,1.14651332,,Transit
KMT-2018-BLG-0029L b,,,4.27,,,Microlensing
Kepler-264 c,6158.0,1.55,0.566,2.83,,Transit
HD 200964 b,4982.0,4.92,1.565,,,Radial Velocity
Kepler-879 c,5456.75,1.022,,0.4,,Transit
HIP 113103 b,4930.0,0.742,0.06899,1.829,721.0,Transit
HD 72892 b,,,0.228,,,Radial Velocity
K2-266 d,4285.0,0.703,0.1035,2.93,538.3,Transit
KMT-2018-BLG-2602L b,,,3.81,,,Microlensing
Kepler-402 c,6090.0,1.264,0.068,1.56,,Transit
Kepler-182 c,6250.0,1.146,0.157,3.43,,Transit
GJ 3634 b,,0.43,0.0287,,,Radial Velocity
TOI-3540 A b,5810.0,1.228,0.04289,23.53885947,1498.0,Transit
OGLE-2005-BLG-169L b,,,3.5,,,Microlensing
WASP-168 b,6000.0,1.12,0.0519,16.8135,1340.0,Transit
HD 284149 AB b,6035.0,1.36,431.16,,2395.0,Imaging
Kepler-452 b,5757.0,1.11,1.046,1.63,265.0,Transit
Kepler-1190 b,4730.0,0.72,,1.33,,Transit
Kepler-1013 b,4954.0,0.76,,2.15,,Transit
GJ 1265 b,3236.0,0.192,0.026,,,Radial Velocity
TIC 24750448 b,4545.43,0.713599,,2.43722231,,Transit
K2-138 d,5356.3,0.863,0.05893,2.39,,Transit
HATS-29 b,5670.0,1.073,0.05475,14.022459,1212.0,Transit
HD 69830 d,5385.0,,0.63,,,Radial Velocity
Kepler-165 c,5211.0,0.77,0.11,2.23,,Transit
Kepler-105 c,5933.0,1.026,,1.44,,Transit
Kepler-367 b,4710.0,0.695,0.201,1.3,,Transit
HD 8535 b,6136.0,1.19,2.45,,,Radial Velocity
Kepler-1054 b,6209.0,1.34,,2.63,,Transit
Kepler-1725 b,6020.0,1.085,,2.8125177,,Transit
K2-45 b,4103.0,0.445,0.0224,6.71,,Transit
GJ 667 C b,,,,,,Radial Velocity
Kepler-1426 b,5831.0,1.02,,1.56,,Transit
GJ 2030 b,,,0.034,,,Radial Velocity
Kepler-1754 b,4723.0,0.747,,2.43996509,,Transit
TOI-150.01,6255.0,1.526,0.07037,14.067295,1404.5,Transit
Wendelstein-1 b,4251.0,0.61,0.0282,11.5609626,2198.0,Transit
TOI-904 c,3770.2,0.527,0.312,2.167,217.26,Transit
Kepler-1907 b,5159.0,0.8,,0.86973029,,Transit
Kepler-491 b,5582.0,1.03,,8.92,,Transit
Kepler-992 b,4944.0,0.74,,1.62,,Transit
Kepler-667 b,5327.0,0.87,,4.73,,Transit
Kepler-404 b,5654.0,0.884,0.102,1.27,,Transit
Kepler-1213 b,6050.0,1.21,,1.19,,Transit
Kepler-1043 b,5629.0,0.9,,2.55,,Transit
TOI-4377 b,4974.0,3.52,0.0579,15.10970598,,Transit
Kepler-985 b,5434.0,0.85,,2.98,,Transit
CoRoT-21 b,6200.0,1.95,0.0417,14.5717,,Transit
TOI-4201 b,3794.0,0.63,0.04,13.67495645,725.0,Transit
HD 114783 b,5135.0,,1.16,,,Radial Velocity
K2-167 b,6310.0,1.499,0.0932,2.36509493,1220.0,Transit
Kepler-304 c,4731.0,0.687,0.054,2.17,,Transit
Kepler-1524 b,6179.0,1.25,,3.54,,Transit
Kepler-1840 b,4898.0,0.803,,2.77771129,,Transit
Kepler-1074 b,4002.0,0.57,,1.25,,Transit
K2-393 b,5678.0,1.071,,2.352,,Transit
Kepler-314 c,5378.0,0.95,0.064,2.9,,Transit
Kepler-1476 b,5663.0,0.96,,1.67,,Transit
Kepler-316 c,4204.0,0.52,0.058,1.16,,Transit
Kepler-1677 b,6013.72,1.24959,,2.70216183,,Transit
Kepler-219 c,5786.0,1.491,0.165,3.58,,Transit
K2-331 b,5994.0,1.06,,1.79,909.0,Transit
K2-338 b,4558.0,0.63,,1.03,783.0,Transit
HD 43691 b,6093.0,1.6,0.238,,,Radial Velocity
WASP-132 c,4686.0,0.758,0.01833,1.841,1329.0,Transit
K2-199 c,4491.0,0.682,0.0662,2.85,694.0,Transit
HD 134606 d,5576.0,1.158,1.941,,,Radial Velocity
TOI-1346 c,5099.0,0.78,,2.23,928.0,Transit
K2-89 b,3691.0,0.318,0.01462,0.615,,Transit
HD 28109 b,6189.0,1.425,,2.69,867.0,Transit
Kepler-409 b,5421.0,0.897,0.3192,1.199,438.0,Transit
HU Aqr AB b,,,3.6,,,Eclipse Timing Variations
Kepler-793 b,5745.0,0.97,,1.37,,Transit
Kepler-1084 b,6113.0,1.28,,1.11,,Transit
Kepler-1910 b,4234.0,0.639,,1.184,,Transit
Kepler-9 c,5774.0,0.958,0.227,8.08,,Transit
Kepler-261 c,5098.0,0.794,0.156,2.0,,Transit
K2-198 c,5212.9,0.757,,1.423,1229.9,Transit
Kepler-54 b,3705.0,0.5,,2.1,,Transit
TOI-2088 b,5081.0,0.8481,0.472,3.6831179,300.33,Transit
Kepler-951 b,4834.0,0.73,,5.59,,Transit
HD 134060 b,5966.0,,0.0444,,,Radial Velocity
HD 17156 b,6046.0,1.517,0.1632,12.26262489,888.0,Radial Velocity
Kepler-1385 b,5732.0,1.29,,0.85,,Transit
Kepler-279 b,6363.0,1.746,0.112,3.62,,Transit
K2-206 b,5043.0,0.758046,,2.79522879,,Transit
Kepler-1451 b,5782.0,0.99,,3.35,,Transit
TOI-1753 b,5621.0,0.9715,0.059,2.47852533,1005.43,Transit
Kepler-689 b,5518.0,0.88,,2.89,,Transit
Kepler-118 c,5274.0,1.094,0.141,7.68,,Transit
Kepler-96 b,5690.0,1.02,,2.67,,Transit
OGLE-2016-BLG-1800L b,,,1.88,,,Microlensing
WASP-58 b,5800.0,1.22,,16.02887,,Transit
TOI-1174 b,5030.0,0.76,0.07994,2.562,,Transit
HD 135344 A b,9540.0,1.5,16.5,16.25302201,1585.0,Imaging
Kepler-1944 b,5585.0,0.972,,2.75971163,,Transit
Kepler-123 b,6089.0,1.264,0.135,2.94,,Transit
TIC 257060897 b,5993.0,1.863,0.04922,17.26183028,1775.0,Transit
Kepler-1200 b,4612.0,0.7,,1.06,,Transit
Kepler-107 e,5854.0,1.447,0.12638,2.903,955.0,Transit
HD 212771 b,5003.0,5.27,1.19,,,Radial Velocity
K2-223 c,5859.0,1.0,,1.5,,Transit
Kepler-1566 b,5254.0,0.81,,0.79,,Transit
GJ 317 b,3496.0,0.403,1.138,,,Radial Velocity
Kepler-462 c,7500.0,1.57,,4.0,,Transit
HATS-61 b,5542.0,1.664,0.07908,13.394755,1226.1,Transit
HIP 57274 b,4510.0,0.78,0.07,,,Radial Velocity
TAP 26 b,4620.0,1.17,0.0968,,,Radial Velocity
K2-365 b,5561.0,1.051,,2.906,,Transit
Kepler-1102 b,5724.0,0.94,,2.66,,Transit
HD 25015 b,,,6.248,,,Radial Velocity
Kepler-1699 b,5575.53,,,1.56671124,,Transit
Kepler-1938 b,4522.0,0.655,,1.82828927,,Transit
HD 68475 b,5022.0,,7.27,,,Radial Velocity
Kepler-48 b,5194.0,0.89,,1.88,,Transit
K2-224 c,5620.0,0.84,0.0886,2.41,764.0,Transit
Kepler-47 d,,0.936,0.6992,7.04,,Transit
K2-293 b,5532.0,0.947,,2.45,750.0,Transit
K2-84 b,5652.0,0.93,0.0665,2.41,,Transit
Kepler-138 e,3841.0,0.535,0.1803,,292.0,Transit Timing Variations
Kepler-522 b,6392.0,1.98,,6.91,,Transit
Kepler-380 b,6045.0,1.224,0.05,1.19,,Transit
Kepler-286 d,5580.0,0.863,0.061,1.33,,Transit
Kepler-26 e,4486.0,0.571,0.22,2.41,,Transit
Kepler-838 b,5770.0,0.96,,2.73,,Transit
TOI-1798.02,5165.0,0.78,0.010789,1.464,,Transit
Kepler-1755 b,6086.0,0.921,,5.91688317,,Transit
PDS 70 c,4109.0,,34.3,22.19378179,1054.0,Imaging
Kepler-338 e,,1.735,,1.56,,Transit Timing Variations
HD 93385 c,5977.0,,0.112,,,Radial Velocity
Kepler-25 b,,1.316,,2.748,,Transit
K2-189 b,5442.0,0.879,,1.403,1203.0,Transit
Kepler-1171 b,7044.0,1.95,,2.56,,Transit
Kepler-375 b,5826.0,0.837,0.101,1.45,,Transit
Kepler-1457 b,5866.0,1.01,,1.99,,Transit
HR 858 b,6354.0,1.258,0.04888,2.004,1552.0,Transit
Kepler-447 b,5493.0,1.05,0.0769,18.49,,Transit
TOI-1386 b,5735.0,1.0235,0.173,6.2163865,615.03,Transit
HIP 77900 b,,,3319.0,,2507.0,Imaging
Kepler-548 b,5535.0,0.9,,11.99,,Transit
HD 224018 b,5784.0,1.147,0.0952,0.91,968.0,Radial Velocity
Kepler-1452 b,6101.0,2.06,,2.7,,Transit
Kepler-1158 b,6203.0,1.95,,2.34,,Transit
K2-111 c,5775.0,1.25,0.11565,,923.0,Radial Velocity
Kepler-692 b,5440.0,0.86,,3.11,,Transit
Kepler-160 b,5471.0,1.118,0.05511,1.715,,Transit
WASP-4 b,,0.912,0.02261,15.12091496,1653.0,Transit
K2-400 b,3578.0,0.382,,1.163,,Transit
Kepler-1159 b,6217.0,1.28,,2.37,,Transit
K2-63 c,6771.0,1.63,0.189,3.9,,Transit
HAT-P-38 b,5330.0,0.923,0.0523,9.247,1082.0,Transit
HD 10180 h,5911.0,1.109,3.381,,,Radial Velocity
Kepler-158 b,4623.0,0.624,0.111,2.12,,Transit
HU Aqr AB c,,,5.4,,,Eclipse Timing Variations
K2-229 c,5315.0,0.79,0.0769,2.03,750.0,Transit
Kepler-37 d,5357.0,0.789,0.2109,2.03,499.0,Transit
Kepler-1370 c,6202.0,1.29,,1.27,,Transit
LSPM J2116+0234 b,3475.0,0.431,0.0876,,,Radial Velocity
Qatar-3 b,6007.0,1.272,0.03783,12.285064,1681.0,Transit
Kepler-1230 b,5961.0,1.08,,2.71,,Transit
TOI-5322 b,5692.0,1.462,0.0604,16.6117094,1350.0,Transit
HD 156411 b,5900.0,2.16,1.88,,,Radial Velocity
K2-146 c,3385.0,0.33,,2.19,,Transit
TOI-1782.02,4336.0,0.669,0.025739,1.839,,Transit
Kepler-1443 b,6289.0,1.27,,0.97,,Transit
HD 109833 b,5881.0,1.0,,2.888,,Transit
Gliese 12 b,3328.0,0.265,,0.93,,Transit
HD 3651 b,5221.0,,0.295,,,Radial Velocity
Kepler-338 d,5923.0,1.735,0.257,3.0,,Transit
HD 10697 b,,,2.051,,,Radial Velocity
Kepler-1722 b,5506.0,0.788,,2.86719266,,Transit
Kepler-506 b,6236.0,1.19,,2.73,,Transit
Kepler-595 c,,0.821,,1.009,,Transit
HD 20794 d,5368.0,0.93,0.3625,,,Radial Velocity
Kepler-368 c,5502.0,2.019,0.36,3.88,,Transit
Kepler-1545 b,5201.0,0.8,,2.7,,Transit
K2-192 b,5222.0,0.81,0.049,1.52,939.0,Transit
Kepler-124 d,4984.0,0.636,0.17,1.11,,Transit
MOA-2011-BLG-291L b,,,0.69,,,Microlensing
HD 95127 b,4218.0,41.01,1.28,,,Radial Velocity
HD 112570 b,4750.0,9.85,3.9,,,Radial Velocity
TOI-1243 b,3515.0,0.511,,2.33,450.0,Transit
Kepler-1421 b,6335.0,1.42,,0.93,,Transit
Kepler-732 c,3631.0,0.46,,1.27,,Transit
Kepler-1845 b,4703.0,0.701,,2.43836702,,Transit
OGLE-2018-BLG-0383L b,,,1.8,,,Microlensing
Kepler-1141 b,5791.0,1.07,,0.82,,Transit
HD 160691 d,5773.0,1.33,,,,Radial Velocity
K2-185 b,5788.0,0.94,,1.15,809.0,Transit
47 UMa d,5872.0,1.21334,11.6,,,Radial Velocity
Kepler-286 b,5580.0,0.863,0.027,1.24,,Transit
Kepler-1721 b,5351.0,0.796,,3.11856756,,Transit
Kepler-344 c,5774.0,0.976,0.488,2.95,,Transit
Kepler-687 b,4841.0,0.73,,3.52,,Transit
Kepler-622 b,4201.0,0.61,,2.13,,Transit
TOI-1291 b,6139.95,1.8109,,5.63826391,,Transit
Kepler-495 c,5392.0,1.087,,1.21936414,,Transit
HD 68988 b,5932.0,1.19,0.07,,,Radial Velocity
KMT-2018-BLG-1988L b,,,3.09,,,Microlensing
TOI-1859 b,6341.0,1.36,0.337,9.75181321,,Transit
TOI-1736 c,5636.0,1.4286,1.37,,,Radial Velocity
Kepler-1321 d,3640.0,0.503,,2.62843782,,Transit
Kepler-30 d,5498.0,0.95,0.5,8.8,,Transit
KMT-2024-BLG-1209L b,,,2.51,,,Microlensing
TOI-1994 b,7700.0,2.3,0.0613,13.67495645,2290.0,Transit
TOI-5788 b,5615.0,0.87,0.064,1.528,910.0,Transit
Kepler-1591 b,6082.0,1.16,,1.27,,Transit
Kepler-310 d,5797.0,0.876,0.392,2.47,,Transit
Kepler-166 b,5413.0,0.742,0.072,2.27,,Transit
HATS-58 A b,7175.0,1.433,0.05798,12.273855,1721.0,Transit
HD 215152 e,4935.0,0.73,0.15417,,,Radial Velocity
K2-3 b,3844.0,0.546,0.0747,2.078,501.3,Transit
Kepler-1463 b,5679.0,0.95,,1.86,,Transit
HD 75289 b,6117.0,1.23,0.05,,,Radial Velocity
Kepler-339 b,5631.0,0.802,0.055,1.42,,Transit
TOI-3912 b,5725.0,1.392,0.0463,14.28024141,1512.0,Transit
Kepler-1844 b,5776.0,0.849,,3.03648191,,Transit
eps Tau b,4877.0,12.35,1.878,,,Radial Velocity
HD 216520 b,5103.0,0.76,0.198,,,Radial Velocity
OGLE-TR-113 b,4790.0,0.774,0.02289,12.251,,Transit
Kepler-31 c,6340.0,1.22,0.26,5.3,,Transit
Kepler-1952 b,5973.0,1.305,,1.23923346,,Transit
Kepler-405 c,5818.0,0.893,0.188,4.66,,Transit
HD 20003 b,5494.0,,0.0974,,,Radial Velocity
HD 207832 c,5710.0,0.901,2.112,,,Radial Velocity
TOI-286 c,5152.0,0.78,0.213,1.88,475.0,Transit
Qatar-2 b,4645.0,0.776,0.02153,14.056,1344.0,Transit
HD 93351 c,,,11.154,,,Radial Velocity
TOI-2977 b,5691.0,1.073,0.03386,13.15934334,1544.0,Transit
Kepler-1118 b,5688.0,0.97,,2.74,,Transit
K2-331 c,5994.0,1.06,,2.72,673.0,Transit
Kepler-1746 b,6018.0,1.286,,8.93504475,,Transit
WASP-28 b,,1.083,0.0442,13.66374747,1456.0,Transit
HD 11506 c,6123.0,,0.771,,,Radial Velocity
HD 25912 c,,,17.848,,,Radial Velocity
Kepler-419 c,6430.0,1.74,1.68,,,Transit Timing Variations
GJ 900 b,,,12000.0,,,Imaging
K2-19 c,5322.0,0.82,,4.1,,Transit
CoRoT-24 c,4950.0,0.86,0.098,5.0,850.0,Transit
HATS-18 b,5600.0,1.02,0.0174,14.896761,2069.48,Transit
Kepler-403 b,6090.0,1.329,0.076,1.25,,Transit
HATS-74 A b,3776.9,0.5758,0.02384,11.56766808,895.1,Transit
Kepler-1048 b,4651.0,0.7,,1.61,,Transit
Kepler-1023 b,5494.0,0.89,,2.63,,Transit
TOI-880 c,5050.0,0.83,0.0635,4.95,805.0,Transit
HD 205739 b,6176.0,1.33,0.896,,,Radial Velocity
HD 194490 b,,,11.116,,,Radial Velocity
Kepler-254 c,5957.0,0.91,0.105,2.15,,Transit
HAT-P-34 b,6442.0,1.53,0.06774,13.417173,,Transit
K2-377 b,4200.0,0.691,,1.693,,Transit
TOI-1036 b,5664.68,1.17554,,6.28499593,,Transit
Kepler-554 b,5447.0,0.92,,4.29,,Transit
HAT-P-42 b,5743.0,1.53,0.0575,14.348,1428.0,Transit
TOI-2407 b,3530.0,0.567,0.033,4.26,705.0,Transit
KOI-217 b,5545.0,0.86,0.0477,12.442,,Transit
Kepler-803 b,5919.0,1.12,,3.79,,Transit
HD 215152 c,4935.0,0.73,0.067393,,,Radial Velocity
HIP 78530 b,10500.0,,740.0,,2700.0,Imaging
WASP-98 b,5473.0,0.741,0.03762,12.823096,1171.0,Transit
Kepler-2000 b,3757.0,0.576,0.0562,2.73,530.0,Transit
CoRoT-7 b,5275.0,0.83,,1.68135,,Transit
CoRoT-5 b,6100.0,1.186,0.04947,15.558,1438.0,Transit
Kepler-1678 b,5754.0,0.834976,,3.30422249,,Transit
Kepler-1705 c,6312.0,1.259,,2.05,,Transit
K2-255 b,4676.0,0.69,0.0274,2.9,1034.0,Transit
HD 82943 b,5935.0,1.1826,1.18306,,,Radial Velocity
TOI-1203.01,5737.0,1.179,0.1632,2.918,743.6,Transit
HD 102272 b,4790.0,10.3,0.51,,,Radial Velocity
HD 66428 b,,,3.395,,,Radial Velocity
WASP-26 b,6034.0,1.22,,13.56289,,Transit
Kepler-1578 b,5545.0,0.86,,1.04,,Transit
Kepler-1756 b,4915.0,0.812,,1.47199944,,Transit
HAT-P-7 b,6389.0,2.0,,16.92559,,Transit
Kepler-960 b,4755.0,0.72,,2.29,,Transit
OGLE-2017-BLG-1140L b,,,1.02,,,Microlensing
Kepler-114 d,,0.54,,2.53,,Transit
OGLE-2019-BLG-0954L b,,,2.65,,,Microlensing
HD 235088 b,5075.0,0.772,0.0706,1.982,,Transit
HD 35843 b,5666.0,0.897,0.088,,,Radial Velocity
Kepler-57 b,5187.9,0.826,,3.135,,Transit
HD 240237 b,3926.0,71.23,1.92,,,Radial Velocity
Kepler-242 c,5020.0,0.85,0.109,2.0,,Transit
Kepler-321 b,5740.0,1.194,0.057,1.77,,Transit
Kepler-1063 b,5945.0,1.14,,1.49,,Transit
Kepler-1407 b,6010.0,1.15,,2.25,,Transit
HD 113538 b,4462.0,0.53,1.24,,,Radial Velocity
OGLE-2019-BLG-0468L c,,,2.77,,,Microlensing
GJ 273 b,3382.0,0.293,0.091101,,,Radial Velocity
TOI-1294 c,5718.0,1.5566,0.61,,,Radial Velocity
TOI-640 b,6460.0,2.082,,19.2794468,1816.0,Transit
Kepler-603 d,5808.0,1.01,,1.32,,Transit
GJ 625 b,3499.0,0.31,0.078361,,,Radial Velocity
TOI-3160 A b,6190.0,1.346,0.0505,13.7646283,1539.0,Transit
TOI-620 b,3708.0,0.55,0.04825,3.76,603.6,Transit
K2-368 d,4663.0,0.663,,1.948,,Transit
Kepler-910 b,6230.0,1.5,,0.82,,Transit
Kepler-1837 b,5966.0,0.961,,2.06673842,,Transit
CoRoT-23 b,5900.0,1.61,0.048,11.77,1660.0,Transit
HD 34445 f,5836.0,1.38,1.543,,,Radial Velocity
TOI-808 b,5078.2,0.833198,,2.20344362,,Transit
CoRoT-22 b,5939.0,1.136,0.092,4.88,885.0,Transit
HIP 65 A b,4590.0,0.7242,0.01782,22.75427,1411.0,Transit
HD 28471 c,5766.0,1.08,0.065,,1066.0,Radial Velocity
Kepler-1091 b,5851.0,1.03,,1.46,,Transit
K2-101 b,4927.0,0.76,0.1124,2.0,618.0,Transit
HATS-70 b,7930.0,1.881,0.03632,15.513256,2730.0,Transit
Kepler-355 c,6184.0,1.066,0.179,2.71,,Transit
TOI-1873 b,5597.99,0.971675,,2.86356397,,Transit
TOI-1478 b,,,0.0818,11.99360935,,Transit
Kepler-295 b,5603.0,0.898,0.099,1.22,,Transit
