pl_name,st_teff,st_rad,pl_orbsmax,pl_rade,pl_eqt,discoverymethod
Kepler-1173 b,5252.0,0.82,,0.89,,Transit
Kepler-796 b,5475.0,1.09,,1.3,,Transit
Kepler-1667 b,5941.54,1.08751,,2.98385261,,Transit
TOI-6086 b,3200.0,0.259,0.01541,1.18,634.0,Transit
Kepler-148 c,5272.0,0.851,0.05,3.6,,Transit
Barnard c,3195.0,0.185,0.0274,,400.0,Radial Velocity
Kepler-682 b,5559.0,0.89,,7.37,,Transit
TOI-4898 b,4201.57,0.639344,,3.7197954,,Transit
HD 206893 c,,,3.74,,,Imaging
TOI-2093 b,4426.0,0.729,0.097,,535.0,Radial Velocity
KOI-55 c,27730.0,0.203,0.0076,0.867,,Orbital Brightness Modulation
TrES-2 b,5850.0,1.12,,15.24424,,Transit
Kepler-588 b,5835.0,1.0,,2.63,,Transit
HAT-P-68 b,4508.0,0.6701,0.02996,12.016048,1027.8,Transit
KOBE-1 b,4135.0,0.619,0.07006,,594.4,Radial Velocity
Kepler-553 c,5191.0,0.902,0.898,11.57887706,251.0,Transit
Kepler-84 b,,1.43,,2.23,,Transit
Kepler-350 b,6186.0,1.534,0.104,1.85,,Transit
Kepler-1352 b,6118.0,1.16,,0.89,,Transit
HD 20781 c,5256.0,,0.1004,,,Radial Velocity
Kepler-1584 b,6069.0,1.13,,1.61,,Transit
Kepler-335 b,5877.0,1.854,0.075,3.39,,Transit
Kepler-129 b,5770.0,1.653,0.13,2.4,,Transit
Kepler-1556 b,5608.0,0.95,,1.96,,Transit
TOI-1199 b,5710.0,1.45,0.04988,10.5140239,1486.0,Transit
WASP-53 b,4953.0,0.798,0.04101,12.038466,1053.0,Transit
Kepler-1300 b,6130.0,1.79,,1.37,,Transit
Kepler-381 c,6152.0,1.568,0.117,1.12,,Transit
TOI-5486 b,3750.17,0.553216,,3.96824928,,Transit
Kepler-65 c,6211.0,1.41,0.068,2.58,,Transit
Kepler-1623 b,5772.0,1.0,,1.31,,Transit
Kepler-1120 b,4904.0,0.74,,1.38,,Transit
HIP 54373 c,4021.0,,0.099,,,Radial Velocity
TOI-1467 b,3834.0,0.491,0.050748,1.92,,Transit
K2-7 b,5700.0,1.533,0.1867,4.03523305,786.0,Transit
Kepler-1510 b,6200.0,1.28,,3.36,,Transit
GJ 3998 b,3726.0,0.5,0.03,,,Radial Velocity
Kepler-619 d,6122.0,0.964,0.1021,4.17,830.0,Transit
K2-161 b,4972.0,2.568173,,6.11721229,,Transit
TOI-2257 b,3430.0,0.313,0.145,2.194,256.0,Transit
Kepler-179 b,5302.0,0.759,0.036,1.64,,Transit
TOI-2545 b,5846.29,1.25324,,2.75,,Transit
Kepler-233 b,5360.0,0.758,0.077,2.43,,Transit
Kepler-1041 b,5957.0,1.08,,2.94,,Transit
Kepler-1738 b,6063.0,1.001,,2.82472883,,Transit
K2-251 b,3717.0,0.49,0.0694,2.35,437.0,Transit
Kepler-1948 b,3872.0,0.557,,1.03283226,,Transit
Kepler-26 c,3914.0,0.512,,2.72,,Transit
Kepler-37 c,5357.0,0.789,0.139,0.755,615.0,Transit
TOI-1803 b,4687.0,0.715,0.06,2.99,747.0,Transit
Kepler-887 c,6194.0,1.29,,1.13,,Transit
Kepler-750 b,6160.0,1.23,,3.07,,Transit
Kepler-146 b,5948.0,1.208,0.2,3.71,,Transit
Kepler-675 b,4945.0,0.75,,2.44,,Transit
HD 68988 c,5883.41,1.255733,13.2,,,Radial Velocity
Kepler-1082 b,5923.0,1.14,,1.12,,Transit
WASP-8 c,,,5.28,,,Radial Velocity
Kepler-288 d,5918.0,1.091,0.287,2.67,,Transit
OGLE-2012-BLG-0724L b,,,1.6,,,Microlensing
Kepler-1251 b,5545.0,0.89,,1.84,,Transit
KMT-2023-BLG-0466L b,,,2.68,,,Microlensing
TOI-544 b,4169.0,0.623,0.0225,2.018,999.0,Transit
Kepler-1390 b,5753.0,0.98,,1.18,,Transit
Kepler-128 b,6072.0,1.659,,1.421,,Transit
TOI-2095 c,3759.0,0.44,0.137,1.33,297.0,Transit
HIP 79431 b,3191.0,,0.36,,,Radial Velocity
Kepler-512 b,5997.0,1.3,,2.69,,Transit
Kepler-358 c,5908.0,0.954,0.381,2.85,,Transit
TOI-3135 b,5890.0,0.985,0.04756,13.65253849,1292.0,Transit
K2-127 b,4575.0,0.66,0.0411,8.37,809.0,Transit
Kepler-151 b,5460.0,0.83,0.116,3.06,,Transit
Kepler-236 b,3750.0,0.51,0.065,1.57,,Transit
Kepler-976 b,5232.0,0.83,,3.96,,Transit
HD 156098 b,,,0.167,,,Radial Velocity
HD 159243 b,6123.0,1.12,0.11,,,Radial Velocity
HD 106252 b,,,2.655,,,Radial Velocity
Kepler-408 b,6104.0,1.23,,0.82,,Transit
Kepler-1401 b,5964.0,1.1,,1.68,,Transit
HD 60532 b,6245.0,2.57,0.77,,,Radial Velocity
Kepler-1184 b,5983.0,1.07,,2.68,,Transit
HD 107148 b,5797.0,,0.269,,,Radial Velocity
Kepler-350 d,,1.25,,2.8,,Transit
K2-269 b,6209.0,1.45,0.0531,1.57,1429.0,Transit
GJ 163 c,,,0.1254,,,Radial Velocity
HAT-P-16 b,,,,14.68376472,1566.0,Transit
K2-375 b,5822.0,1.543,,2.243,,Transit
Kepler-1961 b,5401.0,0.777,,1.6187808,,Transit
Kepler-278 c,4965.0,2.861,0.287,3.268,492.0,Transit
Kepler-1492 b,4712.0,0.72,,1.49,,Transit
K2-279 b,5558.0,0.86,0.067,1.21,879.0,Transit
HD 9174 b,5577.0,1.67,2.2,,,Radial Velocity
AB Aur b,9770.0,,93.9,,,Imaging
TOI-1723 b,5777.0,1.09,0.113496,3.435,,Transit
Kepler-705 b,3722.0,0.51,,2.11,,Transit
K2-13 b,5698.0,0.78,0.2114,1.89,511.0,Transit
Kepler-81 d,4500.0,0.595,0.128,1.21,,Transit
TOI-4559 b,3558.0,0.374,0.0359,1.415,554.16,Transit
CD Cet b,3130.0,0.175,0.0185,,464.0,Radial Velocity
HD 26161 b,,,10.087,,,Radial Velocity
Kepler-1311 b,5748.0,1.4,,1.24,,Transit
K2-166 b,5960.0,1.61,0.0858,2.19,1140.0,Transit
TOI-782 b,3370.0,0.413,0.0578,2.734,435.0,Transit
Kepler-768 b,5108.0,0.78,,1.79,,Transit
Kepler-1313 b,5453.0,0.85,,1.76,,Transit
BD+42 2315 b,4500.0,17.85,0.54,,,Radial Velocity
Kepler-1784 b,5442.0,0.974,,2.79936489,,Transit
Kepler-1855 b,3460.0,0.356,,1.216205,,Transit
Kepler-270 c,6067.0,1.461,0.18,1.77,,Transit
Kepler-211 b,5123.0,0.816,0.048,1.26,,Transit
K2-242 b,3459.0,0.37,0.0494,2.54,416.0,Transit
TOI-261.02,5890.3,1.31383,,3.34822227,1007.53,Transit
GJ 2126 b,4159.0,0.728,0.71,,,Radial Velocity
WASP-8 b,5600.0,1.03,,12.66617,,Transit
TOI-4529 b,3697.0,0.48,,1.77,511.0,Transit
Kepler-1869 c,5808.0,0.902,0.028,0.74,1455.0,Transit
Kepler-295 d,5603.0,0.898,0.192,1.36,,Transit
Kepler-217 c,6171.0,1.799,0.089,1.85,,Transit
Kepler-194 b,6089.0,1.025,0.032,1.51,,Transit
HD 4732 c,4898.0,5.03,4.725,,,Radial Velocity
TOI-1722 b,5999.55,1.09414,,4.38298108,,Transit
Kepler-1343 b,5759.0,0.93,,1.93,,Transit
Kepler-529 c,6087.0,1.14,,2.0,,Transit
HATS-12 b,6357.0,1.17,0.0441,7.76,1446.0,Transit
Kepler-297 d,5618.0,0.897,0.523,32.6,325.0,Transit
HD 203030 b,,,,14.4595851,1040.0,Imaging
KMT-2022-BLG-2286L b,,,2.02,,,Microlensing
Kepler-569 b,5616.0,0.93,,3.16,,Transit
Kepler-1728 b,5170.0,0.807,,2.95501875,,Transit
K2-201 b,5507.0,0.878161,,1.40006712,,Transit
HIP 39330 b,5748.0,,5.05,,,Radial Velocity
Kepler-342 c,6175.0,1.472,0.185,1.96,,Transit
HD 133131 B b,5805.0,,6.15,,,Radial Velocity
HD 114386 b,4836.0,0.76,1.73,,,Radial Velocity
TOI-6029 b,6223.0,2.338,,14.39233122,,Transit
TOI-6695 c,6400.0,1.517,0.838,,415.0,Radial Velocity
Kepler-1532 b,5559.0,0.88,,1.35,,Transit
Kepler-1485 b,6087.0,1.12,,1.47,,Transit
EPIC 201841433 b,5053.0,0.628461,0.035,1.04,,Transit
Kepler-1787 b,6060.0,0.925,,2.31898181,,Transit
Kepler-1878 b,5918.0,0.865,,2.92019781,,Transit
KOI-351 h,,,,,,Transit
HD 158259 d,,1.21,,,,Radial Velocity
Kepler-1002 b,6144.0,1.57,,1.71,,Transit
HIP 14810 d,5544.0,1.07,1.94,,,Radial Velocity
HD 28185 c,5602.0,1.048,8.5,,,Radial Velocity
HD 187123 c,5790.0,1.15043,4.89,,,Radial Velocity
Kepler-446 d,3359.0,0.24,,1.35,,Transit
Kepler-1071 b,5215.0,0.81,,2.38,,Transit
Kepler-410 A b,6273.0,1.352,0.1226,2.838,,Transit
Kepler-200 c,5678.0,0.944,0.09,1.59,,Transit
TOI-1437 b,6008.0,1.17,0.14,2.24,,Transit
2MASS J22501512+2325342 b,,,518.0,,1600.0,Imaging
Kepler-133 b,5736.0,1.425,0.083,1.76,,Transit
TOI-4638.01,5700.0,0.895,0.093013,2.933,,Transit
HD 48948 d,4593.0,0.679,0.4894,,349.0,Radial Velocity
Kepler-401 b,6117.0,1.333,0.122,1.71,,Transit
Kepler-703 b,6185.0,1.27,,8.2,,Transit
Kepler-723 b,5539.0,0.89,,12.19,,Transit
HD 207832 b,5726.0,0.89,0.586,,,Radial Velocity
K2-221 b,5716.0,0.947599,,1.67890272,,Transit
Kepler-297 b,5619.0,0.915,0.217,2.87,,Transit
Kepler-154 e,5769.0,0.98,,1.5,,Transit
Kepler-616 c,5753.0,0.97,,3.41,,Transit
DMPP-3 A b,,,0.05958,,,Radial Velocity
Kepler-263 c,5265.0,0.785,0.242,2.47,,Transit
Kepler-613 b,5723.0,0.96,,2.29,,Transit
Kepler-58 e,6100.0,1.083,0.0533,1.61,1212.0,Transit
K2-405 b,4927.0,0.765,,4.569,,Transit
HD 86065 b,,,15.947,,,Radial Velocity
HD 72659 b,5929.0,1.36,4.607,,,Radial Velocity
Kepler-535 b,6123.0,1.27,,2.36,,Transit
CoRoT-35 b,6390.0,1.65,0.0429,18.83108758,1747.0,Transit
K2-154 b,4097.0,0.63,0.0405,1.99,715.0,Transit
Kepler-1337 b,4523.0,0.67,,2.41,,Transit
K2-392 b,5726.0,1.058,,1.85,,Transit
gam Cep b,4775.0,4.74,,,,Radial Velocity
TOI-5350 b,6220.0,1.263,0.0796,12.41955062,1195.0,Transit
Kepler-677 b,5723.0,0.99,,5.38,,Transit
Kepler-135 b,6090.0,1.275,0.067,1.81,,Transit
K2-60 b,5500.0,1.12,0.045,7.655747,1400.0,Transit
Kepler-870 b,5857.0,1.02,,2.78,,Transit
HD 149143 b,5856.0,1.44,0.053,,,Radial Velocity
HD 132406 b,,,,,,Radial Velocity
TOI-1422 b,,,0.107,3.83,870.0,Transit
TIC 183374187 b,5768.0,1.344,,14.03364384,1379.0,Transit
Kepler-1760 b,5229.0,0.903,,2.28995546,,Transit
TOI-530 b,3659.0,0.54,0.052,9.30345398,565.0,Transit
K2-81 b,4674.13,0.634663,0.059,1.97,,Transit
Kepler-1949 b,6028.0,1.454,,2.21964541,,Transit
TOI-1203 e,5737.0,1.179,,,,Radial Velocity
Kepler-250 c,5160.0,0.805,0.069,2.28,,Transit
K2-72 b,3360.47,0.330989,0.04,1.08,,Transit
HD 106515 A b,,,4.48,,,Radial Velocity
bet Pic b,,,10.07,,,Imaging
TOI-757 b,5278.0,0.78,0.122,2.5,641.0,Transit
Kepler-130 c,5879.0,1.17,0.178,2.9,683.0,Transit
Kepler-880 c,6900.0,2.599,0.1216,2.87,1407.0,Transit
Kepler-306 c,4954.0,0.719,0.067,2.35,,Transit
Kepler-1907 c,5159.0,0.8,,1.15547044,,Transit
Kepler-1273 b,5566.0,0.91,,2.49,,Transit
Kepler-883 b,6116.0,1.09,,1.78,,Transit
TOI-1768.01,5994.0,1.1,0.076381,3.453,,Transit
Kepler-1119 b,6083.0,1.17,,1.92,,Transit
TIC 32032563 b,5567.93,1.00188,,3.47739942,,Transit
Kepler-1001 b,5491.0,0.88,,3.15,,Transit
KMT-2024-BLG-2005L b,,,1.12,,,Microlensing
Kepler-186 b,3788.0,0.472,0.0343,1.07,,Transit
Kepler-108 b,5854.0,2.192,0.292,8.65,,Transit
Kepler-810 b,5803.0,1.04,,1.93,,Transit
Kepler-847 b,4940.0,0.77,,1.18,,Transit
K2-195 b,5713.0,0.99,0.1208,3.13,720.0,Transit
Kepler-1641 c,6152.0,1.19,,2.95,,Transit
Kepler-1926 b,5256.0,0.832,,2.31495961,,Transit
Kepler-377 b,5949.0,1.224,0.109,1.39,,Transit
HD 33142 c,5025.4,4.17,1.955,,,Radial Velocity
HD 134060 c,5966.0,,2.3928,,,Radial Velocity
GJ 3293 b,3466.0,0.404,0.14339,,,Radial Velocity
Kepler-138 d,3841.0,0.535,0.1288,1.51,345.0,Transit
Kepler-758 d,6228.0,1.42,,2.12,,Transit
HD 134606 c,5576.0,1.158,0.3007,,,Radial Velocity
Kepler-672 b,5627.0,0.92,,2.5,,Transit
Kepler-52 d,4263.0,0.556,0.182,1.95,,Transit
Kepler-1541 b,5282.0,0.81,,1.16,,Transit
Kepler-1987 b,4769.0,0.714,0.0318,1.23,997.0,Transit
Kepler-221 d,5243.0,0.821,0.087,2.73,,Transit
HD 166724 b,5127.0,,5.42,,,Radial Velocity
Kepler-18 d,5345.0,1.108,0.1172,6.98,,Transit
HD 160691 c,5773.0,1.33,,,,Radial Velocity
Kepler-211 c,5123.0,0.816,0.062,1.29,,Transit
Kepler-22 b,5596.0,0.869,0.812,2.1,279.0,Transit
HD 108874 b,5600.0,1.05,1.04,,,Radial Velocity
Kepler-244 d,5554.0,0.803,0.14,2.31,,Transit
K2-53 b,5263.0,0.807,0.098,2.6,665.0,Transit
Kepler-1473 b,6046.0,1.09,,1.19,,Transit
KIC 3526061 b,4829.0,5.86,5.14,,,Radial Velocity
Kepler-662 b,4897.0,0.74,,2.18,,Transit
Kepler-1149 b,5833.0,1.01,,1.44,,Transit
KPS-1 b,5165.0,0.907,0.0269,11.54527,1459.0,Transit
Kepler-507 b,6113.0,1.32,,1.3,,Transit
Kepler-1854 b,5026.0,0.759,,2.58746104,,Transit
GJ 687 c,,,1.165,,,Radial Velocity
Kepler-1088 b,5975.0,1.08,,1.42,,Transit
GJ 876 b,,0.3,0.208317,,,Radial Velocity
Kepler-1651 b,3713.0,0.503,,1.84,,Transit
Kepler-1134 b,5281.0,0.81,,2.64,,Transit
Kepler-1502 b,6666.0,1.72,,3.18,,Transit
GJ 3378 b,3340.0,0.275,0.09673,,272.0,Radial Velocity
NGC 2682 Sand 1429 b,6000.0,2.13,0.384,,683.0,Radial Velocity
K2-170 b,5748.0,0.981614,,1.41817537,,Transit
Kepler-1582 b,3208.0,0.3,,1.49,,Transit
WASP-120 b,,,,15.58048317,1749.0,Transit
TOI-1224 c,3326.0,0.404,,2.884,,Transit
Kepler-318 c,5746.0,1.189,0.105,3.68,,Transit
DS Tuc A b,5428.0,0.964,,5.7,850.0,Transit
Kepler-1424 b,5838.0,1.07,,1.16,,Transit
Kepler-1811 b,5561.0,1.19,,3.84829873,,Transit
TOI-5301 b,6240.0,2.19,0.073,13.09208946,1648.0,Transit
HD 176986 c,4931.0,0.782,0.11873,,558.0,Radial Velocity
Kepler-32 d,3900.0,0.53,0.13,2.7,,Transit
HIP 91258 b,5519.0,0.89,0.06,,,Radial Velocity
KOI-12 b,,1.4,0.154,13.78707,,Transit
WASP-150 b,6218.0,1.651,0.0694,11.99363,1460.0,Transit
TOI-4633 c,5800.0,1.05,0.847,3.2,,Transit
Kepler-196 b,5128.0,0.782,0.138,1.9,,Transit
EPIC 228836835 b,3782.0,0.32,,1.1,,Transit
Kepler-1429 b,5902.0,1.07,,1.29,,Transit
K2-146 b,3385.0,0.33,,2.05,,Transit
bet Pic c,,,2.7,,,Radial Velocity
HD 219139 b,4831.0,11.22,0.94,,,Radial Velocity
PDS 70 b,4109.0,,20.8,21.96960217,1392.0,Imaging
TOI-169 b,5880.0,1.288,0.03524,12.172974,1715.0,Transit
Kepler-534 b,5884.0,0.98,,2.24,,Transit
Kepler-385 d,5829.0,1.157,,2.6186448,,Transit
HD 2039 b,5945.0,1.19,2.2,,,Radial Velocity
Kepler-184 c,5788.0,0.873,0.141,1.97,,Transit
Kepler-176 b,5232.0,0.891,0.058,1.43,,Transit
HD 95544 b,,,3.166,,,Radial Velocity
K2-100 b,5945.0,1.24,0.0301,3.88,1841.0,Transit
KMT-2019-BLG-1806L b,,,3.02,,,Microlensing
Kepler-1851 b,5982.0,0.879,,3.90012032,,Transit
K2-283 b,5060.0,0.82,0.0291,3.52,1186.0,Transit
K2-54 b,3990.0,0.643,0.0761,2.6116925,560.0,Transit
Kepler-1216 b,5743.0,0.98,,1.39,,Transit
Kepler-1861 b,5855.0,1.373,,2.20677414,,Transit
Kepler-313 c,5727.0,1.536,0.208,2.57,,Transit
Kepler-1570 b,5550.0,0.89,,1.07,,Transit
Kepler-959 b,7005.0,2.01,,4.38,,Transit
tau Cet h,,,0.243,,,Radial Velocity
Kepler-887 b,6194.0,1.29,,1.84,,Transit
HD 99492 b,4929.0,,,,,Radial Velocity
KMT-2019-BLG-0253L b,,,3.1,,,Microlensing
Kepler-1462 b,5756.0,1.0,,3.82,,Transit
TOI-6628 b,5463.0,1.01,0.134,10.98480109,833.0,Transit
Kepler-643 b,4908.0,2.52,,10.16,,Transit
Kepler-1256 b,6129.0,1.36,,1.49,,Transit
K2-202 b,5491.0,0.910685,,2.30165603,,Transit
XO-3 b,6970.0,1.523,0.04815,14.79585452,1890.0,Transit
Kepler-34 b,5913.0,1.1618,1.0896,8.564,,Transit
MOA-2013-BLG-220L b,,,3.03,,,Microlensing
TOI-1756 b,3891.86,0.562607,,1.94225664,,Transit
K2-139 b,5370.0,0.88,0.1796,9.11,524.0,Transit
Kepler-1393 b,5697.0,0.92,,0.8,,Transit
Kepler-1723 b,6072.0,1.01,,2.88046569,,Transit
Kepler-1136 b,4512.0,0.68,,1.64,,Transit
EPIC 249893012 c,5430.0,1.71,0.13,3.67,990.0,Transit
UZ For c,,,2.8,,,Eclipse Timing Variations
TOI-2193 A b,5966.0,1.248,0.03319,19.83989584,1763.0,Transit
iot Dra c,4504.0,11.79,19.4,,,Radial Velocity
CoRoT-26 b,5590.0,1.79,0.0526,14.12,1600.0,Transit
Kepler-1365 c,5770.0,1.05,,0.8,,Transit
TOI-715 b,3075.0,0.24,0.083,1.55,234.0,Transit
TOI-1266 d,3563.0,0.4232,0.1513,,288.0,Transit Timing Variations
TOI-5938 b,4650.0,0.712,0.0308,3.82,1077.0,Transit
Kepler-1559 b,5316.0,0.82,,0.72,,Transit
TOI-682.01,5085.0,1.08,,3.74186,1090.0,Transit
Wolf 1061 c,3342.0,0.307,0.089,,,Radial Velocity
HD 151450 c,,,14.131,,,Radial Velocity
PH1 b,6407.0,1.734,0.652,6.18,481.0,Transit
TOI-7333 b,4586.87,0.666066,,2.09469416,,Transit
TOI-4641 b,6560.0,1.72,0.173,8.18255591,,Transit
K2-37 b,5352.0,0.809,,1.39,949.0,Transit
Kepler-1349 b,6086.0,1.28,,0.7,,Transit
Kepler-1047 b,5754.0,1.13,,2.09,,Transit
HD 152843 c,6310.0,1.43,0.1482,5.94,,Transit
Kepler-1487 c,5745.0,3.955,0.2588,7.97,991.0,Transit
Kepler-1749 b,3957.0,0.553,,1.61301783,,Transit
DMPP-2 c,,,0.04789,,,Radial Velocity
Kepler-1310 b,5549.0,0.88,,1.44,,Transit
Kepler-1350 c,3827.0,0.53,,1.73,,Transit
HATS-46 b,5495.0,0.853,0.05367,10.121727,1054.0,Transit
Kepler-1402 b,5416.0,0.87,,0.76,,Transit
TYC 3318-01333-1 b,4776.0,5.9,1.414,,,Radial Velocity
Kepler-106 c,5858.0,1.04,,2.5,,Transit
Kepler-536 b,5524.0,0.89,,3.1,,Transit
Kepler-1117 b,5612.0,0.93,,1.11,,Transit
HD 147873 c,5972.0,2.29,1.36,,,Radial Velocity
Kepler-1516 b,5904.0,1.07,,1.75,,Transit
HIP 12961 b,3901.0,0.65,0.25,,,Radial Velocity
Kepler-997 b,6150.0,1.56,,1.36,,Transit
HATS-45 b,6450.0,1.315,0.05511,14.414774,1518.0,Transit
HATS-34 b,5380.0,0.98,0.03166,16.02887,1445.0,Transit
NGC 2682 YBP 401 b,6165.0,,,,,Radial Velocity
Kepler-1900 b,6173.0,1.041,,1.62314676,,Transit
TOI-712 d,4622.0,0.674,0.3405,2.474,313.6,Transit
Kepler-1027 b,5436.0,0.82,,0.89,,Transit
Kepler-79 b,6389.0,1.316,,3.51,,Transit
HD 88986 b,5861.0,1.543,0.58,2.49,460.0,Radial Velocity
HD 103774 b,6489.0,,0.07,,,Radial Velocity
Kepler-1468 d,5794.0,1.496,,3.33187146,,Transit
HD 196067 c,6072.0,1.71,,,,Radial Velocity
TOI-1269 c,5554.02,0.848906,,2.22999162,,Transit
Kepler-2001 c,5081.0,0.77,0.1084,1.82,597.0,Transit
Kepler-590 b,6000.0,1.15,,4.02,,Transit
Kepler-1682 b,5619.12,0.842301,,2.88940836,,Transit
HIP 21152 b,6655.0,,17.0,,1300.0,Imaging
TOI-122 b,3403.0,0.334,0.0392,2.72,471.0,Transit
Kepler-286 c,5580.0,0.863,0.042,1.37,,Transit
Kepler-1558 b,5101.0,0.79,,0.68,,Transit
TOI-2328 b,5525.0,0.9,0.127,9.97599282,842.0,Transit
K2-352 d,5791.0,0.95,,2.23,727.0,Transit
Kepler-449 b,5649.18,,,2.056,,Transit
Kepler-1797 b,6244.0,1.009,,3.05774442,,Transit
TOI-2202 b,5169.0,0.808,,10.95117414,,Transit
Kepler-1693 c,5553.0,1.098,,0.97698289,,Transit
Kepler-224 c,5018.0,0.676,0.058,3.12,,Transit
Kepler-1740 b,5705.0,0.905,,3.32321414,,Transit
Kepler-1239 b,6564.0,1.57,,2.9,,Transit
TOI-5614 b,4553.0,0.734919,,3.21759316,,Transit
Kepler-634 b,6075.0,1.24,,1.89,,Transit
K2-198 d,5212.9,0.757,,2.438,943.2,Transit
HD 185283 b,,,4.6,,,Radial Velocity
Kepler-275 d,6165.0,1.383,0.224,3.33,,Transit
Kepler-220 c,4632.0,0.666,0.076,1.57,,Transit
Kepler-529 d,6078.0,1.189,,2.79502603,,Transit
Kepler-402 d,6090.0,1.264,0.087,1.38,,Transit
Kepler-65 b,6211.0,1.41,0.035,1.42,,Transit
HD 190360 b,5560.0,,3.965,,,Radial Velocity
Kepler-196 d,5132.0,0.77,,2.66065673,,Transit
MOA-2022-BLG-249L b,,,1.63,,,Microlensing
HD 155918 b,,,0.03,,,Radial Velocity
Kepler-271 d,5555.0,0.87,,0.66,,Transit
TOI-2207 b,6101.0,1.564,0.0854,11.1529358,1259.0,Transit
Kepler-919 b,6113.0,1.21,,2.25,,Transit
Kepler-1937 b,6457.0,1.196,,3.0229133,,Transit
GJ 1151 c,3280.0,0.1781,0.5714,,,Radial Velocity
Kepler-575 b,5710.0,0.95,,2.39,,Transit
NGTS-4 b,5143.0,0.84,0.019,3.18,1650.0,Transit
Kepler-431 b,6004.0,1.092,0.0719,0.764,1032.0,Transit
CoRoT-25 b,6040.0,1.19,0.0578,12.11,1330.0,Transit
Kepler-1697 b,4681.53,0.772344,,1.25954761,,Transit
TOI-3856 b,5622.0,1.055,0.0325,13.59649359,1544.0,Transit
DP Leo b,,,8.19,,,Eclipse Timing Variations
KELT-15 b,6003.0,1.78,,19.50366,,Transit
HD 86950 b,4805.0,8.8,2.72,,,Radial Velocity
Kepler-804 c,5817.0,1.05,,1.14,,Transit
K2-111 b,5775.0,1.25,0.0565,1.837,1293.0,Transit
Kepler-1312 c,5721.0,0.905,,1.02732734,,Transit
WASP-41 c,5545.0,0.87,1.07,,241.0,Radial Velocity
Kepler-517 b,5690.0,0.98,,2.67,,Transit
HD 192263 b,4976.0,0.74,0.15,,,Radial Velocity
HD 141399 e,5600.0,,5.0,,,Radial Velocity
Kepler-1336 c,5512.0,1.3,,1.71,,Transit
Kepler-1163 b,6302.0,1.35,,1.03,,Transit
WASP-140 b,5300.0,,,14.23540549,1270.0,Transit
rho CrB c,,,,,,Radial Velocity
Kepler-1460 b,4422.0,0.67,,1.96,,Transit
Kepler-1751 b,6052.0,0.967,,1.82417378,,Transit
HD 40956 b,4869.0,8.56,1.4,,,Radial Velocity
K2-83 c,3910.0,0.424,0.07131,1.483,,Transit
HD 156846 b,6090.0,1.9,1.12,,,Radial Velocity
K2-350 c,5789.0,1.04,,2.74,687.0,Transit
HD 23596 b,,,2.694,,,Radial Velocity
Kepler-1128 b,5543.0,0.91,,3.65,,Transit
HD 39194 d,,,0.1949,,,Radial Velocity
Kepler-210 c,4559.0,0.65,0.07,3.62,,Transit
Kepler-1415 b,5267.0,0.84,,1.29,,Transit
HIP 948 b,,,15.037,,,Radial Velocity
HD 108236 c,5660.0,0.877,0.062,2.071,,Transit
HD 114783 c,,,5.0,,,Radial Velocity
LHS 1903 b,3664.0,0.539,0.02656,1.382,796.0,Transit
HD 154345 b,,,4.158,,,Radial Velocity
HD 34445 e,5836.0,1.38,0.2687,,,Radial Velocity
K2-65 b,5213.0,0.84,0.1014,1.58,,Transit
HAT-P-2 b,6380.0,1.39,0.06814,,,Transit
HD 39194 b,,,0.05895,,,Radial Velocity
Kepler-272 b,5297.0,0.929,0.038,1.43,,Transit
K2-367 b,4348.0,0.625,,2.413,,Transit
Kepler-855 b,5835.0,1.03,,8.35,,Transit
HD 105618 c,,,35.731,,,Radial Velocity
OGLE-2017-BLG-1691L b,,,2.41,,,Microlensing
K2-398 b,5946.0,1.239,,2.274,,Transit
K2-148 d,4079.0,0.632,0.0774,1.64,,Transit
Kepler-376 b,5900.0,1.175,0.057,1.07,,Transit
HD 40307 f,4956.0,,0.247,,,Radial Velocity
HD 74698 b,5783.0,1.333,0.121,,,Radial Velocity
Kepler-815 b,5028.0,3.42,,4.11,,Transit
TOI-5688 A b,3713.0,0.57,0.03379,10.3,742.0,Transit
Kepler-806 b,5770.0,1.16,,1.14,,Transit
Kepler-943 b,5612.0,0.91,,5.93,,Transit
TOI-3807 b,5772.0,1.468,0.0421,18.49481816,1646.0,Transit
TOI-1518 b,7299.0,1.942,0.03712,21.05046575,2546.0,Transit
Kepler-725 c,5395.0,0.88,0.6744,,268.0,Transit Timing Variations
Kepler-340 c,6620.0,1.85,0.178,3.37,,Transit
Kepler-1201 b,6177.0,1.24,,2.29,,Transit
HATS-37 A b,5326.0,0.877,0.04913,6.792654,1085.0,Transit
Kepler-250 d,5160.0,0.805,0.127,2.18,,Transit
K2-271 b,5644.0,0.99,0.077,7.28,893.0,Transit
WISPIT 1 b,4670.0,,338.0,,,Imaging
Kepler-498 b,5744.0,0.96,,3.03,,Transit
K2-341 b,5817.0,1.16,,3.21,598.0,Transit
K2-244 b,5677.0,0.92,0.1418,1.75,638.0,Transit
Kepler-1282 b,5504.0,0.89,,1.55,,Transit
TOI-4578 b,5951.32,0.878735,,2.26974262,,Transit
HAT-P-60 b,6212.0,2.197,0.06277,18.28184752,1772.0,Transit
Kepler-473 b,5816.0,1.34,,4.08,,Transit
CoRoT-32 b,5970.0,0.79,0.071,6.38913,938.0,Transit
WASP-91 b,4920.0,0.86,0.037,11.54527,1160.0,Transit
